,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-29,746416,Pop Out,field_out,True,678246,628317,Miguel Vargas,Kenta Maeda,0,ebdca1b6-2247-4fb0-9702-745a356a5756,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.188,0.27,0.388,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,110.0,105.0,110.0,0.072,0.225,0.016,0.312,0.359,0.016,-2.6,1.08,-0.22,-0.02,-0.34,-4.36,90.8,84.8,83.9,90.4,81.4,76.4,0.217,0.42,0.299,0.31,0.569,0.268,0.359,0.667,0.13,0.241,0.379,0.207,0.294,0.324,0.133,0.333,0.333,0.391,0.5,0.75,0.0,,,,,,,,,,,,,,,
1,2024-09-29,746416,Strikeout,strikeout,True,673357,628317,Luis Robert Jr.,Kenta Maeda,0,6b62a4ff-943b-46de-beed-32dd80918b5a,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.188,0.27,0.388,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,110.0,105.0,110.0,0.072,0.225,0.016,0.312,0.359,0.016,-2.6,1.08,-0.22,-0.02,-0.34,-4.36,90.8,84.8,83.9,90.4,81.4,76.4,0.217,0.42,0.299,0.31,0.569,0.268,0.359,0.667,0.13,0.241,0.379,0.207,0.294,0.324,0.133,0.333,0.333,0.391,0.5,0.75,0.0,,,,,,,,,,,,,,,
2,2024-09-29,746416,Groundout,field_out,True,676113,628317,Zach DeLoach,Kenta Maeda,0,8f2d9c39-e732-469f-9b8c-691af069361d,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.188,0.27,0.388,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,110.0,105.0,110.0,0.072,0.225,0.016,0.312,0.359,0.016,-2.6,1.08,-0.22,-0.02,-0.34,-4.36,90.8,84.8,83.9,90.4,81.4,76.4,0.217,0.42,0.299,0.31,0.569,0.268,0.359,0.667,0.13,0.241,0.379,0.207,0.294,0.324,0.133,0.333,0.333,0.391,0.5,0.75,0.0,,,,,,,,,,,,,,,
3,2024-09-29,746416,Flyout,field_out,True,678009,686563,Parker Meadows,Jonathan Cannon,0,752eee36-708d-41df-834f-bb7c38f494a7,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,,,,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,,,,0.28,0.123,0.192,,0.218,,-1.13,0.39,,0.44,-1.39,,94.3,90.2,,93.3,81.9,,,,,,,,0.25,0.411,0.252,0.255,0.489,0.282,0.287,0.449,0.128,0.263,0.45,0.191,,,,95.0,105.0,106.0,0.187,-0.22,85.7,0.248,0.394,0.269,,,,,,
4,2024-09-29,746416,Strikeout,strikeout,True,681481,686563,Kerry Carpenter,Jonathan Cannon,0,9392ef8e-8c5d-4fcb-81ee-b5208b5a7a3b,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,,,,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,,,,0.28,0.123,0.192,,0.218,,-1.13,0.39,,0.44,-1.39,,94.3,90.2,,93.3,81.9,,,,,,,,0.25,0.411,0.252,0.255,0.489,0.282,0.287,0.449,0.128,0.263,0.45,0.191,,,,95.0,105.0,106.0,0.187,-0.22,85.7,0.248,0.394,0.269,,,,,,
5,2024-09-29,746416,Flyout,field_out,True,663837,686563,Matt Vierling,Jonathan Cannon,0,df87c6d3-756d-4bcc-bc80-a1c934d62b11,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,,,,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,,,,0.28,0.123,0.192,,0.218,,-1.13,0.39,,0.44,-1.39,,94.3,90.2,,93.3,81.9,,,,,,,,0.25,0.411,0.252,0.255,0.489,0.282,0.287,0.449,0.128,0.263,0.45,0.191,,,,95.0,105.0,106.0,0.187,-0.22,85.7,0.248,0.394,0.269,,,,,,
6,2024-09-29,746416,Pop Out,field_out,True,683734,628317,Andrew Vaughn,Kenta Maeda,0,976bea78-fadc-4589-8f2c-6c34f2cece6d,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.188,0.27,0.388,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,110.0,105.0,110.0,0.072,0.225,0.016,0.312,0.359,0.016,-2.6,1.08,-0.22,-0.02,-0.34,-4.36,90.8,84.8,83.9,90.4,81.4,76.4,0.217,0.42,0.299,0.31,0.569,0.268,0.359,0.667,0.13,0.241,0.379,0.207,0.294,0.324,0.133,0.333,0.333,0.391,0.5,0.75,0.0,,,,,,,,,,,,,,,
7,2024-09-29,746416,Single,single,False,672820,628317,Lenyn Sosa,Kenta Maeda,0,cddbbef4-d7a7-4eb8-87d6-d46c205e8717,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.188,0.27,0.388,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,110.0,105.0,110.0,0.072,0.225,0.016,0.312,0.359,0.016,-2.6,1.08,-0.22,-0.02,-0.34,-4.36,90.8,84.8,83.9,90.4,81.4,76.4,0.217,0.42,0.299,0.31,0.569,0.268,0.359,0.667,0.13,0.241,0.379,0.207,0.294,0.324,0.133,0.333,0.333,0.391,0.5,0.75,0.0,,,,,,,,,,,,,,,
8,2024-09-29,746416,Single,single,False,682868,628317,Bryan Ramos,Kenta Maeda,1,80d69c2c-035e-4035-9658-c7c32e09203f,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.188,0.27,0.388,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,110.0,105.0,110.0,0.072,0.225,0.016,0.312,0.359,0.016,-2.6,1.08,-0.22,-0.02,-0.34,-4.36,90.8,84.8,83.9,90.4,81.4,76.4,0.217,0.42,0.299,0.31,0.569,0.268,0.359,0.667,0.13,0.241,0.379,0.207,0.294,0.324,0.133,0.333,0.333,0.391,0.5,0.75,0.0,,,,,,,,,,,,,,,
9,2024-09-29,746416,Single,single,False,686676,628317,Korey Lee,Kenta Maeda,1,57f69d20-9f7b-42c1-885c-03461bf8ad7a,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.09,4.43,112.1,101.0,93.0,100.0,0.776,7.69,2.48,9.93,1.76,0.83,0.19,0.466,0.188,0.27,0.388,80.0,75.0,78.0,67.0,99.0,91.0,59.0,104.0,93.0,101.0,95.0,98.0,65.0,94.0,79.0,110.0,105.0,110.0,0.072,0.225,0.016,0.312,0.359,0.016,-2.6,1.08,-0.22,-0.02,-0.34,-4.36,90.8,84.8,83.9,90.4,81.4,76.4,0.217,0.42,0.299,0.31,0.569,0.268,0.359,0.667,0.13,0.241,0.379,0.207,0.294,0.324,0.133,0.333,0.333,0.391,0.5,0.75,0.0,,,,,,,,,,,,,,,
