,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,wFA/C,wSI/C,wSL/C,wKC/C,vFA,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C
0,2024-09-16,745130,Single,single,False,643396,669467,Isiah Kiner-Falefa,Andre Pallante,0,12b4c9d7-ae90-4dcc-b9b1-1091752c94ee,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.87,3.55,109.1,96.0,91.0,96.0,0.818,7.08,3.79,8.4,0.66,2.77,0.239,0.414,0.181,0.269,0.432,87.0,90.0,92.0,86.0,98.0,89.0,111.0,104.0,110.0,88.0,100.0,109.0,0.198,0.503,0.173,0.125,1.08,-0.09,-0.29,-0.27,94.6,94.9,87.7,79.7,0.243,0.317,0.172,0.253,0.354,0.133,0.28,0.413,0.28,0.175,0.286,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-16,745130,Strikeout,strikeout,True,668804,669467,Bryan Reynolds,Andre Pallante,0,4a3851e6-2337-4dc6-8b95-d66f6da6d35f,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.87,3.55,109.1,96.0,91.0,96.0,0.818,7.08,3.79,8.4,0.66,2.77,0.239,0.414,0.181,0.269,0.432,87.0,90.0,92.0,86.0,98.0,89.0,111.0,104.0,110.0,88.0,100.0,109.0,0.198,0.503,0.173,0.125,1.08,-0.09,-0.29,-0.27,94.6,94.9,87.7,79.7,0.243,0.317,0.172,0.253,0.354,0.133,0.28,0.413,0.28,0.175,0.286,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-16,745130,Groundout,field_out,True,663698,669467,Joey Bart,Andre Pallante,1,530cdc38-19da-4849-9b5c-696739aed925,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.87,3.55,109.1,96.0,91.0,96.0,0.818,7.08,3.79,8.4,0.66,2.77,0.239,0.414,0.181,0.269,0.432,87.0,90.0,92.0,86.0,98.0,89.0,111.0,104.0,110.0,88.0,100.0,109.0,0.198,0.503,0.173,0.125,1.08,-0.09,-0.29,-0.27,94.6,94.9,87.7,79.7,0.243,0.317,0.172,0.253,0.354,0.133,0.28,0.413,0.28,0.175,0.286,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-16,745130,Strikeout,strikeout,True,656582,669467,Connor Joe,Andre Pallante,0,76c5572c-55ec-4d79-82a7-f8222c5274c4,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.87,3.55,109.1,96.0,91.0,96.0,0.818,7.08,3.79,8.4,0.66,2.77,0.239,0.414,0.181,0.269,0.432,87.0,90.0,92.0,86.0,98.0,89.0,111.0,104.0,110.0,88.0,100.0,109.0,0.198,0.503,0.173,0.125,1.08,-0.09,-0.29,-0.27,94.6,94.9,87.7,79.7,0.243,0.317,0.172,0.253,0.354,0.133,0.28,0.413,0.28,0.175,0.286,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-16,745130,Groundout,field_out,True,691026,694973,Masyn Winn,Paul Skenes,0,73e9dd17-0bd1-4171-a779-b810039fa43c,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.07,2.63,126.0,103.0,102.0,103.0,0.74,11.29,2.29,6.57,0.71,1.65,0.214,0.468,0.193,0.241,0.428,98.0,107.0,103.0,79.0,94.0,85.0,133.0,102.0,116.0,,,,0.281,0.395,0.163,,0.54,3.45,0.76,,98.8,94.0,85.4,,0.236,0.363,0.248,0.187,0.239,0.293,0.286,0.571,0.328,0.25,0.375,0.337,84.0,106.0,104.0,105.0,100.0,103.0,0.111,0.05,-0.13,1.37,87.3,83.0,0.106,0.191,0.213,0.107,0.143,0.491,,,,,,,,,,,,
5,2024-09-16,745130,Groundout,field_out,True,676475,694973,Alec Burleson,Paul Skenes,0,c1c7f105-48ec-49c4-9312-ff7a81eb9c12,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.07,2.63,126.0,103.0,102.0,103.0,0.74,11.29,2.29,6.57,0.71,1.65,0.214,0.468,0.193,0.241,0.428,98.0,107.0,103.0,79.0,94.0,85.0,133.0,102.0,116.0,,,,0.281,0.395,0.163,,0.54,3.45,0.76,,98.8,94.0,85.4,,0.236,0.363,0.248,0.187,0.239,0.293,0.286,0.571,0.328,0.25,0.375,0.337,84.0,106.0,104.0,105.0,100.0,103.0,0.111,0.05,-0.13,1.37,87.3,83.0,0.106,0.191,0.213,0.107,0.143,0.491,,,,,,,,,,,,
6,2024-09-16,745130,Strikeout,strikeout,True,502671,694973,Paul Goldschmidt,Paul Skenes,0,7cf708e5-825b-4389-b925-f6816ed9deae,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.07,2.63,126.0,103.0,102.0,103.0,0.74,11.29,2.29,6.57,0.71,1.65,0.214,0.468,0.193,0.241,0.428,98.0,107.0,103.0,79.0,94.0,85.0,133.0,102.0,116.0,,,,0.281,0.395,0.163,,0.54,3.45,0.76,,98.8,94.0,85.4,,0.236,0.363,0.248,0.187,0.239,0.293,0.286,0.571,0.328,0.25,0.375,0.337,84.0,106.0,104.0,105.0,100.0,103.0,0.111,0.05,-0.13,1.37,87.3,83.0,0.106,0.191,0.213,0.107,0.143,0.491,,,,,,,,,,,,
7,2024-09-16,745130,Lineout,field_out,True,650559,669467,Bryan De La Cruz,Andre Pallante,0,d90e92ad-56cd-4b52-bcd6-73a52a3c43eb,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.87,3.55,109.1,96.0,91.0,96.0,0.818,7.08,3.79,8.4,0.66,2.77,0.239,0.414,0.181,0.269,0.432,87.0,90.0,92.0,86.0,98.0,89.0,111.0,104.0,110.0,88.0,100.0,109.0,0.198,0.503,0.173,0.125,1.08,-0.09,-0.29,-0.27,94.6,94.9,87.7,79.7,0.243,0.317,0.172,0.253,0.354,0.133,0.28,0.413,0.28,0.175,0.286,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-16,745130,Strikeout,strikeout,True,518735,669467,Yasmani Grandal,Andre Pallante,0,4ff2804e-3af3-42a5-ae8d-4df00b6171e8,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.87,3.55,109.1,96.0,91.0,96.0,0.818,7.08,3.79,8.4,0.66,2.77,0.239,0.414,0.181,0.269,0.432,87.0,90.0,92.0,86.0,98.0,89.0,111.0,104.0,110.0,88.0,100.0,109.0,0.198,0.503,0.173,0.125,1.08,-0.09,-0.29,-0.27,94.6,94.9,87.7,79.7,0.243,0.317,0.172,0.253,0.354,0.133,0.28,0.413,0.28,0.175,0.286,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-16,745130,Groundout,field_out,True,694377,669467,Nick Yorke,Andre Pallante,0,8ddfc787-4bba-45b8-bad6-09c4a458926a,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.87,3.55,109.1,96.0,91.0,96.0,0.818,7.08,3.79,8.4,0.66,2.77,0.239,0.414,0.181,0.269,0.432,87.0,90.0,92.0,86.0,98.0,89.0,111.0,104.0,110.0,88.0,100.0,109.0,0.198,0.503,0.173,0.125,1.08,-0.09,-0.29,-0.27,94.6,94.9,87.7,79.7,0.243,0.317,0.172,0.253,0.354,0.133,0.28,0.413,0.28,0.175,0.286,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-16,745130,Groundout,field_out,True,571448,694973,Nolan Arenado,Paul Skenes,0,42e83e11-e372-47d9-8727-07eb3e04410f,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.07,2.63,126.0,103.0,102.0,103.0,0.74,11.29,2.29,6.57,0.71,1.65,0.214,0.468,0.193,0.241,0.428,98.0,107.0,103.0,79.0,94.0,85.0,133.0,102.0,116.0,,,,0.281,0.395,0.163,,0.54,3.45,0.76,,98.8,94.0,85.4,,0.236,0.363,0.248,0.187,0.239,0.293,0.286,0.571,0.328,0.25,0.375,0.337,84.0,106.0,104.0,105.0,100.0,103.0,0.111,0.05,-0.13,1.37,87.3,83.0,0.106,0.191,0.213,0.107,0.143,0.491,,,,,,,,,,,,
11,2024-09-16,745130,Groundout,field_out,True,680977,694973,Brendan Donovan,Paul Skenes,0,0c653eb8-0e58-4e81-b913-fe5a054ea395,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.07,2.63,126.0,103.0,102.0,103.0,0.74,11.29,2.29,6.57,0.71,1.65,0.214,0.468,0.193,0.241,0.428,98.0,107.0,103.0,79.0,94.0,85.0,133.0,102.0,116.0,,,,0.281,0.395,0.163,,0.54,3.45,0.76,,98.8,94.0,85.4,,0.236,0.363,0.248,0.187,0.239,0.293,0.286,0.571,0.328,0.25,0.375,0.337,84.0,106.0,104.0,105.0,100.0,103.0,0.111,0.05,-0.13,1.37,87.3,83.0,0.106,0.191,0.213,0.107,0.143,0.491,,,,,,,,,,,,
12,2024-09-16,745130,Groundout,field_out,True,663457,694973,Lars Nootbaar,Paul Skenes,0,1e0b6625-553d-4f29-b22b-07d79ecce7a4,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.07,2.63,126.0,103.0,102.0,103.0,0.74,11.29,2.29,6.57,0.71,1.65,0.214,0.468,0.193,0.241,0.428,98.0,107.0,103.0,79.0,94.0,85.0,133.0,102.0,116.0,,,,0.281,0.395,0.163,,0.54,3.45,0.76,,98.8,94.0,85.4,,0.236,0.363,0.248,0.187,0.239,0.293,0.286,0.571,0.328,0.25,0.375,0.337,84.0,106.0,104.0,105.0,100.0,103.0,0.111,0.05,-0.13,1.37,87.3,83.0,0.106,0.191,0.213,0.107,0.143,0.491,,,,,,,,,,,,
13,2024-09-16,745130,Strikeout,strikeout,True,669707,669467,Jared Triolo,Andre Pallante,0,00e07c4c-826b-4937-9aaa-b7597320556c,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.87,3.55,109.1,96.0,91.0,96.0,0.818,7.08,3.79,8.4,0.66,2.77,0.239,0.414,0.181,0.269,0.432,87.0,90.0,92.0,86.0,98.0,89.0,111.0,104.0,110.0,88.0,100.0,109.0,0.198,0.503,0.173,0.125,1.08,-0.09,-0.29,-0.27,94.6,94.9,87.7,79.7,0.243,0.317,0.172,0.253,0.354,0.133,0.28,0.413,0.28,0.175,0.286,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
