,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
10,2024-04-12,747055,Home Run,home_run,False,596142,669330,Gary Sánchez,Tyler Wells,1,fa7ee7ba-ab44-413e-b068-66fe1e27c6a1,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
11,2024-04-12,747055,Walk,walk,False,655316,669330,Andruw Monasterio,Tyler Wells,0,6838ef48-cd34-463a-9893-aec20ab1ed18,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
12,2024-04-12,747055,Triple,triple,False,687401,669330,Joey Ortiz,Tyler Wells,1,09f5ae81-823b-41fa-a4d6-1bfa9cc1c318,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
13,2024-04-12,747055,Strikeout,strikeout,True,694192,669330,Jackson Chourio,Tyler Wells,0,4ae985eb-f862-4e9b-a871-4a9b3457b8bc,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
14,2024-04-12,747055,Flyout,field_out,True,661388,669330,William Contreras,Tyler Wells,0,9690d0be-91c5-42a9-a4b5-186b1060d106,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
15,2024-04-12,747055,Strikeout,strikeout,True,656775,642547,Cedric Mullins,Freddy Peralta,0,ef2288cf-9bb2-4671-88cd-a56e1b3e6c70,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
16,2024-04-12,747055,Strikeout,strikeout,True,676059,642547,Jordan Westburg,Freddy Peralta,0,f3bdbfe7-3f79-414a-93a8-d5d9df5fed58,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
17,2024-04-12,747055,Flyout,field_out,True,669720,642547,Austin Hays,Freddy Peralta,0,a2d9f293-1097-4af4-ad81-737759b3123c,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
18,2024-04-12,747055,Groundout,field_out,True,663368,669330,Blake Perkins,Tyler Wells,0,857b11ab-cffa-4d00-ba6b-4cc2961b0593,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
19,2024-04-12,747055,Double,double,False,642715,669330,Willy Adames,Tyler Wells,0,c789aae2-4980-48a2-9f30-d499800e5095,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
20,2024-04-12,747055,Flyout,field_out,True,686217,669330,Sal Frelick,Tyler Wells,1,d920a6ea-d4be-4890-8474-68156d348b81,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
21,2024-04-12,747055,Single,single,False,656555,669330,Rhys Hoskins,Tyler Wells,1,37dc8e65-4871-4a99-86f6-bd730c307491,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
22,2024-04-12,747055,Pop Out,field_out,True,596142,669330,Gary Sánchez,Tyler Wells,0,c3911111-f311-4b04-9ad6-1f33c0c0ab1c,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
23,2024-04-12,747055,Strikeout,strikeout,True,702616,642547,Jackson Holliday,Freddy Peralta,0,cc581e71-3d59-4434-abf1-6c71faf83143,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
24,2024-04-12,747055,Strikeout,strikeout,True,543510,642547,James McCann,Freddy Peralta,0,4b312c23-4c63-479b-8fe1-c38ebc43cc7f,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
25,2024-04-12,747055,Lineout,field_out,True,683002,642547,Gunnar Henderson,Freddy Peralta,0,d9dcb523-341c-4971-83e6-e2903db813d6,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
26,2024-04-12,747055,Pop Out,field_out,True,655316,669330,Andruw Monasterio,Tyler Wells,0,21cffa80-8d3f-42c5-8513-c156eec0492a,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
27,2024-04-12,747055,Strikeout,strikeout,True,687401,669330,Joey Ortiz,Tyler Wells,0,f98de59d-9364-44c4-9919-cb452bcf76f2,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
28,2024-04-12,747055,Groundout,field_out,True,694192,669330,Jackson Chourio,Tyler Wells,0,80a52d5a-3b24-404f-8e42-7c8afecd374f,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.37,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,110.0,115.0,117.0,99.0,105.0,100.0,93.0,99.0,96.0,124.0,100.0,91.0,104.0,106.0,96.0,0.344,0.178,0.104,0.185,0.189,-2.88,-1.37,-6.35,1.95,2.88,92.5,88.1,85.8,84.3,76.1,0.32,0.72,0.196,0.143,0.143,0.28,0.2,0.2,0.417,0.333,0.667,0.227,0.5,0.833,0.286,,,,,,,,,
29,2024-04-12,747055,Home Run,home_run,False,681297,642547,Colton Cowser,Freddy Peralta,0,06b541b5-dc87-4644-beb8-bd2529fa96ae,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
30,2024-04-12,747055,Strikeout,strikeout,True,623993,642547,Anthony Santander,Freddy Peralta,0,70ec5dd5-1584-475b-8660-bc315e99ed53,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
31,2024-04-12,747055,Strikeout,strikeout,True,656811,642547,Ryan O'Hearn,Freddy Peralta,0,8823fb82-6a84-43f7-a547-196bab04f1c8,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
32,2024-04-12,747055,Single,single,False,656775,642547,Cedric Mullins,Freddy Peralta,0,ca6738f0-1506-4ebc-8d50-1af418934b7b,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
33,2024-04-12,747055,Single,single,False,676059,642547,Jordan Westburg,Freddy Peralta,1,1065d343-beba-4182-bde0-0be9faf37f90,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
34,2024-04-12,747055,Strikeout,strikeout,True,669720,642547,Austin Hays,Freddy Peralta,1,0168b950-3e34-48db-a65d-996cb382dc46,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,4.11,3.74,103.0,99.0,107.0,102.0,0.71,11.36,3.15,7.6,1.22,0.92,0.248,0.38,0.233,0.31,0.387,76.0,94.0,88.0,103.0,102.0,111.0,121.0,99.0,103.0,99.0,104.0,110.0,,,,0.536,,0.248,0.046,0.17,0.0,,0.53,-1.65,1.06,94.5,,88.0,81.1,77.3,0.238,0.411,0.277,0.22,0.254,0.386,0.308,0.538,0.233,,,,0.194,0.337,0.393,,,,,,,,,
35,2024-04-12,747055,Walk,walk,False,661388,669169,William Contreras,Jonathan Heasley,0,38ba71b7-969d-49e3-ac87-c49ba626f17b,669169.0,jonathanheasley,Heasley,Right,Jonathan Heasley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.3,0.0,,,,0.2,0.2,0.25,,,,0.5,0.5,0.25,,,,,,,,,
36,2024-04-12,747055,Single,single,False,663368,669169,Blake Perkins,Jonathan Heasley,1,332d6f23-61bb-43b9-8c96-7ee32ddb9520,669169.0,jonathanheasley,Heasley,Right,Jonathan Heasley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.3,0.0,,,,0.2,0.2,0.25,,,,0.5,0.5,0.25,,,,,,,,,
