,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-04-02,746814,Strikeout,strikeout,True,660670,676979,Ronald Acuña Jr.,Garrett Crochet,0,927110c6-526f-4b0e-83a1-ecf289777ed3,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,
1,2024-04-02,746814,Groundout,field_out,True,645277,676979,Ozzie Albies,Garrett Crochet,0,91f7ffad-502a-487c-ab7c-203de9eae49f,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,
2,2024-04-02,746814,Strikeout,strikeout,True,663586,676979,Austin Riley,Garrett Crochet,0,045665b6-28a4-41e3-9573-c153ceb147dc,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,
3,2024-04-02,746814,Flyout,field_out,True,643217,625643,Andrew Benintendi,Reynaldo López,0,49fa347a-d5df-43b8-ac8b-6a23ad7cd652,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,0.57,,0.281,0.039,1.2,,1.06,-4.55,95.4,,86.0,84.7,0.263,0.366,0.175,,,,0.182,0.255,0.413,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343
4,2024-04-02,746814,Strikeout,strikeout,True,660162,625643,Yoán Moncada,Reynaldo López,0,123d4473-43c3-4e83-a914-8669ca07ec7b,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,0.57,,0.281,0.039,1.2,,1.06,-4.55,95.4,,86.0,84.7,0.263,0.366,0.175,,,,0.182,0.255,0.413,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343
5,2024-04-02,746814,Flyout,field_out,True,673357,625643,Luis Robert Jr.,Reynaldo López,0,2b5d8c66-aaae-4713-b7a4-9bacb54396c2,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,91.0,102.0,98.0,111.0,101.0,105.0,,,,0.57,,0.281,0.039,1.2,,1.06,-4.55,95.4,,86.0,84.7,0.263,0.366,0.175,,,,0.182,0.255,0.413,0.333,0.833,0.333,81.0,100.0,104.0,0.11,2.51,77.0,0.132,0.184,0.343
6,2024-04-02,746814,Walk,walk,False,621566,676979,Matt Olson,Garrett Crochet,0,793e8a39-b400-4947-a4da-1ecc6d4bae13,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,
7,2024-04-02,746814,Strikeout,strikeout,True,542303,676979,Marcell Ozuna,Garrett Crochet,0,00d2a2e1-786d-43ea-b597-c743e83ddfab,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,
8,2024-04-02,746814,Strikeout,strikeout,True,594807,676979,Adam Duvall,Garrett Crochet,0,46f9ee41-d3ac-4621-ab67-dfc2bee730cc,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,
9,2024-04-02,746814,Groundout,field_out,True,671739,676979,Michael Harris II,Garrett Crochet,0,ee5904ea-f60d-4c40-bbcf-6a9830993e79,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,105.0,103.0,103.0,138.0,99.0,103.0,92.0,107.0,104.0,0.552,0.273,0.114,0.061,1.77,2.05,-2.87,-0.38,97.0,91.4,90.8,84.1,0.188,0.274,0.31,0.213,0.283,0.351,0.227,0.614,0.372,0.179,0.321,0.279,,,,,,,,,
