,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,FC_ba,FC_slg,FC_whiff
0,2024-08-06,744983,Groundout,field_out,True,514888,641816,Jose Altuve,Tyler Mahle,0,179d4d54-df18-48ab-adc0-dc10fb1c1f88,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-06,744983,Double,double,False,608324,641816,Alex Bregman,Tyler Mahle,0,2ed82fed-c789-46e5-8b48-4b6823831dd8,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-06,744983,Single,single,False,670541,641816,Yordan Alvarez,Tyler Mahle,1,f0891ca6-3348-4ba5-a4a2-c072f460d8ea,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-06,744983,Flyout,field_out,True,673237,641816,Yainer Diaz,Tyler Mahle,0,e9e26ca0-6504-4a60-8086-94e6d2f45a7b,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-06,744983,Flyout,field_out,True,665161,641816,Jeremy Peña,Tyler Mahle,0,f446b96c-1f0d-41cb-82fd-f938580e6e46,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-06,744983,Groundout,field_out,True,669701,664285,Josh Smith,Framber Valdez,0,de07603a-93e6-4b4c-9954-0bfa778b03d7,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.27,3.44,143.1,97.0,112.0,102.0,0.739,8.73,2.76,7.53,0.69,2.83,0.22,0.402,0.122,0.329,0.421,58.0,109.0,97.0,107.0,103.0,112.0,,,,,,,0.013,,,0.044,-3.69,,,-1.24,94.3,,,85.4,0.4,1.0,0.273,,,,0.269,0.538,0.375,123.0,94.0,103.0,128.0,95.0,107.0,98.0,100.0,98.0,0.463,0.312,0.168,1.57,1.43,0.45,89.8,94.1,79.8,0.285,0.394,0.122,0.128,0.201,0.418,0.236,0.303,0.353,,,,,,,,,,,,
6,2024-08-06,744983,Strikeout,strikeout,True,608369,664285,Corey Seager,Framber Valdez,0,8ed97d4f-6abb-4474-8981-356043df13a8,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.27,3.44,143.1,97.0,112.0,102.0,0.739,8.73,2.76,7.53,0.69,2.83,0.22,0.402,0.122,0.329,0.421,58.0,109.0,97.0,107.0,103.0,112.0,,,,,,,0.013,,,0.044,-3.69,,,-1.24,94.3,,,85.4,0.4,1.0,0.273,,,,0.269,0.538,0.375,123.0,94.0,103.0,128.0,95.0,107.0,98.0,100.0,98.0,0.463,0.312,0.168,1.57,1.43,0.45,89.8,94.1,79.8,0.285,0.394,0.122,0.128,0.201,0.418,0.236,0.303,0.353,,,,,,,,,,,,
7,2024-08-06,744983,Groundout,field_out,True,543760,664285,Marcus Semien,Framber Valdez,0,1c4ea9d0-8e5f-4ba4-b0d8-942fd6d6de4c,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.27,3.44,143.1,97.0,112.0,102.0,0.739,8.73,2.76,7.53,0.69,2.83,0.22,0.402,0.122,0.329,0.421,58.0,109.0,97.0,107.0,103.0,112.0,,,,,,,0.013,,,0.044,-3.69,,,-1.24,94.3,,,85.4,0.4,1.0,0.273,,,,0.269,0.538,0.375,123.0,94.0,103.0,128.0,95.0,107.0,98.0,100.0,98.0,0.463,0.312,0.168,1.57,1.43,0.45,89.8,94.1,79.8,0.285,0.394,0.122,0.128,0.201,0.418,0.236,0.303,0.353,,,,,,,,,,,,
8,2024-08-06,744983,Strikeout,strikeout,True,572138,641816,Jon Singleton,Tyler Mahle,0,0fbb1a00-5f13-4a13-817a-28804dffcbfa,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-06,744983,Strikeout,strikeout,True,701305,641816,Zach Dezenzo,Tyler Mahle,0,61b428cc-f84b-4736-9d02-379577640ea1,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,102.0,81.0,93.0,83.0,94.0,91.0,80.0,110.0,98.0,0.528,0.035,0.301,0.135,-0.13,-1.08,-0.46,0.14,91.4,85.3,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
