,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-12,746921,Flyout,field_out,True,543760,678394,Marcus Semien,Brayan Bello,0,d74263ed-c270-4c6c-a811-b4ee55970948,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-12,746921,Single,single,False,608369,678394,Corey Seager,Brayan Bello,0,5df27e71-dea8-4334-b432-45e950b68acf,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-12,746921,Walk,walk,False,669701,678394,Josh Smith,Brayan Bello,1,93ea841d-28ed-448d-86dc-c6908db0a023,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-12,746921,Forceout,force_out,True,666969,678394,Adolis García,Brayan Bello,1,324595e9-e228-406e-9ceb-46dbe164a071,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-12,746921,Caught Stealing Home,caught_stealing_home,True,663993,678394,Nathaniel Lowe,Brayan Bello,0,f689be8a-0973-4d13-b3f8-a95bc139cf6e,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-12,746921,Flyout,field_out,True,666152,641816,David Hamilton,Tyler Mahle,0,73151e1f-4131-4ef2-ae3b-a9d36c54f4e3,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,,,,89.0,110.0,104.0,,,,102.0,81.0,93.0,,0.528,0.135,,-0.13,,0.14,,91.4,,,83.7,,,,,,,0.0,0.0,0.111,0.25,0.469,0.262,83.0,94.0,91.0,80.0,110.0,98.0,0.035,0.301,-1.08,-0.46,85.3,85.5,0.4,0.4,0.278,,,,,,,,,,,,,,,,,,,,,
6,2024-08-12,746921,Flyout,field_out,True,807799,641816,Masataka Yoshida,Tyler Mahle,0,baee6f70-93a8-48d1-95e6-efc3e37c21eb,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,,,,89.0,110.0,104.0,,,,102.0,81.0,93.0,,0.528,0.135,,-0.13,,0.14,,91.4,,,83.7,,,,,,,0.0,0.0,0.111,0.25,0.469,0.262,83.0,94.0,91.0,80.0,110.0,98.0,0.035,0.301,-1.08,-0.46,85.3,85.5,0.4,0.4,0.278,,,,,,,,,,,,,,,,,,,,,
7,2024-08-12,746921,Walk,walk,False,608701,641816,Rob Refsnyder,Tyler Mahle,0,02e7b1ee-2837-4d43-8ac3-b997895f4f16,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,,,,89.0,110.0,104.0,,,,102.0,81.0,93.0,,0.528,0.135,,-0.13,,0.14,,91.4,,,83.7,,,,,,,0.0,0.0,0.111,0.25,0.469,0.262,83.0,94.0,91.0,80.0,110.0,98.0,0.035,0.301,-1.08,-0.46,85.3,85.5,0.4,0.4,0.278,,,,,,,,,,,,,,,,,,,,,
8,2024-08-12,746921,Strikeout,strikeout,True,646240,641816,Rafael Devers,Tyler Mahle,0,ae752294-f6ed-429e-82a2-42319e2056b2,641816.0,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.86,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,,,,89.0,110.0,104.0,,,,102.0,81.0,93.0,,0.528,0.135,,-0.13,,0.14,,91.4,,,83.7,,,,,,,0.0,0.0,0.111,0.25,0.469,0.262,83.0,94.0,91.0,80.0,110.0,98.0,0.035,0.301,-1.08,-0.46,85.3,85.5,0.4,0.4,0.278,,,,,,,,,,,,,,,,,,,,,
9,2024-08-12,746921,Lineout,field_out,True,663993,678394,Nathaniel Lowe,Brayan Bello,0,9965f679-351c-40a8-82d0-7f1a35e7cb17,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,4.66,4.35,137.0,100.0,101.0,103.0,0.745,8.61,3.42,8.93,1.25,1.93,0.224,0.372,0.15,0.294,0.402,89.0,100.0,99.0,71.0,115.0,107.0,102.0,100.0,101.0,116.0,97.0,109.0,0.394,0.038,0.293,0.275,1.77,-0.9,-0.21,0.27,95.8,87.5,95.7,86.9,0.346,0.5,0.116,0.17,0.358,0.381,0.241,0.387,0.351,0.111,0.167,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
