,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-04-21,747133,Single,single,False,663993,670241,Nathaniel Lowe,Darius Vines,0,cd12bdea-af6c-4367-b29b-a905efe81324,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-21,747133,Groundout,field_out,True,669701,670241,Josh Smith,Darius Vines,1,e2968032-a773-4c23-86f4-02ac4f774429,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-21,747133,Pop Out,field_out,True,694671,670241,Wyatt Langford,Darius Vines,0,c4442335-1bd0-4121-9e82-c2c46063a1bd,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-21,747133,Lineout,field_out,True,672284,547179,Jarred Kelenic,Michael Lorenzen,0,f486f555-11ae-424c-9663-ff6a6e4bf12d,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,94.0,94.0,93.0,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-1.69,0.92,1.61,94.0,90.2,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,0.205,-0.46,93.8,0.302,0.465,0.055,,,,,,,,,,,,,,,
14,2024-04-21,747133,Single,single,False,644433,547179,Chadwick Tromp,Michael Lorenzen,0,fc66c151-073e-489b-97a0-6ebb9afb133d,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,94.0,94.0,93.0,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-1.69,0.92,1.61,94.0,90.2,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,0.205,-0.46,93.8,0.302,0.465,0.055,,,,,,,,,,,,,,,
15,2024-04-21,747133,Forceout,force_out,True,641645,547179,Luis Guillorme,Michael Lorenzen,1,475ba815-bccc-437a-a9cb-ab96df4f3e32,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,94.0,94.0,93.0,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-1.69,0.92,1.61,94.0,90.2,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,0.205,-0.46,93.8,0.302,0.465,0.055,,,,,,,,,,,,,,,
16,2024-04-21,747133,Groundout,field_out,True,660670,547179,Ronald Acuña Jr.,Michael Lorenzen,0,f4d62fb1-82b2-46be-80f1-5a5d133b61b3,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,94.0,94.0,93.0,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-1.69,0.92,1.61,94.0,90.2,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,0.205,-0.46,93.8,0.302,0.465,0.055,,,,,,,,,,,,,,,
17,2024-04-21,747133,Single,single,False,668800,670241,Andrew Knizner,Darius Vines,0,d465661d-76ea-4ef1-9b57-83f7afbc1fc5,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-21,747133,Strikeout,strikeout,True,665750,670241,Leody Taveras,Darius Vines,0,19d45c7c-d8a1-4df9-a3f9-455afb8d5d9c,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-21,747133,Forceout,force_out,True,543760,670241,Marcus Semien,Darius Vines,1,9a25d0ca-e6db-4fe5-b573-e17a474da13b,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-21,747133,Groundout,field_out,True,608369,670241,Corey Seager,Darius Vines,0,65ed45bf-2974-45c4-ad78-607385d01bd0,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-04-21,747133,Strikeout,strikeout,True,671739,547179,Michael Harris II,Michael Lorenzen,0,cf3c7306-ec69-43b9-bd15-72240e820a49,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,94.0,94.0,93.0,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-1.69,0.92,1.61,94.0,90.2,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,0.205,-0.46,93.8,0.302,0.465,0.055,,,,,,,,,,,,,,,
22,2024-04-21,747133,Strikeout,strikeout,True,663586,547179,Austin Riley,Michael Lorenzen,0,d1a49327-406f-4689-ae83-c8f30447f7b6,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,94.0,94.0,93.0,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-1.69,0.92,1.61,94.0,90.2,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,0.205,-0.46,93.8,0.302,0.465,0.055,,,,,,,,,,,,,,,
23,2024-04-21,747133,Strikeout,strikeout,True,621566,547179,Matt Olson,Michael Lorenzen,0,84beff9a-94de-4c65-8b90-28ee18d5b335,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,94.0,94.0,93.0,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-1.69,0.92,1.61,94.0,90.2,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,0.205,-0.46,93.8,0.302,0.465,0.055,,,,,,,,,,,,,,,
24,2024-04-21,747133,Home Run,home_run,False,694497,670241,Evan Carter,Darius Vines,0,030c7bb9-28a4-4ec3-8758-45b733e2528f,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-04-21,747133,Groundout,field_out,True,666969,670241,Adolis García,Darius Vines,0,bb07c4b0-1e9a-4f2e-acdf-2fa82681fe84,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-04-21,747133,Single,single,False,663993,670241,Nathaniel Lowe,Darius Vines,0,9a737109-7005-422c-8aad-cc1f52e7437b,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-04-21,747133,Single,single,False,669701,670241,Josh Smith,Darius Vines,1,acc2396c-3083-44a9-aa84-5c5268e8c60b,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-04-21,747133,Groundout,field_out,True,694671,670241,Wyatt Langford,Darius Vines,1,f20e4a2c-cc62-46dc-8910-d4c4b01fdabb,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-04-21,747133,Home Run,home_run,False,668800,670241,Andrew Knizner,Darius Vines,1,75e12039-c6af-4bcf-9c12-76116ffb5dd1,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-04-21,747133,Groundout,field_out,True,665750,670241,Leody Taveras,Darius Vines,0,f7db5183-142a-4ee0-9205-b5b01e82ef05,670241.0,dariusvines,Vines,Right,Darius Vines,ATL,7.82,6.38,12.2,103.0,79.0,98.0,0.769,5.68,2.84,12.08,2.13,1.0,0.326,0.391,0.196,0.348,0.444,88.0,107.0,102.0,56.0,94.0,91.0,67.0,105.0,95.0,104.0,106.0,114.0,88.0,87.0,81.0,0.375,0.125,0.116,0.06,0.323,-3.84,-3.97,2.06,2.08,-1.47,90.9,83.6,81.5,82.8,78.4,0.4,0.7,0.024,0.2,0.55,0.175,0.5,0.5,0.571,0.25,0.25,0.647,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-04-21,747133,Lineout,field_out,True,542303,547179,Marcell Ozuna,Michael Lorenzen,0,894aaf66-e2c9-4c71-b6fa-182c4a0f18e7,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,94.0,94.0,93.0,0.27,0.111,0.145,0.072,0.197,0.95,1.38,-1.69,0.92,1.61,94.0,90.2,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.175,0.425,0.241,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,0.205,-0.46,93.8,0.302,0.465,0.055,,,,,,,,,,,,,,,
