,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-07-26,745554,Strikeout,strikeout,True,680757,650911,Steven Kwan,Cristopher Sánchez,0,cd262316-e2da-4c03-a8ec-fc2179ebbe89,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.05,3.55,115.0,101.0,92.0,104.0,0.79,7.12,2.35,9.0,0.23,3.01,0.204,0.408,0.187,0.326,0.421,85.0,104.0,114.0,95.0,99.0,98.0,96.0,100.0,103.0,86.0,52.0,74.0,0.479,0.002,0.182,0.337,2.65,-0.33,0.67,1.92,86.5,85.2,94.4,84.2,0.355,0.455,0.103,0.167,0.19,0.372,0.219,0.329,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-26,745554,Single,single,False,682657,650911,Angel Martínez,Cristopher Sánchez,0,56565586-56d8-44ba-a42b-39e87dc0aab6,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.05,3.55,115.0,101.0,92.0,104.0,0.79,7.12,2.35,9.0,0.23,3.01,0.204,0.408,0.187,0.326,0.421,85.0,104.0,114.0,95.0,99.0,98.0,96.0,100.0,103.0,86.0,52.0,74.0,0.479,0.002,0.182,0.337,2.65,-0.33,0.67,1.92,86.5,85.2,94.4,84.2,0.355,0.455,0.103,0.167,0.19,0.372,0.219,0.329,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-26,745554,Groundout,field_out,True,608070,650911,José Ramírez,Cristopher Sánchez,1,bf28ac7e-e162-4196-a1e0-884050b2103e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.05,3.55,115.0,101.0,92.0,104.0,0.79,7.12,2.35,9.0,0.23,3.01,0.204,0.408,0.187,0.326,0.421,85.0,104.0,114.0,95.0,99.0,98.0,96.0,100.0,103.0,86.0,52.0,74.0,0.479,0.002,0.182,0.337,2.65,-0.33,0.67,1.92,86.5,85.2,94.4,84.2,0.355,0.455,0.103,0.167,0.19,0.372,0.219,0.329,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-26,745554,Single,single,False,681807,650911,David Fry,Cristopher Sánchez,1,cadf4130-b6bf-465d-8383-3d96e60d646c,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.05,3.55,115.0,101.0,92.0,104.0,0.79,7.12,2.35,9.0,0.23,3.01,0.204,0.408,0.187,0.326,0.421,85.0,104.0,114.0,95.0,99.0,98.0,96.0,100.0,103.0,86.0,52.0,74.0,0.479,0.002,0.182,0.337,2.65,-0.33,0.67,1.92,86.5,85.2,94.4,84.2,0.355,0.455,0.103,0.167,0.19,0.372,0.219,0.329,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-26,745554,Groundout,field_out,True,678877,650911,Jhonkensy Noel,Cristopher Sánchez,0,323b8b27-57c8-4116-b91b-c33586725a7d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.05,3.55,115.0,101.0,92.0,104.0,0.79,7.12,2.35,9.0,0.23,3.01,0.204,0.408,0.187,0.326,0.421,85.0,104.0,114.0,95.0,99.0,98.0,96.0,100.0,103.0,86.0,52.0,74.0,0.479,0.002,0.182,0.337,2.65,-0.33,0.67,1.92,86.5,85.2,94.4,84.2,0.355,0.455,0.103,0.167,0.19,0.372,0.219,0.329,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-26,745554,Walk,walk,False,656941,594902,Kyle Schwarber,Ben Lively,0,b1ba5b16-d35b-4a2f-9d2b-e37c09bfcccc,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.44,3.6,99.1,103.0,70.0,95.0,0.822,7.79,2.63,7.88,1.45,0.89,0.253,0.411,0.134,0.329,0.426,86.0,108.0,99.0,61.0,112.0,99.0,108.0,106.0,104.0,,,,0.295,,0.229,0.077,,-0.08,0.57,1.14,,83.6,90.5,79.2,0.252,0.452,0.143,0.171,0.286,0.23,0.167,0.5,0.371,51.0,104.0,94.0,57.0,93.0,82.0,0.316,0.082,0.23,-1.23,89.9,76.6,0.247,0.457,0.162,0.216,0.378,0.252,0.273,0.424,0.2,,,,,,,,,,,,
6,2024-07-26,745554,Pop Out,field_out,True,607208,594902,Trea Turner,Ben Lively,0,73ba7d19-c516-4db9-95a2-05e62c718240,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.44,3.6,99.1,103.0,70.0,95.0,0.822,7.79,2.63,7.88,1.45,0.89,0.253,0.411,0.134,0.329,0.426,86.0,108.0,99.0,61.0,112.0,99.0,108.0,106.0,104.0,,,,0.295,,0.229,0.077,,-0.08,0.57,1.14,,83.6,90.5,79.2,0.252,0.452,0.143,0.171,0.286,0.23,0.167,0.5,0.371,51.0,104.0,94.0,57.0,93.0,82.0,0.316,0.082,0.23,-1.23,89.9,76.6,0.247,0.457,0.162,0.216,0.378,0.252,0.273,0.424,0.2,,,,,,,,,,,,
7,2024-07-26,745554,Pop Out,field_out,True,547180,594902,Bryce Harper,Ben Lively,0,4ecd9ed8-9514-4a07-b732-cc48e747aeca,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.44,3.6,99.1,103.0,70.0,95.0,0.822,7.79,2.63,7.88,1.45,0.89,0.253,0.411,0.134,0.329,0.426,86.0,108.0,99.0,61.0,112.0,99.0,108.0,106.0,104.0,,,,0.295,,0.229,0.077,,-0.08,0.57,1.14,,83.6,90.5,79.2,0.252,0.452,0.143,0.171,0.286,0.23,0.167,0.5,0.371,51.0,104.0,94.0,57.0,93.0,82.0,0.316,0.082,0.23,-1.23,89.9,76.6,0.247,0.457,0.162,0.216,0.378,0.252,0.273,0.424,0.2,,,,,,,,,,,,
8,2024-07-26,745554,Strikeout,strikeout,True,664761,594902,Alec Bohm,Ben Lively,0,b937791c-a573-4fc8-a628-9363caef7112,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.44,3.6,99.1,103.0,70.0,95.0,0.822,7.79,2.63,7.88,1.45,0.89,0.253,0.411,0.134,0.329,0.426,86.0,108.0,99.0,61.0,112.0,99.0,108.0,106.0,104.0,,,,0.295,,0.229,0.077,,-0.08,0.57,1.14,,83.6,90.5,79.2,0.252,0.452,0.143,0.171,0.286,0.23,0.167,0.5,0.371,51.0,104.0,94.0,57.0,93.0,82.0,0.316,0.082,0.23,-1.23,89.9,76.6,0.247,0.457,0.162,0.216,0.378,0.252,0.273,0.424,0.2,,,,,,,,,,,,
9,2024-07-26,745554,Single,single,False,665926,650911,Andrés Giménez,Cristopher Sánchez,0,cd7cf772-bbaa-4a78-80f8-7ed9fa599b4e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.05,3.55,115.0,101.0,92.0,104.0,0.79,7.12,2.35,9.0,0.23,3.01,0.204,0.408,0.187,0.326,0.421,85.0,104.0,114.0,95.0,99.0,98.0,96.0,100.0,103.0,86.0,52.0,74.0,0.479,0.002,0.182,0.337,2.65,-0.33,0.67,1.92,86.5,85.2,94.4,84.2,0.355,0.455,0.103,0.167,0.19,0.372,0.219,0.329,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
