,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-04,746606,Strikeout,strikeout,True,681297,668909,Colton Cowser,Gavin Williams,0,de5b432d-1ef3-4a57-8008-2a2f74f2b13e,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,
1,2024-08-04,746606,Lineout,field_out,True,623993,668909,Anthony Santander,Gavin Williams,0,9dff1e16-78ea-490a-9c97-33af7c3d4fd8,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,
2,2024-08-04,746606,Single,single,False,683002,668909,Gunnar Henderson,Gavin Williams,0,c58c528c-1e70-4e58-a6a1-3316a18b3ba0,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,
3,2024-08-04,746606,Double,double,False,656811,668909,Ryan O'Hearn,Gavin Williams,1,a18bde42-e22a-49f8-befc-b6089e627bb0,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,
4,2024-08-04,746606,Strikeout,strikeout,True,668939,668909,Adley Rutschman,Gavin Williams,0,47153b68-f5e8-4fcc-851b-cc1131a06a03,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,
5,2024-08-04,746606,Groundout,field_out,True,680757,669203,Steven Kwan,Corbin Burnes,0,86c6d5c5-e1d1-49c3-ace6-2d2812a8f9f2,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,,,,134.0,105.0,121.0,118.0,105.0,107.0,,0.438,0.152,0.22,0.108,,0.96,0.95,0.43,0.29,,95.5,89.1,87.5,80.4,,,,0.2,0.342,0.384,0.26,0.39,0.177,0.192,0.263,0.456,0.196,0.357,0.38,101.0,94.0,88.0,0.082,-0.95,97.0,0.244,0.444,0.163,,,,,,,,,,,,
6,2024-08-04,746606,Walk,walk,False,657041,669203,Lane Thomas,Corbin Burnes,0,a7065e11-5740-400c-a035-d9122741caee,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,,,,134.0,105.0,121.0,118.0,105.0,107.0,,0.438,0.152,0.22,0.108,,0.96,0.95,0.43,0.29,,95.5,89.1,87.5,80.4,,,,0.2,0.342,0.384,0.26,0.39,0.177,0.192,0.263,0.456,0.196,0.357,0.38,101.0,94.0,88.0,0.082,-0.95,97.0,0.244,0.444,0.163,,,,,,,,,,,,
7,2024-08-04,746606,Forceout,force_out,True,608070,669203,José Ramírez,Corbin Burnes,1,5d77a0c5-e8fe-47ea-96e9-820719676fd1,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,,,,134.0,105.0,121.0,118.0,105.0,107.0,,0.438,0.152,0.22,0.108,,0.96,0.95,0.43,0.29,,95.5,89.1,87.5,80.4,,,,0.2,0.342,0.384,0.26,0.39,0.177,0.192,0.263,0.456,0.196,0.357,0.38,101.0,94.0,88.0,0.082,-0.95,97.0,0.244,0.444,0.163,,,,,,,,,,,,
8,2024-08-04,746606,Strikeout,strikeout,True,647304,669203,Josh Naylor,Corbin Burnes,1,b48c1dc6-e837-40b5-a21f-795608d6dd15,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,,,,134.0,105.0,121.0,118.0,105.0,107.0,,0.438,0.152,0.22,0.108,,0.96,0.95,0.43,0.29,,95.5,89.1,87.5,80.4,,,,0.2,0.342,0.384,0.26,0.39,0.177,0.192,0.263,0.456,0.196,0.357,0.38,101.0,94.0,88.0,0.082,-0.95,97.0,0.244,0.444,0.163,,,,,,,,,,,,
9,2024-08-04,746606,Double,double,False,650391,668909,Eloy Jiménez,Gavin Williams,0,e1ad2cc8-bb6f-45a5-aa97-52d6267d53b9,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,92.0,98.0,90.0,0.531,0.105,0.096,0.204,0.064,0.15,1.25,-1.16,-0.46,-5.66,96.8,91.7,89.2,88.5,79.6,0.288,0.413,0.237,0.167,0.352,0.274,0.136,0.318,0.298,0.353,0.529,0.295,0.5,1.0,0.091,,,,,,,,,,,,,,,,,,,,,
