,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-03,745678,Single,single,False,680776,548389,Jarren Duran,Ross Stripling,0,b03e76cc-ee7f-4023-9c48-931a87ee05a6,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-03,745678,Forceout,force_out,True,646240,548389,Rafael Devers,Ross Stripling,1,5a8df6ca-2436-4c39-9aed-7753ec0586eb,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-03,745678,Double Play,double_play,True,596115,548389,Trevor Story,Ross Stripling,1,17804960-53d2-4e94-bc50-9e0fc5c20883,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-03,745678,Flyout,field_out,True,676116,601713,Ryan Noda,Nick Pivetta,0,b3e60f04-5e2f-45c5-80cd-136a59849a53,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,129.0,107.0,111.0,,,,152.0,102.0,107.0,,,,,0.485,0.281,,,1.51,,0.51,,,94.3,,,83.0,,0.333,0.583,0.345,0.204,0.354,0.213,,,,,,,0.172,0.31,0.229,111.0,106.0,107.0,111.0,100.0,87.0,0.078,0.155,-6.7,0.97,88.4,80.1,0.414,0.966,0.19,,,,,,,,,
4,2024-04-03,745678,Groundout,field_out,True,680869,601713,Zack Gelof,Nick Pivetta,0,583fbaa0-e77b-411b-a904-163530708ace,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,129.0,107.0,111.0,,,,152.0,102.0,107.0,,,,,0.485,0.281,,,1.51,,0.51,,,94.3,,,83.0,,0.333,0.583,0.345,0.204,0.354,0.213,,,,,,,0.172,0.31,0.229,111.0,106.0,107.0,111.0,100.0,87.0,0.078,0.155,-6.7,0.97,88.4,80.1,0.414,0.966,0.19,,,,,,,,,
5,2024-04-03,745678,Single,single,False,668709,601713,JJ Bleday,Nick Pivetta,1,af79abdc-444b-4d13-afcb-3720820d0bce,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,129.0,107.0,111.0,,,,152.0,102.0,107.0,,,,,0.485,0.281,,,1.51,,0.51,,,94.3,,,83.0,,0.333,0.583,0.345,0.204,0.354,0.213,,,,,,,0.172,0.31,0.229,111.0,106.0,107.0,111.0,100.0,87.0,0.078,0.155,-6.7,0.97,88.4,80.1,0.414,0.966,0.19,,,,,,,,,
6,2024-04-03,745678,Flyout,field_out,True,605204,601713,J.D. Davis,Nick Pivetta,0,e6429053-cee3-45ab-a3cb-d99a7b38b882,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,,,,129.0,107.0,111.0,,,,152.0,102.0,107.0,,,,,0.485,0.281,,,1.51,,0.51,,,94.3,,,83.0,,0.333,0.583,0.345,0.204,0.354,0.213,,,,,,,0.172,0.31,0.229,111.0,106.0,107.0,111.0,100.0,87.0,0.078,0.155,-6.7,0.97,88.4,80.1,0.414,0.966,0.19,,,,,,,,,
7,2024-04-03,745678,Flyout,field_out,True,671213,548389,Triston Casas,Ross Stripling,0,62dec87c-a486-4c08-b6b3-fcf284e9fc6a,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-03,745678,Flyout,field_out,True,807799,548389,Masataka Yoshida,Ross Stripling,0,990c3716-f5a6-4b4f-bd26-eaef1138d973,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-03,745678,Pop Out,field_out,True,678882,548389,Ceddanne Rafaela,Ross Stripling,0,a43c63fe-1e97-435d-a462-aea67e2d908f,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,,,,
