,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-04-24,745919,Strikeout,strikeout,True,664901,657746,Danny Mendick,Joe Ryan,0,4a7b4f5a-9137-47f8-9973-0728942d84bf,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-24,745919,Strikeout,strikeout,True,657757,657746,Gavin Sheets,Joe Ryan,0,9b5f9cd4-2cf3-4f61-a41e-974c52414d37,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-24,745919,Strikeout,strikeout,True,650391,657746,Eloy Jiménez,Joe Ryan,0,c2e805bd-6f1f-4792-9f41-0e7c43c5905c,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-24,745919,Strikeout,strikeout,True,680777,676979,Ryan Jeffers,Garrett Crochet,0,daa37001-669a-41a5-a1c6-59638d8db51e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279,,,,,,,,,
4,2024-04-24,745919,Hit By Pitch,hit_by_pitch,False,621439,676979,Byron Buxton,Garrett Crochet,0,f474a528-f7c8-4a0b-bd9f-837028ab9eea,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279,,,,,,,,,
5,2024-04-24,745919,Flyout,field_out,True,622534,676979,Manuel Margot,Garrett Crochet,0,1ea7ddf3-74a0-4d0d-8e33-725e4a02b1f0,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279,,,,,,,,,
6,2024-04-24,745919,Groundout,field_out,True,669304,676979,Jose Miranda,Garrett Crochet,0,e5331e38-0e3e-4bbf-8e09-f298b2f76f6a,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,0.188,0.274,0.31,,,,0.227,0.614,0.372,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279,,,,,,,,,
7,2024-04-24,745919,Flyout,field_out,True,683734,657746,Andrew Vaughn,Joe Ryan,0,d1836610-fa52-4899-8d73-d20cb92e25f7,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-24,745919,Groundout,field_out,True,643217,657746,Andrew Benintendi,Joe Ryan,0,415667b0-a297-4ce7-96ea-5b22a6d1e6a6,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-24,745919,Flyout,field_out,True,657557,657746,Paul DeJong,Joe Ryan,0,eafc9656-ad7c-4ec6-8167-362dc10fae64,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
