,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,wFC/C,wSI/C,wSL/C,vFC,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CH%,wFA/C,wCH/C,vFA,vCH,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-26,746078,Groundout,field_out,True,682928,687424,CJ Abrams,Anthony Maldonado,0,61610650-3ecc-444b-8ad5-1de633364e5c,687424.0,anthonymaldonado,"Maldonado, A",Right,Anthony Maldonado,MIA,6.23,3.85,13.0,98.0,99.0,99.0,0.703,5.54,3.46,10.38,0.69,0.68,0.091,0.5,0.25,0.364,0.389,94.0,95.0,91.0,104.0,101.0,105.0,69.0,85.0,81.0,0.313,0.053,0.635,0.89,0.27,-0.97,91.1,93.0,84.7,0.314,0.514,0.377,0.235,0.353,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-26,746078,Lineout,field_out,True,608385,687424,Jesse Winker,Anthony Maldonado,0,de26d553-dfaf-4425-9b0a-e9c64ff2833c,687424.0,anthonymaldonado,"Maldonado, A",Right,Anthony Maldonado,MIA,6.23,3.85,13.0,98.0,99.0,99.0,0.703,5.54,3.46,10.38,0.69,0.68,0.091,0.5,0.25,0.364,0.389,94.0,95.0,91.0,104.0,101.0,105.0,69.0,85.0,81.0,0.313,0.053,0.635,0.89,0.27,-0.97,91.1,93.0,84.7,0.314,0.514,0.377,0.235,0.353,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-26,746078,Strikeout,strikeout,True,608841,687424,Joey Meneses,Anthony Maldonado,0,425c38ab-0447-4b72-bd35-a067a544e235,687424.0,anthonymaldonado,"Maldonado, A",Right,Anthony Maldonado,MIA,6.23,3.85,13.0,98.0,99.0,99.0,0.703,5.54,3.46,10.38,0.69,0.68,0.091,0.5,0.25,0.364,0.389,94.0,95.0,91.0,104.0,101.0,105.0,69.0,85.0,81.0,0.313,0.053,0.635,0.89,0.27,-0.97,91.1,93.0,84.7,0.314,0.514,0.377,0.235,0.353,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-26,746078,Walk,walk,False,650333,592866,Luis Arraez,Trevor Williams,0,b1f62cac-4026-4d73-9568-7a12cc6d90f6,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,91.0,100.0,94.0,100.0,99.0,93.0,,,,0.125,,0.346,,1.03,0.66,,87.9,78.9,0.304,0.435,0.065,0.25,0.4,0.184,72.0,104.0,91.0,63.0,110.0,96.0,0.349,0.18,2.04,0.28,89.1,82.8,0.211,0.3,0.187,0.244,0.268,0.197,,,,,,,,,,,,,,,,,,,,,
4,2024-04-26,746078,Forceout,force_out,True,650559,592866,Bryan De La Cruz,Trevor Williams,1,4fe2a049-eb2b-436f-b951-188e31db2000,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,91.0,100.0,94.0,100.0,99.0,93.0,,,,0.125,,0.346,,1.03,0.66,,87.9,78.9,0.304,0.435,0.065,0.25,0.4,0.184,72.0,104.0,91.0,63.0,110.0,96.0,0.349,0.18,2.04,0.28,89.1,82.8,0.211,0.3,0.187,0.244,0.268,0.197,,,,,,,,,,,,,,,,,,,,,
5,2024-04-26,746078,Pop Out,field_out,True,665862,592866,Jazz Chisholm Jr.,Trevor Williams,0,4c468d2b-ebb6-496b-8e26-b7a106f8e7e8,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,91.0,100.0,94.0,100.0,99.0,93.0,,,,0.125,,0.346,,1.03,0.66,,87.9,78.9,0.304,0.435,0.065,0.25,0.4,0.184,72.0,104.0,91.0,63.0,110.0,96.0,0.349,0.18,2.04,0.28,89.1,82.8,0.211,0.3,0.187,0.244,0.268,0.197,,,,,,,,,,,,,,,,,,,,,
6,2024-04-26,746078,Strikeout,strikeout,True,605137,592866,Josh Bell,Trevor Williams,0,dfacea51-3b4a-4d1c-b2e7-057ebb269b13,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,91.0,100.0,94.0,100.0,99.0,93.0,,,,0.125,,0.346,,1.03,0.66,,87.9,78.9,0.304,0.435,0.065,0.25,0.4,0.184,72.0,104.0,91.0,63.0,110.0,96.0,0.349,0.18,2.04,0.28,89.1,82.8,0.211,0.3,0.187,0.244,0.268,0.197,,,,,,,,,,,,,,,,,,,,,
7,2024-04-26,746078,Single,single,False,671277,687424,Luis García Jr.,Anthony Maldonado,0,2623d827-b506-43b3-bbb8-9387279f4985,687424.0,anthonymaldonado,"Maldonado, A",Right,Anthony Maldonado,MIA,6.23,3.85,13.0,98.0,99.0,99.0,0.703,5.54,3.46,10.38,0.69,0.68,0.091,0.5,0.25,0.364,0.389,94.0,95.0,91.0,104.0,101.0,105.0,69.0,85.0,81.0,0.313,0.053,0.635,0.89,0.27,-0.97,91.1,93.0,84.7,0.314,0.514,0.377,0.235,0.353,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-26,746078,Pop Out,field_out,True,660688,687424,Keibert Ruiz,Anthony Maldonado,0,52412924-1350-4820-be2d-fdafcec503ec,687424.0,anthonymaldonado,"Maldonado, A",Right,Anthony Maldonado,MIA,6.23,3.85,13.0,98.0,99.0,99.0,0.703,5.54,3.46,10.38,0.69,0.68,0.091,0.5,0.25,0.364,0.389,94.0,95.0,91.0,104.0,101.0,105.0,69.0,85.0,81.0,0.313,0.053,0.635,0.89,0.27,-0.97,91.1,93.0,84.7,0.314,0.514,0.377,0.235,0.353,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-26,746078,Forceout,force_out,True,592696,687424,Eddie Rosario,Anthony Maldonado,1,956c89e9-1ec3-48b7-9d3d-b6a6e31d90e5,687424.0,anthonymaldonado,"Maldonado, A",Right,Anthony Maldonado,MIA,6.23,3.85,13.0,98.0,99.0,99.0,0.703,5.54,3.46,10.38,0.69,0.68,0.091,0.5,0.25,0.364,0.389,94.0,95.0,91.0,104.0,101.0,105.0,69.0,85.0,81.0,0.313,0.053,0.635,0.89,0.27,-0.97,91.1,93.0,84.7,0.314,0.514,0.377,0.235,0.353,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
