,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-17,746830,Strikeout,strikeout,True,671732,696136,Lawrence Butler,Jordan Wicks,0,fdea2c12-d0cd-43dd-a85f-4f9b8ec1bbf7,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.21,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,93.0,92.0,90.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,78.0,103.0,88.0,0.131,0.448,0.014,0.087,0.061,0.258,-0.12,-9.24,-3.85,-4.43,-4.98,1.19,92.6,87.5,82.2,91.7,84.2,78.4,0.264,0.425,0.163,0.17,0.358,0.419,0.419,0.677,0.161,0.444,0.889,0.217,0.667,1.167,0.154,0.667,0.667,0.0,,,,,,,,,,,,
1,2024-09-17,746830,Single,single,False,667670,696136,Brent Rooker,Jordan Wicks,0,b448fe82-fd0c-4a3f-8c05-cf86d330d3e0,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.21,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,93.0,92.0,90.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,78.0,103.0,88.0,0.131,0.448,0.014,0.087,0.061,0.258,-0.12,-9.24,-3.85,-4.43,-4.98,1.19,92.6,87.5,82.2,91.7,84.2,78.4,0.264,0.425,0.163,0.17,0.358,0.419,0.419,0.677,0.161,0.444,0.889,0.217,0.667,1.167,0.154,0.667,0.667,0.0,,,,,,,,,,,,
2,2024-09-17,746830,Home Run,home_run,False,669127,696136,Shea Langeliers,Jordan Wicks,1,7ce641ed-1cef-43f4-9c93-06329de6966f,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.21,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,93.0,92.0,90.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,78.0,103.0,88.0,0.131,0.448,0.014,0.087,0.061,0.258,-0.12,-9.24,-3.85,-4.43,-4.98,1.19,92.6,87.5,82.2,91.7,84.2,78.4,0.264,0.425,0.163,0.17,0.358,0.419,0.419,0.677,0.161,0.444,0.889,0.217,0.667,1.167,0.154,0.667,0.667,0.0,,,,,,,,,,,,
3,2024-09-17,746830,Groundout,field_out,True,668709,696136,JJ Bleday,Jordan Wicks,0,2962af6d-8f07-4109-98cc-9448c685ce70,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.21,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,93.0,92.0,90.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,78.0,103.0,88.0,0.131,0.448,0.014,0.087,0.061,0.258,-0.12,-9.24,-3.85,-4.43,-4.98,1.19,92.6,87.5,82.2,91.7,84.2,78.4,0.264,0.425,0.163,0.17,0.358,0.419,0.419,0.677,0.161,0.444,0.889,0.217,0.667,1.167,0.154,0.667,0.667,0.0,,,,,,,,,,,,
4,2024-09-17,746830,Groundout,field_out,True,680869,696136,Zack Gelof,Jordan Wicks,0,577e8cfc-72b6-4776-8516-61c5f00b2e6d,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.48,5.21,46.0,102.0,92.0,100.0,0.779,8.22,3.91,10.76,1.76,1.0,0.223,0.426,0.115,0.284,0.378,100.0,100.0,102.0,93.0,92.0,90.0,90.0,105.0,104.0,71.0,101.0,90.0,117.0,96.0,98.0,78.0,103.0,88.0,0.131,0.448,0.014,0.087,0.061,0.258,-0.12,-9.24,-3.85,-4.43,-4.98,1.19,92.6,87.5,82.2,91.7,84.2,78.4,0.264,0.425,0.163,0.17,0.358,0.419,0.419,0.677,0.161,0.444,0.889,0.217,0.667,1.167,0.154,0.667,0.667,0.0,,,,,,,,,,,,
5,2024-09-17,746830,Groundout,field_out,True,664023,687765,Ian Happ,Mitch Spence,0,176db973-d457-4056-b352-500371c3d21b,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.3,3.89,142.1,103.0,100.0,101.0,0.793,7.52,2.66,9.55,1.14,1.44,0.174,0.464,0.136,0.301,0.403,69.0,85.0,82.0,117.0,118.0,118.0,,,,40.0,95.0,83.0,121.0,105.0,109.0,99.0,99.0,96.0,0.146,,0.389,0.332,0.119,0.013,,-0.4,-0.69,0.03,-0.25,-8.48,,90.7,88.5,91.9,84.3,80.3,,,,0.625,0.875,0.0,0.306,0.361,0.15,0.276,0.484,0.272,0.187,0.308,0.315,0.277,0.477,0.176,,,,,,,,,,,,
6,2024-09-17,746830,Strikeout,strikeout,True,621020,687765,Dansby Swanson,Mitch Spence,0,cff7bfb8-7900-4535-867d-1aef1ea360c9,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.3,3.89,142.1,103.0,100.0,101.0,0.793,7.52,2.66,9.55,1.14,1.44,0.174,0.464,0.136,0.301,0.403,69.0,85.0,82.0,117.0,118.0,118.0,,,,40.0,95.0,83.0,121.0,105.0,109.0,99.0,99.0,96.0,0.146,,0.389,0.332,0.119,0.013,,-0.4,-0.69,0.03,-0.25,-8.48,,90.7,88.5,91.9,84.3,80.3,,,,0.625,0.875,0.0,0.306,0.361,0.15,0.276,0.484,0.272,0.187,0.308,0.315,0.277,0.477,0.176,,,,,,,,,,,,
7,2024-09-17,746830,Walk,walk,False,673548,687765,Seiya Suzuki,Mitch Spence,0,0560461b-3f0c-4286-a19f-5b0faf7caf00,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.3,3.89,142.1,103.0,100.0,101.0,0.793,7.52,2.66,9.55,1.14,1.44,0.174,0.464,0.136,0.301,0.403,69.0,85.0,82.0,117.0,118.0,118.0,,,,40.0,95.0,83.0,121.0,105.0,109.0,99.0,99.0,96.0,0.146,,0.389,0.332,0.119,0.013,,-0.4,-0.69,0.03,-0.25,-8.48,,90.7,88.5,91.9,84.3,80.3,,,,0.625,0.875,0.0,0.306,0.361,0.15,0.276,0.484,0.272,0.187,0.308,0.315,0.277,0.477,0.176,,,,,,,,,,,,
8,2024-09-17,746830,Single,single,False,641355,687765,Cody Bellinger,Mitch Spence,1,fe1c03ca-a4b9-4261-83fd-9436e4131f74,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.3,3.89,142.1,103.0,100.0,101.0,0.793,7.52,2.66,9.55,1.14,1.44,0.174,0.464,0.136,0.301,0.403,69.0,85.0,82.0,117.0,118.0,118.0,,,,40.0,95.0,83.0,121.0,105.0,109.0,99.0,99.0,96.0,0.146,,0.389,0.332,0.119,0.013,,-0.4,-0.69,0.03,-0.25,-8.48,,90.7,88.5,91.9,84.3,80.3,,,,0.625,0.875,0.0,0.306,0.361,0.15,0.276,0.484,0.272,0.187,0.308,0.315,0.277,0.477,0.176,,,,,,,,,,,,
9,2024-09-17,746830,Strikeout,strikeout,True,670623,687765,Isaac Paredes,Mitch Spence,0,50a2707d-1722-48d8-a9af-e00cf7328f6f,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.3,3.89,142.1,103.0,100.0,101.0,0.793,7.52,2.66,9.55,1.14,1.44,0.174,0.464,0.136,0.301,0.403,69.0,85.0,82.0,117.0,118.0,118.0,,,,40.0,95.0,83.0,121.0,105.0,109.0,99.0,99.0,96.0,0.146,,0.389,0.332,0.119,0.013,,-0.4,-0.69,0.03,-0.25,-8.48,,90.7,88.5,91.9,84.3,80.3,,,,0.625,0.875,0.0,0.306,0.361,0.15,0.276,0.484,0.272,0.187,0.308,0.315,0.277,0.477,0.176,,,,,,,,,,,,
