,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff
10,2024-09-24,746743,Flyout,field_out,True,657757,686799,Gavin Sheets,Jack Kochanowicz,0,9e80eb98-ce46-4ba3-849d-dc9988a5474f,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
11,2024-09-24,746743,Groundout,field_out,True,678246,686799,Miguel Vargas,Jack Kochanowicz,0,ea08ebd2-276c-45eb-85fd-6b6fb9e7fb74,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
12,2024-09-24,746743,Flyout,field_out,True,676113,686799,Zach DeLoach,Jack Kochanowicz,0,bd8c41a7-5e1e-455d-94c2-618b2caebafc,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
13,2024-09-24,746743,Single,single,False,676572,686563,Eric Wagaman,Jonathan Cannon,0,e99e099c-94ba-4691-b46e-76707e407bcb,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
14,2024-09-24,746743,Strikeout,strikeout,True,694359,686563,Niko Kavadas,Jonathan Cannon,0,95daf30f-6f33-4bcb-83d5-bf036b730df9,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
15,2024-09-24,746743,Grounded Into DP,grounded_into_double_play,True,605346,686563,Jack López,Jonathan Cannon,1,27db38fe-cefe-415b-bdbd-d7b6905b9a90,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
16,2024-09-24,746743,Groundout,field_out,True,642020,686799,Chuckie Robinson,Jack Kochanowicz,0,d8cd184f-8f1a-4eaf-a22e-0d1ee17a1faf,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
17,2024-09-24,746743,Groundout,field_out,True,676070,686799,Jacob Amaya,Jack Kochanowicz,0,f991ad90-ac28-41f3-9566-b6a87e7b2884,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
18,2024-09-24,746743,Single,single,False,670032,686799,Nicky Lopez,Jack Kochanowicz,0,a87e460c-36e1-4dbc-be44-298ea76a9ac8,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
19,2024-09-24,746743,Forceout,force_out,True,673357,686799,Luis Robert Jr.,Jack Kochanowicz,1,5390898f-1aec-4bc3-b158-07fa3e3934b6,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
20,2024-09-24,746743,Single,single,False,621493,686563,Taylor Ward,Jonathan Cannon,0,eaf6c001-0b8d-473a-ad85-975a65ce6d1f,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
21,2024-09-24,746743,Strikeout,strikeout,True,687263,686563,Zach Neto,Jonathan Cannon,1,43e3b8bf-86cc-4163-913e-b8b089688669,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
22,2024-09-24,746743,Groundout,field_out,True,694384,686563,Nolan Schanuel,Jonathan Cannon,1,b83543e3-806f-4167-b0de-6ca2233ec1ae,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
23,2024-09-24,746743,Strikeout,strikeout,True,607680,686563,Kevin Pillar,Jonathan Cannon,0,90fe9fd2-74b4-44ea-8fe8-cff2e3e6c464,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
24,2024-09-24,746743,Groundout,field_out,True,643217,686799,Andrew Benintendi,Jack Kochanowicz,0,10e60a9a-4593-48ac-abd4-e45966723008,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
25,2024-09-24,746743,Strikeout,strikeout,True,683734,686799,Andrew Vaughn,Jack Kochanowicz,0,e377891e-af43-4433-8324-9863601871fc,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
26,2024-09-24,746743,Groundout,field_out,True,657757,686799,Gavin Sheets,Jack Kochanowicz,0,0ecce470-ddcf-4102-8572-a314874f3f61,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
27,2024-09-24,746743,Strikeout,strikeout,True,681351,686563,Logan O'Hoppe,Jonathan Cannon,0,b480c1fd-b291-48dc-992e-b8029404f2b6,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
28,2024-09-24,746743,Single,single,False,666160,686563,Mickey Moniak,Jonathan Cannon,0,0f0f5485-95ae-4e1f-8731-e5969462954c,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
29,2024-09-24,746743,Flyout,field_out,True,676572,686563,Eric Wagaman,Jonathan Cannon,1,e0189667-4789-4562-ad4f-8360aea8331b,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
30,2024-09-24,746743,Strikeout,strikeout,True,694359,686563,Niko Kavadas,Jonathan Cannon,0,93edad59-8a1e-43d8-83bd-ddf1524078c7,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
31,2024-09-24,746743,Lineout,field_out,True,678246,686799,Miguel Vargas,Jack Kochanowicz,0,81bb7216-db4f-4dbe-b8d1-faafdef7c062,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
32,2024-09-24,746743,Groundout,field_out,True,676113,686799,Zach DeLoach,Jack Kochanowicz,0,48f84719-a14c-42bf-ba3a-40ecd0c3291f,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
33,2024-09-24,746743,Groundout,field_out,True,642020,686799,Chuckie Robinson,Jack Kochanowicz,0,44aa57a6-8dc2-4804-904a-7b20b3566c9e,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,,,,0.724,0.062,,,0.03,-1.87,,0.89,,-3.35,96.3,,88.3,95.8,,0.286,0.411,0.121,0.333,0.444,0.067,,,,,,,0.167,0.5,0.364,111.0,95.0,106.0,0.184,-1.06,85.0,0.235,0.412,0.25,,,
34,2024-09-24,746743,Strikeout,strikeout,True,605346,686563,Jack López,Jonathan Cannon,0,a6a4ec9d-a6ba-4ad9-96b2-795504a535d5,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,101.0,93.0,0.28,0.123,0.192,0.218,0.187,-1.13,0.39,0.44,-1.39,-0.22,94.3,90.2,85.7,93.3,81.9,0.287,0.449,0.128,0.248,0.394,0.269,0.255,0.489,0.282,0.263,0.45,0.191,0.25,0.411,0.252,,,,,,,,,,,,
