,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-20,746984,Flyout,field_out,True,678009,669203,Parker Meadows,Corbin Burnes,0,fbf7b5ae-b99e-4c6c-871c-4f0dbb56af2b,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.95,3.35,189.1,103.0,119.0,107.0,0.739,8.18,2.23,7.75,1.0,1.39,0.209,0.423,0.19,0.286,0.4,111.0,98.0,102.0,109.0,101.0,106.0,105.0,95.0,88.0,133.0,105.0,121.0,123.0,105.0,107.0,0.079,0.448,0.146,0.216,0.111,1.14,-0.46,1.0,0.5,0.24,95.3,89.2,97.0,87.2,80.3,0.258,0.374,0.183,0.195,0.323,0.376,0.188,0.277,0.459,0.194,0.339,0.375,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-20,746984,Walk,walk,False,681481,669203,Kerry Carpenter,Corbin Burnes,0,5a4f5c41-a86d-4ed0-bcef-529df9e2e6a4,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.95,3.35,189.1,103.0,119.0,107.0,0.739,8.18,2.23,7.75,1.0,1.39,0.209,0.423,0.19,0.286,0.4,111.0,98.0,102.0,109.0,101.0,106.0,105.0,95.0,88.0,133.0,105.0,121.0,123.0,105.0,107.0,0.079,0.448,0.146,0.216,0.111,1.14,-0.46,1.0,0.5,0.24,95.3,89.2,97.0,87.2,80.3,0.258,0.374,0.183,0.195,0.323,0.376,0.188,0.277,0.459,0.194,0.339,0.375,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-20,746984,Strikeout,strikeout,True,663837,669203,Matt Vierling,Corbin Burnes,0,67d5f9b3-b5ba-4896-83d4-e86765446cce,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.95,3.35,189.1,103.0,119.0,107.0,0.739,8.18,2.23,7.75,1.0,1.39,0.209,0.423,0.19,0.286,0.4,111.0,98.0,102.0,109.0,101.0,106.0,105.0,95.0,88.0,133.0,105.0,121.0,123.0,105.0,107.0,0.079,0.448,0.146,0.216,0.111,1.14,-0.46,1.0,0.5,0.24,95.3,89.2,97.0,87.2,80.3,0.258,0.374,0.183,0.195,0.323,0.376,0.188,0.277,0.459,0.194,0.339,0.375,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-20,746984,Caught Stealing 2B,caught_stealing_2b,True,682985,669203,Riley Greene,Corbin Burnes,0,5fc01ff0-a63b-45d5-9ba1-48a2e46d5318,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.95,3.35,189.1,103.0,119.0,107.0,0.739,8.18,2.23,7.75,1.0,1.39,0.209,0.423,0.19,0.286,0.4,111.0,98.0,102.0,109.0,101.0,106.0,105.0,95.0,88.0,133.0,105.0,121.0,123.0,105.0,107.0,0.079,0.448,0.146,0.216,0.111,1.14,-0.46,1.0,0.5,0.24,95.3,89.2,97.0,87.2,80.3,0.258,0.374,0.183,0.195,0.323,0.376,0.188,0.277,0.459,0.194,0.339,0.375,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-20,746984,Double,double,False,683002,663947,Gunnar Henderson,Tyler Holton,0,702d6c85-87db-4cc6-8f14-9813ae96de63,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.25,2.82,92.0,103.0,83.0,100.0,0.763,7.34,1.57,5.58,0.68,1.27,0.207,0.375,0.171,0.267,0.417,59.0,104.0,101.0,109.0,94.0,100.0,78.0,104.0,97.0,113.0,96.0,105.0,86.0,106.0,102.0,0.209,0.276,0.152,0.015,0.193,1.86,2.18,1.91,1.84,0.4,87.7,83.6,91.6,80.6,79.2,0.197,0.296,0.25,,,,,,,0.25,0.382,0.284,0.167,0.361,0.092,80.0,101.0,91.0,0.155,4.51,92.1,0.107,0.143,0.26,0.13,0.174,0.393,,,,,,,,,,,,,,,
5,2024-09-20,746984,Groundout,field_out,True,596103,663947,Austin Slater,Tyler Holton,0,f7adfda6-6f15-4dee-bfc0-0ad9394dd303,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.25,2.82,92.0,103.0,83.0,100.0,0.763,7.34,1.57,5.58,0.68,1.27,0.207,0.375,0.171,0.267,0.417,59.0,104.0,101.0,109.0,94.0,100.0,78.0,104.0,97.0,113.0,96.0,105.0,86.0,106.0,102.0,0.209,0.276,0.152,0.015,0.193,1.86,2.18,1.91,1.84,0.4,87.7,83.6,91.6,80.6,79.2,0.197,0.296,0.25,,,,,,,0.25,0.382,0.284,0.167,0.361,0.092,80.0,101.0,91.0,0.155,4.51,92.1,0.107,0.143,0.26,0.13,0.174,0.393,,,,,,,,,,,,,,,
6,2024-09-20,746984,Groundout,field_out,True,668939,663947,Adley Rutschman,Tyler Holton,0,9f80a432-3e32-4bbf-9bc6-c15d1502a7bf,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.25,2.82,92.0,103.0,83.0,100.0,0.763,7.34,1.57,5.58,0.68,1.27,0.207,0.375,0.171,0.267,0.417,59.0,104.0,101.0,109.0,94.0,100.0,78.0,104.0,97.0,113.0,96.0,105.0,86.0,106.0,102.0,0.209,0.276,0.152,0.015,0.193,1.86,2.18,1.91,1.84,0.4,87.7,83.6,91.6,80.6,79.2,0.197,0.296,0.25,,,,,,,0.25,0.382,0.284,0.167,0.361,0.092,80.0,101.0,91.0,0.155,4.51,92.1,0.107,0.143,0.26,0.13,0.174,0.393,,,,,,,,,,,,,,,
7,2024-09-20,746984,Home Run,home_run,False,623993,663947,Anthony Santander,Tyler Holton,1,82b82af6-0f99-43b3-979c-25c28173e992,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.25,2.82,92.0,103.0,83.0,100.0,0.763,7.34,1.57,5.58,0.68,1.27,0.207,0.375,0.171,0.267,0.417,59.0,104.0,101.0,109.0,94.0,100.0,78.0,104.0,97.0,113.0,96.0,105.0,86.0,106.0,102.0,0.209,0.276,0.152,0.015,0.193,1.86,2.18,1.91,1.84,0.4,87.7,83.6,91.6,80.6,79.2,0.197,0.296,0.25,,,,,,,0.25,0.382,0.284,0.167,0.361,0.092,80.0,101.0,91.0,0.155,4.51,92.1,0.107,0.143,0.26,0.13,0.174,0.393,,,,,,,,,,,,,,,
8,2024-09-20,746984,Strikeout,strikeout,True,656896,663947,Emmanuel Rivera,Tyler Holton,0,ce4ed848-0db7-4f68-8087-cb22aa66c8f0,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.25,2.82,92.0,103.0,83.0,100.0,0.763,7.34,1.57,5.58,0.68,1.27,0.207,0.375,0.171,0.267,0.417,59.0,104.0,101.0,109.0,94.0,100.0,78.0,104.0,97.0,113.0,96.0,105.0,86.0,106.0,102.0,0.209,0.276,0.152,0.015,0.193,1.86,2.18,1.91,1.84,0.4,87.7,83.6,91.6,80.6,79.2,0.197,0.296,0.25,,,,,,,0.25,0.382,0.284,0.167,0.361,0.092,80.0,101.0,91.0,0.155,4.51,92.1,0.107,0.143,0.26,0.13,0.174,0.393,,,,,,,,,,,,,,,
9,2024-09-20,746984,Strikeout,strikeout,True,682985,669203,Riley Greene,Corbin Burnes,0,3f589f88-f9b8-46fa-a166-e8978f5374fe,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.95,3.35,189.1,103.0,119.0,107.0,0.739,8.18,2.23,7.75,1.0,1.39,0.209,0.423,0.19,0.286,0.4,111.0,98.0,102.0,109.0,101.0,106.0,105.0,95.0,88.0,133.0,105.0,121.0,123.0,105.0,107.0,0.079,0.448,0.146,0.216,0.111,1.14,-0.46,1.0,0.5,0.24,95.3,89.2,97.0,87.2,80.3,0.258,0.374,0.183,0.195,0.323,0.376,0.188,0.277,0.459,0.194,0.339,0.375,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,
