,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-26,746088,Flyout,field_out,True,650333,621111,Luis Arraez,Walker Buehler,0,75eb6955-9768-4288-858b-b8288fc647d6,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.68,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,100.0,98.0,105.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.192,0.052,-2.43,1.62,-0.74,-0.87,-1.56,-5.9,95.0,91.2,90.0,94.8,82.9,78.0,0.342,0.696,0.169,0.238,0.397,0.215,0.291,0.327,0.115,0.278,0.481,0.267,0.121,0.303,0.294,0.455,0.773,0.088,1.0,2.5,0.25,,,,,,,,,,,,,,,
1,2024-09-26,746088,Single,single,False,665487,621111,Fernando Tatis Jr.,Walker Buehler,0,0c756c97-5712-46e1-8f81-e8291c7e8bc5,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.68,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,100.0,98.0,105.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.192,0.052,-2.43,1.62,-0.74,-0.87,-1.56,-5.9,95.0,91.2,90.0,94.8,82.9,78.0,0.342,0.696,0.169,0.238,0.397,0.215,0.291,0.327,0.115,0.278,0.481,0.267,0.121,0.303,0.294,0.455,0.773,0.088,1.0,2.5,0.25,,,,,,,,,,,,,,,
2,2024-09-26,746088,Flyout,field_out,True,595777,621111,Jurickson Profar,Walker Buehler,0,20186c7d-25dc-4914-9030-8f3a1cb64911,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.68,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,100.0,98.0,105.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.192,0.052,-2.43,1.62,-0.74,-0.87,-1.56,-5.9,95.0,91.2,90.0,94.8,82.9,78.0,0.342,0.696,0.169,0.238,0.397,0.215,0.291,0.327,0.115,0.278,0.481,0.267,0.121,0.303,0.294,0.455,0.773,0.088,1.0,2.5,0.25,,,,,,,,,,,,,,,
3,2024-09-26,746088,Single,single,False,592518,621111,Manny Machado,Walker Buehler,1,83fda025-4e3e-4bfc-a6f8-1090b816ae1e,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.68,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,100.0,98.0,105.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.192,0.052,-2.43,1.62,-0.74,-0.87,-1.56,-5.9,95.0,91.2,90.0,94.8,82.9,78.0,0.342,0.696,0.169,0.238,0.397,0.215,0.291,0.327,0.115,0.278,0.481,0.267,0.121,0.303,0.294,0.455,0.773,0.088,1.0,2.5,0.25,,,,,,,,,,,,,,,
4,2024-09-26,746088,Groundout,field_out,True,701538,621111,Jackson Merrill,Walker Buehler,0,e5bd6656-33d7-477c-ab39-04102a99d7d3,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.68,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,100.0,98.0,105.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.192,0.052,-2.43,1.62,-0.74,-0.87,-1.56,-5.9,95.0,91.2,90.0,94.8,82.9,78.0,0.342,0.696,0.169,0.238,0.397,0.215,0.291,0.327,0.115,0.278,0.481,0.267,0.121,0.303,0.294,0.455,0.773,0.088,1.0,2.5,0.25,,,,,,,,,,,,,,,
5,2024-09-26,746088,Groundout,field_out,True,660271,605397,Shohei Ohtani,Joe Musgrove,0,d11fe2ef-a43f-4293-bc7c-a16ed806826f,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,,,,110.0,108.0,104.0,0.044,0.246,0.204,0.203,,0.078,-0.74,1.35,0.44,1.05,,-3.1,93.0,89.7,87.1,92.6,82.2,,0.253,0.494,0.231,0.298,0.405,0.25,0.348,0.435,0.146,0.203,0.319,0.328,0.169,0.351,0.338,0.353,0.618,0.379,,,,168.0,98.0,103.0,0.225,-0.1,81.6,,,,,,,,,
6,2024-09-26,746088,Single,single,False,605141,605397,Mookie Betts,Joe Musgrove,0,87ec6635-67af-41c1-959a-26f38eafbbfe,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,,,,110.0,108.0,104.0,0.044,0.246,0.204,0.203,,0.078,-0.74,1.35,0.44,1.05,,-3.1,93.0,89.7,87.1,92.6,82.2,,0.253,0.494,0.231,0.298,0.405,0.25,0.348,0.435,0.146,0.203,0.319,0.328,0.169,0.351,0.338,0.353,0.618,0.379,,,,168.0,98.0,103.0,0.225,-0.1,81.6,,,,,,,,,
7,2024-09-26,746088,Flyout,field_out,True,518692,605397,Freddie Freeman,Joe Musgrove,0,d3e57a6c-5dff-47c7-b6e8-e050a91c6b40,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,,,,110.0,108.0,104.0,0.044,0.246,0.204,0.203,,0.078,-0.74,1.35,0.44,1.05,,-3.1,93.0,89.7,87.1,92.6,82.2,,0.253,0.494,0.231,0.298,0.405,0.25,0.348,0.435,0.146,0.203,0.319,0.328,0.169,0.351,0.338,0.353,0.618,0.379,,,,168.0,98.0,103.0,0.225,-0.1,81.6,,,,,,,,,
8,2024-09-26,746088,Pop Out,field_out,True,606192,605397,Teoscar Hernández,Joe Musgrove,0,bbf8ba4d-2b1a-489d-a932-4dc194a85056,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,,,,110.0,108.0,104.0,0.044,0.246,0.204,0.203,,0.078,-0.74,1.35,0.44,1.05,,-3.1,93.0,89.7,87.1,92.6,82.2,,0.253,0.494,0.231,0.298,0.405,0.25,0.348,0.435,0.146,0.203,0.319,0.328,0.169,0.351,0.338,0.353,0.618,0.379,,,,168.0,98.0,103.0,0.225,-0.1,81.6,,,,,,,,,
9,2024-09-26,746088,Single,single,False,593428,621111,Xander Bogaerts,Walker Buehler,0,5d022792-0c37-4182-b5a7-f9f967ee03c5,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.68,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,70.0,100.0,89.0,85.0,102.0,99.0,82.0,99.0,92.0,119.0,99.0,108.0,100.0,98.0,105.0,103.0,103.0,100.0,0.163,0.29,0.208,0.095,0.192,0.052,-2.43,1.62,-0.74,-0.87,-1.56,-5.9,95.0,91.2,90.0,94.8,82.9,78.0,0.342,0.696,0.169,0.238,0.397,0.215,0.291,0.327,0.115,0.278,0.481,0.267,0.121,0.303,0.294,0.455,0.773,0.088,1.0,2.5,0.25,,,,,,,,,,,,,,,
