,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff
0,2024-04-08,745925,Walk,walk,False,605141,641927,Mookie Betts,Bailey Ober,0,8c1865d0-5252-4738-8795-05d8b8d93786,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,
1,2024-04-08,745925,Double,double,False,660271,641927,Shohei Ohtani,Bailey Ober,1,53d21203-35fb-41b0-81b3-dc53db3d64bb,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,
2,2024-04-08,745925,Sac Fly,sac_fly,True,518692,641927,Freddie Freeman,Bailey Ober,1,c2fce48e-8986-43f9-9e31-22705d0a4406,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,
3,2024-04-08,745925,Strikeout,strikeout,True,669257,641927,Will Smith,Bailey Ober,0,13ea2bb0-5fea-47f9-8cc0-99020de4b6b1,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,
4,2024-04-08,745925,Flyout,field_out,True,571970,641927,Max Muncy,Bailey Ober,0,4b3614d9-be2a-455d-9c8a-4be3da2b41fe,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,
5,2024-04-08,745925,Single,single,False,622534,572020,Manuel Margot,James Paxton,0,76eec434-c89b-42f5-b208-3e1828e95d3a,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,,,,82.0,95.0,84.0,0.577,0.037,,,0.07,0.34,-3.42,,,-1.66,93.2,84.0,82.6,,,0.243,0.381,0.138,0.217,0.348,0.31,0.308,0.769,0.13,,,,65.0,98.0,92.0,79.0,96.0,96.0,0.032,0.284,-4.92,-0.23,92.6,80.8,0.224,0.355,0.358,0.462,0.692,0.095
6,2024-04-08,745925,Flyout,field_out,True,621043,572020,Carlos Correa,James Paxton,0,961469f0-360f-41c3-b418-44f079b7f7ae,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,,,,82.0,95.0,84.0,0.577,0.037,,,0.07,0.34,-3.42,,,-1.66,93.2,84.0,82.6,,,0.243,0.381,0.138,0.217,0.348,0.31,0.308,0.769,0.13,,,,65.0,98.0,92.0,79.0,96.0,96.0,0.032,0.284,-4.92,-0.23,92.6,80.8,0.224,0.355,0.358,0.462,0.692,0.095
7,2024-04-08,745925,Flyout,field_out,True,680777,572020,Ryan Jeffers,James Paxton,0,5965fcc9-0d2e-4b8d-9a47-b644c80e8c43,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,,,,82.0,95.0,84.0,0.577,0.037,,,0.07,0.34,-3.42,,,-1.66,93.2,84.0,82.6,,,0.243,0.381,0.138,0.217,0.348,0.31,0.308,0.769,0.13,,,,65.0,98.0,92.0,79.0,96.0,96.0,0.032,0.284,-4.92,-0.23,92.6,80.8,0.224,0.355,0.358,0.462,0.692,0.095
8,2024-04-08,745925,Strikeout,strikeout,True,621439,572020,Byron Buxton,James Paxton,0,f2d5dc39-25f4-4a14-b528-bd6df90fe81e,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,,,,82.0,95.0,84.0,0.577,0.037,,,0.07,0.34,-3.42,,,-1.66,93.2,84.0,82.6,,,0.243,0.381,0.138,0.217,0.348,0.31,0.308,0.769,0.13,,,,65.0,98.0,92.0,79.0,96.0,96.0,0.032,0.284,-4.92,-0.23,92.6,80.8,0.224,0.355,0.358,0.462,0.692,0.095
9,2024-04-08,745925,Strikeout,strikeout,True,606192,641927,Teoscar Hernández,Bailey Ober,0,61ff0445-2baf-463b-be75-5f0294ba6c68,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,
