,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-06-21,746052,Single,single,False,641487,669432,J.P. Crawford,Trevor Rogers,0,bca48e16-5086-46ad-9cf9-db7ba6d236ca,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-21,746052,Strikeout,strikeout,True,664238,669432,Dylan Moore,Trevor Rogers,0,74797316-a133-42ed-a66e-69ae504b5c26,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-21,746052,Single,single,False,677594,669432,Julio Rodríguez,Trevor Rogers,1,034c72b3-455c-4f7b-99a0-ec782b650568,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-21,746052,Sac Fly,sac_fly,True,641598,669432,Mitch Garver,Trevor Rogers,1,477f52a7-4d68-4488-a326-4b797957435d,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-21,746052,Strikeout,strikeout,True,663728,669432,Cal Raleigh,Trevor Rogers,0,564dd104-b391-45cd-ae95-0132f45443f7,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-21,746052,Groundout,field_out,True,665862,669923,Jazz Chisholm Jr.,George Kirby,0,046ac7ab-4dd4-43ff-b5e8-9e46d13dc15d,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,0.225,0.36,0.228,,1.58,1.79,0.55,,95.8,,95.8,87.1,0.196,0.35,0.304,0.256,0.35,0.097,,,,0.253,0.391,0.28,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.006,0.106,0.075,0.82,-0.43,-2.88,92.3,85.7,83.1,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,
6,2024-06-21,746052,Double,double,False,650559,669923,Bryan De La Cruz,George Kirby,0,780a54f4-0a1b-4996-b0f1-0fa1493e381e,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,0.225,0.36,0.228,,1.58,1.79,0.55,,95.8,,95.8,87.1,0.196,0.35,0.304,0.256,0.35,0.097,,,,0.253,0.391,0.28,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.006,0.106,0.075,0.82,-0.43,-2.88,92.3,85.7,83.1,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,
7,2024-06-21,746052,Single,single,False,605137,669923,Josh Bell,George Kirby,1,b257633b-6d5f-4220-8514-2e8daabc7b3a,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,0.225,0.36,0.228,,1.58,1.79,0.55,,95.8,,95.8,87.1,0.196,0.35,0.304,0.256,0.35,0.097,,,,0.253,0.391,0.28,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.006,0.106,0.075,0.82,-0.43,-2.88,92.3,85.7,83.1,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,
8,2024-06-21,746052,Pop Out,field_out,True,660821,669923,Jesús Sánchez,George Kirby,0,a564266a-611b-407e-a19c-40a98449da8b,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,0.225,0.36,0.228,,1.58,1.79,0.55,,95.8,,95.8,87.1,0.196,0.35,0.304,0.256,0.35,0.097,,,,0.253,0.391,0.28,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.006,0.106,0.075,0.82,-0.43,-2.88,92.3,85.7,83.1,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,
9,2024-06-21,746052,Flyout,field_out,True,669394,669923,Jake Burger,George Kirby,0,1ea6c3bd-d007-4f12-8d85-b52176e8f97e,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,0.225,0.36,0.228,,1.58,1.79,0.55,,95.8,,95.8,87.1,0.196,0.35,0.304,0.256,0.35,0.097,,,,0.253,0.391,0.28,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.006,0.106,0.075,0.82,-0.43,-2.88,92.3,85.7,83.1,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,
