,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
10,2024-09-11,746745,Strikeout,strikeout,True,700932,663436,Kyle Manzardo,Davis Martin,0,376f985b-44b2-4917-8bdc-c4afb40f0220,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
11,2024-09-11,746745,Strikeout,strikeout,True,678877,663436,Jhonkensy Noel,Davis Martin,0,f50a3144-34ad-4e24-aa60-c9edf72d15e4,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
12,2024-09-11,746745,Strikeout,strikeout,True,682177,663436,Daniel Schneemann,Davis Martin,0,1002dd04-537f-4b4d-bb6e-0b24e90cb42e,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
13,2024-09-11,746745,Strikeout,strikeout,True,672820,571510,Lenyn Sosa,Matthew Boyd,0,8ba95f05-27b8-43fe-bce0-2b365b6e436e,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
14,2024-09-11,746745,Flyout,field_out,True,678246,571510,Miguel Vargas,Matthew Boyd,0,ec1b08c9-4f8c-4726-ae61-ab5073a49697,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
15,2024-09-11,746745,Walk,walk,False,666150,571510,Dominic Fletcher,Matthew Boyd,0,6fd7d00b-2595-41e1-a571-843dbad1a22f,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
16,2024-09-11,746745,Hit By Pitch,hit_by_pitch,False,642020,571510,Chuckie Robinson,Matthew Boyd,1,20b41438-0648-42b3-a0c4-2759216d6c84,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
17,2024-09-11,746745,Strikeout,strikeout,True,676070,571510,Jacob Amaya,Matthew Boyd,0,07bcca18-42d6-409c-8fe1-3415e479acff,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
18,2024-09-11,746745,Home Run,home_run,False,595978,663436,Austin Hedges,Davis Martin,0,ae569bc0-19bc-4226-b270-7f8bbf264741,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
19,2024-09-11,746745,Walk,walk,False,680757,663436,Steven Kwan,Davis Martin,0,e31af5b1-88ef-4b3d-a21f-359d3598fd26,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
20,2024-09-11,746745,Single,single,False,665926,663436,Andrés Giménez,Davis Martin,1,78a572ee-d3ab-4c90-bb99-f1e854c498c2,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
21,2024-09-11,746745,Groundout,field_out,True,608070,663436,José Ramírez,Davis Martin,1,3a6de753-70d5-4b0c-b106-a286bf479b55,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
22,2024-09-11,746745,Pop Out,field_out,True,647304,663436,Josh Naylor,Davis Martin,0,0d3dbd30-b814-444b-8e6c-c20d061468ba,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
23,2024-09-11,746745,Single,single,False,657041,663436,Lane Thomas,Davis Martin,1,d3966e65-901a-4190-a67d-4ec614540d98,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
24,2024-09-11,746745,Pop Out,field_out,True,700932,663436,Kyle Manzardo,Davis Martin,0,48b04632-702a-492e-8798-eaf380d83315,663436.0,davismartin,Martin,Right,Davis Martin,CHW,4.14,4.39,41.1,100.0,104.0,99.0,0.762,8.49,3.48,8.71,1.09,1.33,0.198,0.446,0.231,0.306,0.413,139.0,105.0,106.0,95.0,93.0,95.0,92.0,94.0,91.0,113.0,108.0,111.0,81.0,97.0,88.0,0.282,0.176,0.261,0.085,0.196,-2.59,1.77,0.93,-0.48,1.02,93.6,89.1,89.2,83.6,78.4,0.109,0.304,0.379,0.295,0.364,0.192,0.448,0.552,0.156,0.207,0.31,0.234,0.25,0.25,0.35,,,,,,,,,,,,,,,,,,,,,
25,2024-09-11,746745,Single,single,False,667452,571510,Corey Julks,Matthew Boyd,0,58ec75d4-1985-41de-b2af-7bdf69dcf637,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
26,2024-09-11,746745,Fielders Choice,fielders_choice,False,673357,571510,Luis Robert Jr.,Matthew Boyd,1,bb16a169-3ddf-4f21-8935-174d9392a9e3,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
27,2024-09-11,746745,Single,single,False,682868,571510,Bryan Ramos,Matthew Boyd,1,97f89d3d-46e9-48f8-a2c9-b0e228dc96c6,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
28,2024-09-11,746745,Flyout,field_out,True,683734,571510,Andrew Vaughn,Matthew Boyd,0,cd31397c-9d91-414d-a908-7c281168e39e,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
29,2024-09-11,746745,Single,single,False,672820,571510,Lenyn Sosa,Matthew Boyd,1,385cac87-de02-450a-bf69-3fac16aa7413,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
30,2024-09-11,746745,Groundout,field_out,True,678246,571510,Miguel Vargas,Matthew Boyd,1,f6dc37d6-3c61-4724-8ea5-64b51b2bb84f,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
31,2024-09-11,746745,Single,single,False,666150,571510,Dominic Fletcher,Matthew Boyd,1,8d0a018c-5508-45ef-80d2-86551fcf5e53,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
32,2024-09-11,746745,Strikeout,strikeout,True,642020,571510,Chuckie Robinson,Matthew Boyd,0,d2284347-ab63-4d5a-8948-224efc5c5fa6,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.52,3.11,35.2,102.0,75.0,95.0,0.707,10.09,2.52,7.07,0.76,0.7,0.295,0.305,0.168,0.305,0.408,84.0,105.0,100.0,87.0,102.0,100.0,65.0,99.0,90.0,75.0,101.0,97.0,,,,0.365,,0.174,0.083,0.267,1.89,,1.2,1.66,-0.19,92.0,,81.1,79.4,74.2,0.16,0.24,0.422,0.262,0.381,0.369,0.152,0.182,0.265,,,,0.167,0.25,0.444,79.0,106.0,95.0,0.112,-0.58,91.9,0.273,0.591,0.077,,,,,,,,,,,,
33,2024-09-11,746745,Strikeout,strikeout,True,678877,641582,Jhonkensy Noel,Matt Foster,0,5253afcf-2b1a-46af-a250-928e6e58d7bf,641582.0,mattfoster,Foster,Right,Matt Foster,CHW,2.7,7.85,6.2,96.0,93.0,95.0,0.857,5.4,6.75,6.75,1.35,0.5,0.286,0.238,0.048,0.476,0.389,112.0,108.0,123.0,99.0,96.0,85.0,77.0,85.0,79.0,103.0,107.0,104.0,,,,0.444,,0.315,0.083,0.157,1.7,,-1.01,-6.29,0.45,91.9,,82.1,83.7,78.7,0.125,0.5,0.133,0.2,0.4,0.1,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,
