,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
10,2024-08-10,745712,Walk,walk,False,694671,607074,Wyatt Langford,Carlos Rodón,0,7f872ea0-ddfa-46d4-b1ec-77984cce77b5,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
11,2024-08-10,745712,Flyout,field_out,True,663993,607074,Nathaniel Lowe,Carlos Rodón,0,dc8b8961-c1a9-4829-8bb2-1ccf91f9cefc,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
12,2024-08-10,745712,Single,single,False,666969,607074,Adolis García,Carlos Rodón,1,145f9a78-073c-49b4-8f12-e18dfb6639bb,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
13,2024-08-10,745712,Walk,walk,False,543257,607074,Robbie Grossman,Carlos Rodón,1,bf0d1899-b6c9-4631-8109-46305f2497f0,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
14,2024-08-10,745712,Flyout,field_out,True,641680,607074,Jonah Heim,Carlos Rodón,0,93f6b68b-f58a-4623-a519-a4188d0ab65b,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
15,2024-08-10,745712,Groundout,field_out,True,683011,543135,Anthony Volpe,Nathan Eovaldi,0,3aa5ec91-c7ff-4e09-9e87-39fc0d5eeacc,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
16,2024-08-10,745712,Groundout,field_out,True,700250,543135,Ben Rice,Nathan Eovaldi,0,c0e70f9f-aa00-4e9e-84c9-fc949e3fd531,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
17,2024-08-10,745712,Walk,walk,False,663757,543135,Trent Grisham,Nathan Eovaldi,0,2d566a92-2419-4c26-8abb-b2197e845905,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
18,2024-08-10,745712,Forceout,force_out,True,657077,543135,Alex Verdugo,Nathan Eovaldi,1,21298a9e-a5e9-48a1-924a-f78f6822b021,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
19,2024-08-10,745712,Lineout,field_out,True,669701,607074,Josh Smith,Carlos Rodón,0,dd4e671b-e786-4ed1-a729-9fa33a8a1038,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
20,2024-08-10,745712,Strikeout,strikeout,True,608369,607074,Corey Seager,Carlos Rodón,0,19622268-8150-4468-947b-d7d6bf0b4437,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
21,2024-08-10,745712,Walk,walk,False,543760,607074,Marcus Semien,Carlos Rodón,0,597fb870-6ee6-4b07-b349-12bca9c53356,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
22,2024-08-10,745712,Single,single,False,673962,607074,Josh Jung,Carlos Rodón,1,c0466504-5eb8-48aa-88cf-4c9d21983a77,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
23,2024-08-10,745712,Strikeout,strikeout,True,694671,607074,Wyatt Langford,Carlos Rodón,0,c0f3556f-debd-48f7-ab64-14158bda2a55,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
24,2024-08-10,745712,Walk,walk,False,665742,543135,Juan Soto,Nathan Eovaldi,0,3ca5e937-891a-4f30-a838-38f16e5c7551,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
25,2024-08-10,745712,Single,single,False,592450,543135,Aaron Judge,Nathan Eovaldi,1,2a2749f2-b7d9-4760-b49d-23dab3b00b78,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
26,2024-08-10,745712,Double,double,False,669224,543135,Austin Wells,Nathan Eovaldi,1,0c8eaa33-e118-4962-8746-54f6e67b8055,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
27,2024-08-10,745712,Groundout,field_out,True,650402,543135,Gleyber Torres,Nathan Eovaldi,0,72826006-86dd-4f46-ba86-20caf7bf52d1,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
28,2024-08-10,745712,Single,single,False,665862,543135,Jazz Chisholm Jr.,Nathan Eovaldi,1,f8ccafb7-8a55-471d-9ed7-6b85f3292176,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
29,2024-08-10,745712,Strikeout,strikeout,True,683011,543135,Anthony Volpe,Nathan Eovaldi,0,3ff361b2-7462-4507-be7a-30acf77fa1f9,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
30,2024-08-10,745712,Strikeout,strikeout,True,700250,543135,Ben Rice,Nathan Eovaldi,0,1269aa0e-808b-4fe9-b99b-ff3b4e67b580,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,92.0,106.0,98.0,0.375,0.149,0.031,0.135,,1.27,-0.05,-1.5,-1.28,,95.5,91.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,0.304,0.494,0.194,126.0,103.0,111.0,0.311,1.64,88.6,0.199,0.298,0.367,,,,,,,,,,,,
31,2024-08-10,745712,Walk,walk,False,663993,607074,Nathaniel Lowe,Carlos Rodón,0,9900d6b9-2656-4ae0-bffd-631247c23e40,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
32,2024-08-10,745712,Pop Out,field_out,True,666969,607074,Adolis García,Carlos Rodón,0,bd1d3f44-effe-44c3-b18f-d7e671bfc15a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,103.0,86.0,93.0,115.0,99.0,102.0,145.0,104.0,113.0,100.0,83.0,83.0,0.492,0.041,0.26,0.082,0.125,0.12,-3.06,-0.91,-0.76,1.72,95.5,91.8,85.5,86.9,81.0,0.264,0.524,0.211,0.219,0.393,0.386,0.172,0.188,0.479,0.269,0.423,0.297,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
