,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-04-19,745430,Groundout,field_out,True,666182,663362,Bo Bichette,Matt Waldron,0,b08f4ce6-fbb2-4fb2-94d7-9f1b26c99315,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-19,745430,Pop Out,field_out,True,665489,663362,Vladimir Guerrero Jr.,Matt Waldron,0,ab958c23-0e6f-443c-9268-c7bc431b2812,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-19,745430,Home Run,home_run,False,457759,663362,Justin Turner,Matt Waldron,0,a1288531-0cff-46b7-884e-5e52ae0fb0e1,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-19,745430,Groundout,field_out,True,676914,663362,Davis Schneider,Matt Waldron,0,8af8b2f3-e526-4aab-ab31-c21c54eeaeb7,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-19,745430,Flyout,field_out,True,593428,684320,Xander Bogaerts,Yariel Rodríguez,0,1d1ecef7-a1c8-4b28-9bce-9e559ccc2b57,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,,,,0.093,0.441,,0.271,,0.9,,3.88,-0.9,,94.2,,93.6,84.4,,,,0.22,0.341,0.206,0.245,0.429,0.344,0.154,0.154,0.125,,,,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,
5,2024-04-19,745430,Walk,walk,False,665487,684320,Fernando Tatis Jr.,Yariel Rodríguez,0,1830fb72-1385-4e15-be6a-ea3a30ccaccd,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,,,,0.093,0.441,,0.271,,0.9,,3.88,-0.9,,94.2,,93.6,84.4,,,,0.22,0.341,0.206,0.245,0.429,0.344,0.154,0.154,0.125,,,,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,
6,2024-04-19,745430,Strikeout,strikeout,True,630105,684320,Jake Cronenworth,Yariel Rodríguez,0,d365fe2a-6b0c-499b-b6d8-39e42cc2f421,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,,,,0.093,0.441,,0.271,,0.9,,3.88,-0.9,,94.2,,93.6,84.4,,,,0.22,0.341,0.206,0.245,0.429,0.344,0.154,0.154,0.125,,,,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,
7,2024-04-19,745430,Strikeout,strikeout,True,592518,684320,Manny Machado,Yariel Rodríguez,0,2b07170d-f2d6-4308-8689-8e04a2aca89e,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,,,,0.093,0.441,,0.271,,0.9,,3.88,-0.9,,94.2,,93.6,84.4,,,,0.22,0.341,0.206,0.245,0.429,0.344,0.154,0.154,0.125,,,,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,
8,2024-04-19,745430,Pop Out,field_out,True,662139,663362,Daulton Varsho,Matt Waldron,0,ffcebcb7-7f3b-45be-b2dd-2610bcc14672,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-19,745430,Double,double,False,643376,663362,Danny Jansen,Matt Waldron,0,da239722-f4c2-4202-afb3-f5a7b056035a,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
