,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-05,745494,Strikeout,strikeout,True,605141,694973,Mookie Betts,Paul Skenes,0,3d7da570-5cd4-4bf6-a826-fca6b204c638,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,0.313,0.379,0.164,0.109,0.035,0.0,4.1,0.33,0.6,-2.49,99.1,87.6,94.1,85.1,82.4,0.239,0.402,0.303,0.157,0.193,0.302,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-05,745494,Strikeout,strikeout,True,660271,694973,Shohei Ohtani,Paul Skenes,0,fc7b685b-8a47-4b01-b461-b06e1a6c9505,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,0.313,0.379,0.164,0.109,0.035,0.0,4.1,0.33,0.6,-2.49,99.1,87.6,94.1,85.1,82.4,0.239,0.402,0.303,0.157,0.193,0.302,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-05,745494,Flyout,field_out,True,518692,694973,Freddie Freeman,Paul Skenes,0,d7d6a1db-aa46-4613-abe0-db0e1e8735e4,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,0.313,0.379,0.164,0.109,0.035,0.0,4.1,0.33,0.6,-2.49,99.1,87.6,94.1,85.1,82.4,0.239,0.402,0.303,0.157,0.193,0.302,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-05,745494,Strikeout,strikeout,True,457705,572020,Andrew McCutchen,James Paxton,0,8331d321-f647-4f63-b041-50dc5d8b447f,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,,,,0.032,0.577,,,0.07,0.34,-4.92,,,-1.66,93.2,82.6,92.6,,,0.243,0.381,0.138,0.462,0.692,0.095,,,,0.224,0.355,0.358,0.217,0.348,0.31,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.037,0.284,-3.42,-0.23,84.0,80.8,0.308,0.769,0.13,,,,,,,,,
4,2024-06-05,745494,Groundout,field_out,True,668804,572020,Bryan Reynolds,James Paxton,0,4b50d96d-6f5a-401c-a83a-9c9ba51ec5e3,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,,,,0.032,0.577,,,0.07,0.34,-4.92,,,-1.66,93.2,82.6,92.6,,,0.243,0.381,0.138,0.462,0.692,0.095,,,,0.224,0.355,0.358,0.217,0.348,0.31,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.037,0.284,-3.42,-0.23,84.0,80.8,0.308,0.769,0.13,,,,,,,,,
5,2024-06-05,745494,Groundout,field_out,True,656582,572020,Connor Joe,James Paxton,0,fc8a3115-af1f-4c73-959e-57f7b428b599,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,,,,0.032,0.577,,,0.07,0.34,-4.92,,,-1.66,93.2,82.6,92.6,,,0.243,0.381,0.138,0.462,0.692,0.095,,,,0.224,0.355,0.358,0.217,0.348,0.31,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.037,0.284,-3.42,-0.23,84.0,80.8,0.308,0.769,0.13,,,,,,,,,
6,2024-06-05,745494,Strikeout,strikeout,True,669257,694973,Will Smith,Paul Skenes,0,249d2545-7514-4d95-bbd7-166153b20492,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,0.313,0.379,0.164,0.109,0.035,0.0,4.1,0.33,0.6,-2.49,99.1,87.6,94.1,85.1,82.4,0.239,0.402,0.303,0.157,0.193,0.302,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-05,745494,Flyout,field_out,True,606192,694973,Teoscar Hernández,Paul Skenes,0,5b6a979a-ed52-416e-b0cc-fed1b21136d3,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,0.313,0.379,0.164,0.109,0.035,0.0,4.1,0.33,0.6,-2.49,99.1,87.6,94.1,85.1,82.4,0.239,0.402,0.303,0.157,0.193,0.302,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-05,745494,Double,double,False,518792,694973,Jason Heyward,Paul Skenes,0,9920c7ed-d08a-495d-8e77-809b2f4c9a09,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,0.313,0.379,0.164,0.109,0.035,0.0,4.1,0.33,0.6,-2.49,99.1,87.6,94.1,85.1,82.4,0.239,0.402,0.303,0.157,0.193,0.302,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-05,745494,Strikeout,strikeout,True,666158,694973,Gavin Lux,Paul Skenes,0,404c05de-4e36-42a6-84d4-9602184fa04e,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.9,2.62,66.1,105.0,110.0,108.0,0.74,12.08,1.76,6.51,0.95,1.55,0.167,0.513,0.213,0.267,0.456,88.0,99.0,99.0,112.0,98.0,103.0,109.0,109.0,109.0,136.0,103.0,118.0,0.313,0.379,0.164,0.109,0.035,0.0,4.1,0.33,0.6,-2.49,99.1,87.6,94.1,85.1,82.4,0.239,0.402,0.303,0.157,0.193,0.302,0.135,0.378,0.263,0.316,0.316,0.25,0.286,0.429,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,
