,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
0,2024-07-26,746361,Double,double,False,660271,664285,Shohei Ohtani,Framber Valdez,0,deb586ec-145b-4efb-9772-5058febd63d7,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.43,3.84,110.1,97.0,111.0,101.0,0.758,7.99,3.1,8.24,0.73,3.12,0.206,0.402,0.103,0.344,0.424,126.0,93.0,101.0,130.0,94.0,106.0,58.0,109.0,97.0,96.0,101.0,98.0,103.0,105.0,115.0,0.499,0.016,0.043,0.291,0.151,-3.76,1.42,0.52,0.42,0.03,94.3,89.7,93.9,85.6,80.0,0.295,0.392,0.126,0.149,0.248,0.398,0.259,0.345,0.377,0.227,0.409,0.324,0.4,1.0,0.273,,,,,,,,,,,,,,,
1,2024-07-26,746361,Strikeout,strikeout,True,669257,664285,Will Smith,Framber Valdez,0,48b6dabc-b293-423a-8349-3205a77ac91a,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.43,3.84,110.1,97.0,111.0,101.0,0.758,7.99,3.1,8.24,0.73,3.12,0.206,0.402,0.103,0.344,0.424,126.0,93.0,101.0,130.0,94.0,106.0,58.0,109.0,97.0,96.0,101.0,98.0,103.0,105.0,115.0,0.499,0.016,0.043,0.291,0.151,-3.76,1.42,0.52,0.42,0.03,94.3,89.7,93.9,85.6,80.0,0.295,0.392,0.126,0.149,0.248,0.398,0.259,0.345,0.377,0.227,0.409,0.324,0.4,1.0,0.273,,,,,,,,,,,,,,,
2,2024-07-26,746361,Lineout,field_out,True,606192,664285,Teoscar Hernández,Framber Valdez,1,c954dd69-bd50-4409-ae8b-a069d8115144,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.43,3.84,110.1,97.0,111.0,101.0,0.758,7.99,3.1,8.24,0.73,3.12,0.206,0.402,0.103,0.344,0.424,126.0,93.0,101.0,130.0,94.0,106.0,58.0,109.0,97.0,96.0,101.0,98.0,103.0,105.0,115.0,0.499,0.016,0.043,0.291,0.151,-3.76,1.42,0.52,0.42,0.03,94.3,89.7,93.9,85.6,80.0,0.295,0.392,0.126,0.149,0.248,0.398,0.259,0.345,0.377,0.227,0.409,0.324,0.4,1.0,0.273,,,,,,,,,,,,,,,
3,2024-07-26,746361,Groundout,field_out,True,681624,664285,Andy Pages,Framber Valdez,0,20bf05c2-21cb-4264-8d4e-8708fe910207,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.43,3.84,110.1,97.0,111.0,101.0,0.758,7.99,3.1,8.24,0.73,3.12,0.206,0.402,0.103,0.344,0.424,126.0,93.0,101.0,130.0,94.0,106.0,58.0,109.0,97.0,96.0,101.0,98.0,103.0,105.0,115.0,0.499,0.016,0.043,0.291,0.151,-3.76,1.42,0.52,0.42,0.03,94.3,89.7,93.9,85.6,80.0,0.295,0.392,0.126,0.149,0.248,0.398,0.259,0.345,0.377,0.227,0.409,0.324,0.4,1.0,0.273,,,,,,,,,,,,,,,
4,2024-07-26,746361,Flyout,field_out,True,514888,694813,Jose Altuve,Gavin Stone,0,93e27ade-f210-44cd-8202-fee9e228a7a6,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.34,3.81,107.2,103.0,98.0,101.0,0.777,6.85,2.51,8.86,0.92,1.21,0.253,0.399,0.176,0.271,0.409,81.0,102.0,98.0,97.0,101.0,101.0,99.0,98.0,96.0,97.0,103.0,97.0,134.0,112.0,121.0,0.239,0.244,0.162,0.035,0.26,0.07,-0.53,1.1,2.65,0.79,94.8,87.2,95.3,88.9,83.4,0.336,0.477,0.158,0.182,0.182,0.19,0.187,0.346,0.338,0.24,0.307,0.348,0.247,0.387,0.143,80.0,100.0,95.0,0.06,1.09,92.3,0.318,0.455,0.164,,,,,,
5,2024-07-26,746361,Flyout,field_out,True,608324,694813,Alex Bregman,Gavin Stone,0,367e43fc-471b-45f9-a93d-3f69442a0b1a,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.34,3.81,107.2,103.0,98.0,101.0,0.777,6.85,2.51,8.86,0.92,1.21,0.253,0.399,0.176,0.271,0.409,81.0,102.0,98.0,97.0,101.0,101.0,99.0,98.0,96.0,97.0,103.0,97.0,134.0,112.0,121.0,0.239,0.244,0.162,0.035,0.26,0.07,-0.53,1.1,2.65,0.79,94.8,87.2,95.3,88.9,83.4,0.336,0.477,0.158,0.182,0.182,0.19,0.187,0.346,0.338,0.24,0.307,0.348,0.247,0.387,0.143,80.0,100.0,95.0,0.06,1.09,92.3,0.318,0.455,0.164,,,,,,
6,2024-07-26,746361,Groundout,field_out,True,670541,694813,Yordan Alvarez,Gavin Stone,0,ab242d7f-f100-4b3e-8b32-e7a20404a83a,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.34,3.81,107.2,103.0,98.0,101.0,0.777,6.85,2.51,8.86,0.92,1.21,0.253,0.399,0.176,0.271,0.409,81.0,102.0,98.0,97.0,101.0,101.0,99.0,98.0,96.0,97.0,103.0,97.0,134.0,112.0,121.0,0.239,0.244,0.162,0.035,0.26,0.07,-0.53,1.1,2.65,0.79,94.8,87.2,95.3,88.9,83.4,0.336,0.477,0.158,0.182,0.182,0.19,0.187,0.346,0.338,0.24,0.307,0.348,0.247,0.387,0.143,80.0,100.0,95.0,0.06,1.09,92.3,0.318,0.455,0.164,,,,,,
7,2024-07-26,746361,Lineout,field_out,True,678246,664285,Miguel Vargas,Framber Valdez,0,bfef421b-54ae-4077-b13a-db4ad19c4475,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.43,3.84,110.1,97.0,111.0,101.0,0.758,7.99,3.1,8.24,0.73,3.12,0.206,0.402,0.103,0.344,0.424,126.0,93.0,101.0,130.0,94.0,106.0,58.0,109.0,97.0,96.0,101.0,98.0,103.0,105.0,115.0,0.499,0.016,0.043,0.291,0.151,-3.76,1.42,0.52,0.42,0.03,94.3,89.7,93.9,85.6,80.0,0.295,0.392,0.126,0.149,0.248,0.398,0.259,0.345,0.377,0.227,0.409,0.324,0.4,1.0,0.273,,,,,,,,,,,,,,,
8,2024-07-26,746361,Flyout,field_out,True,571771,664285,Enrique Hernández,Framber Valdez,0,5639220b-5c86-4d48-9ac1-f93b2d693d09,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.43,3.84,110.1,97.0,111.0,101.0,0.758,7.99,3.1,8.24,0.73,3.12,0.206,0.402,0.103,0.344,0.424,126.0,93.0,101.0,130.0,94.0,106.0,58.0,109.0,97.0,96.0,101.0,98.0,103.0,105.0,115.0,0.499,0.016,0.043,0.291,0.151,-3.76,1.42,0.52,0.42,0.03,94.3,89.7,93.9,85.6,80.0,0.295,0.392,0.126,0.149,0.248,0.398,0.259,0.345,0.377,0.227,0.409,0.324,0.4,1.0,0.273,,,,,,,,,,,,,,,
9,2024-07-26,746361,Groundout,field_out,True,624415,664285,Cavan Biggio,Framber Valdez,0,f91e1c9c-c4d3-4e00-9b24-e88d0b0d505c,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.43,3.84,110.1,97.0,111.0,101.0,0.758,7.99,3.1,8.24,0.73,3.12,0.206,0.402,0.103,0.344,0.424,126.0,93.0,101.0,130.0,94.0,106.0,58.0,109.0,97.0,96.0,101.0,98.0,103.0,105.0,115.0,0.499,0.016,0.043,0.291,0.151,-3.76,1.42,0.52,0.42,0.03,94.3,89.7,93.9,85.6,80.0,0.295,0.392,0.126,0.149,0.248,0.398,0.259,0.345,0.377,0.227,0.409,0.324,0.4,1.0,0.273,,,,,,,,,,,,,,,
