,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-29,746901,Hit By Pitch,hit_by_pitch,False,680700,682990,Richie Palacios,Quinn Priester,0,2fd3122a-c841-4add-9b08-a46aac79e698,682990.0,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.34,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,0.302,0.144,0.279,0.145,0.129,-1.72,0.06,-0.99,-1.2,1.51,93.0,88.5,93.1,87.1,80.6,0.29,0.493,0.132,0.246,0.443,0.254,0.161,0.194,0.212,0.4,0.4,0.186,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,
1,2024-09-29,746901,Groundout,field_out,True,691406,682990,Junior Caminero,Quinn Priester,1,bf813311-bc43-401c-a0a5-23d1acbc6e18,682990.0,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.34,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,0.302,0.144,0.279,0.145,0.129,-1.72,0.06,-0.99,-1.2,1.51,93.0,88.5,93.1,87.1,80.6,0.29,0.493,0.132,0.246,0.443,0.254,0.161,0.194,0.212,0.4,0.4,0.186,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,
2,2024-09-29,746901,Groundout,field_out,True,666018,682990,Jonathan Aranda,Quinn Priester,1,0c6d7768-e40d-4b3c-90fc-ae4fefb7e1eb,682990.0,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.34,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,0.302,0.144,0.279,0.145,0.129,-1.72,0.06,-0.99,-1.2,1.51,93.0,88.5,93.1,87.1,80.6,0.29,0.493,0.132,0.246,0.443,0.254,0.161,0.194,0.212,0.4,0.4,0.186,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,
3,2024-09-29,746901,Flyout,field_out,True,666624,682990,Christopher Morel,Quinn Priester,0,481e39fd-cc92-4ffb-a890-a2fc0ea3cd58,682990.0,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.34,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,0.302,0.144,0.279,0.145,0.129,-1.72,0.06,-0.99,-1.2,1.51,93.0,88.5,93.1,87.1,80.6,0.29,0.493,0.132,0.246,0.443,0.254,0.161,0.194,0.212,0.4,0.4,0.186,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,
4,2024-09-29,746901,Strikeout,strikeout,True,680776,686752,Jarren Duran,Ryan Pepiot,0,475bee53-9314-4a46-b3a6-bcaf915e908a,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,,0.506,0.173,0.027,0.235,1.07,,0.51,-1.47,-0.47,94.9,85.8,,89.0,80.6,,,,0.267,0.407,0.317,0.216,0.353,0.286,0.181,0.33,0.316,0.167,0.167,0.5,100.0,103.0,100.0,0.06,-0.88,91.6,0.276,0.586,0.141,,,,,,,,,,,,
5,2024-09-29,746901,Strikeout,strikeout,True,687093,686752,Vaughn Grissom,Ryan Pepiot,0,04557b78-168f-4424-aefe-b58dfe1d6e9c,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,,0.506,0.173,0.027,0.235,1.07,,0.51,-1.47,-0.47,94.9,85.8,,89.0,80.6,,,,0.267,0.407,0.317,0.216,0.353,0.286,0.181,0.33,0.316,0.167,0.167,0.5,100.0,103.0,100.0,0.06,-0.88,91.6,0.276,0.586,0.141,,,,,,,,,,,,
6,2024-09-29,746901,Strikeout,strikeout,True,671213,686752,Triston Casas,Ryan Pepiot,0,0971f288-5579-406e-9896-2767351195fd,686752.0,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,,0.506,0.173,0.027,0.235,1.07,,0.51,-1.47,-0.47,94.9,85.8,,89.0,80.6,,,,0.267,0.407,0.317,0.216,0.353,0.286,0.181,0.33,0.316,0.167,0.167,0.5,100.0,103.0,100.0,0.06,-0.88,91.6,0.276,0.586,0.141,,,,,,,,,,,,
7,2024-09-29,746901,Groundout,field_out,True,666139,682990,Josh Lowe,Quinn Priester,0,9664706d-13d7-42f9-a064-34b2d8f2b2c7,682990.0,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.34,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,0.302,0.144,0.279,0.145,0.129,-1.72,0.06,-0.99,-1.2,1.51,93.0,88.5,93.1,87.1,80.6,0.29,0.493,0.132,0.246,0.443,0.254,0.161,0.194,0.212,0.4,0.4,0.186,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,
8,2024-09-29,746901,Pop Out,field_out,True,676356,682990,Jonny DeLuca,Quinn Priester,0,0f069f95-32af-4a4f-9357-92f98094d224,682990.0,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.34,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,0.302,0.144,0.279,0.145,0.129,-1.72,0.06,-0.99,-1.2,1.51,93.0,88.5,93.1,87.1,80.6,0.29,0.493,0.132,0.246,0.443,0.254,0.161,0.194,0.212,0.4,0.4,0.186,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,
9,2024-09-29,746901,Single,single,False,666185,682990,Dylan Carlson,Quinn Priester,0,0881e4a8-ddf1-4c4d-af9b-a402009e143b,682990.0,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.34,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,0.302,0.144,0.279,0.145,0.129,-1.72,0.06,-0.99,-1.2,1.51,93.0,88.5,93.1,87.1,80.6,0.29,0.493,0.132,0.246,0.443,0.254,0.161,0.194,0.212,0.4,0.4,0.186,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,
