,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-08,744858,Single,single,False,683002,680730,Gunnar Henderson,Mitchell Parker,0,086a72f0-eae6-4d6e-9760-edf520910a8a,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-08,744858,Grounded Into DP,grounded_into_double_play,True,668939,680730,Adley Rutschman,Mitchell Parker,1,848ab953-5e1b-4710-b783-c685d5373687,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-08,744858,Lineout,field_out,True,663624,680730,Ryan Mountcastle,Mitchell Parker,0,088f4c9f-a24a-43aa-b9b8-bcb25ffab672,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-08,744858,Single,single,False,696285,680694,Jacob Young,Kyle Bradish,0,0c292bbd-73ba-4fb5-8ba2-b0b8e02ffca5,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.132,,0.298,0.171,-1.14,,1.3,-0.49,94.4,,88.2,84.0,0.364,0.545,0.261,0.227,0.5,0.283,,,,0.171,0.244,0.34,25.0,111.0,62.0,83.0,103.0,100.0,0.395,0.004,1.52,13.9,92.0,95.3,0.159,0.232,0.2,,,,,,,,,,,,,,,,,,
4,2024-05-08,744858,Hit By Pitch,hit_by_pitch,False,682928,680694,CJ Abrams,Kyle Bradish,1,54ac383d-03e9-4f44-9bec-609d07a064cd,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.132,,0.298,0.171,-1.14,,1.3,-0.49,94.4,,88.2,84.0,0.364,0.545,0.261,0.227,0.5,0.283,,,,0.171,0.244,0.34,25.0,111.0,62.0,83.0,103.0,100.0,0.395,0.004,1.52,13.9,92.0,95.3,0.159,0.232,0.2,,,,,,,,,,,,,,,,,,
5,2024-05-08,744858,Groundout,field_out,True,671277,680694,Luis García Jr.,Kyle Bradish,1,b9be7df3-9b45-441a-892b-45feefd415d2,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.132,,0.298,0.171,-1.14,,1.3,-0.49,94.4,,88.2,84.0,0.364,0.545,0.261,0.227,0.5,0.283,,,,0.171,0.244,0.34,25.0,111.0,62.0,83.0,103.0,100.0,0.395,0.004,1.52,13.9,92.0,95.3,0.159,0.232,0.2,,,,,,,,,,,,,,,,,,
6,2024-05-08,744858,Strikeout,strikeout,True,669222,680694,Nick Senzel,Kyle Bradish,0,d5802a4c-7521-4e6d-9dce-3fe6986c66be,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.132,,0.298,0.171,-1.14,,1.3,-0.49,94.4,,88.2,84.0,0.364,0.545,0.261,0.227,0.5,0.283,,,,0.171,0.244,0.34,25.0,111.0,62.0,83.0,103.0,100.0,0.395,0.004,1.52,13.9,92.0,95.3,0.159,0.232,0.2,,,,,,,,,,,,,,,,,,
7,2024-05-08,744858,Strikeout,strikeout,True,608385,680694,Jesse Winker,Kyle Bradish,0,6010957f-fc73-4cba-af69-6e339ef18f49,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.132,,0.298,0.171,-1.14,,1.3,-0.49,94.4,,88.2,84.0,0.364,0.545,0.261,0.227,0.5,0.283,,,,0.171,0.244,0.34,25.0,111.0,62.0,83.0,103.0,100.0,0.395,0.004,1.52,13.9,92.0,95.3,0.159,0.232,0.2,,,,,,,,,,,,,,,,,,
8,2024-05-08,744858,Walk,walk,False,623993,680730,Anthony Santander,Mitchell Parker,0,db37a4bf-70c9-44f5-9f29-6bdfd2febb76,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-08,744858,Forceout,force_out,True,676059,680730,Jordan Westburg,Mitchell Parker,1,042cfbca-29e7-4c5b-8f58-bccccf4fd756,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,98.0,98.0,98.0,79.0,102.0,97.0,106.0,106.0,110.0,88.0,96.0,95.0,0.49,0.173,0.09,0.246,0.85,-0.37,-1.59,1.0,92.6,85.8,84.6,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
