,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
10,2024-08-31,745296,Flyout,field_out,True,672640,696131,Otto Lopez,Mason Black,0,d138603d-fa2c-4e4a-badc-7ee1ce17bcd0,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-31,745296,Home Run,home_run,False,665052,696131,Griffin Conine,Mason Black,1,73aed5f7-b27f-4c2b-a7b5-5242db1a8666,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-31,745296,Single,single,False,682073,696131,David Hensley,Mason Black,0,ef0534c1-31ae-4a0f-b4df-d55c1ac4a2ca,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-08-31,745296,Flyout,field_out,True,645305,696131,Ali Sánchez,Mason Black,1,fc14d0ef-a619-486e-b890-4d424929c0ca,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-08-31,745296,Flyout,field_out,True,666149,665795,Tyler Fitzgerald,Edward Cabrera,0,2e4e38e3-0142-4742-a41b-458852104d70,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
15,2024-08-31,745296,Strikeout,strikeout,True,672275,665795,Patrick Bailey,Edward Cabrera,0,9a7b94fa-fcb5-41d3-a27a-bd15b433cd09,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
16,2024-08-31,745296,Single,single,True,666464,665795,Jerar Encarnacion,Edward Cabrera,1,6dd36227-cc28-4278-a683-db432416dcbf,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
17,2024-08-31,745296,Groundout,field_out,True,681393,696131,Connor Norby,Mason Black,0,5792fb87-4c03-4327-a070-4f3b31491a05,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-08-31,745296,Single,single,False,660821,696131,Jesús Sánchez,Mason Black,0,a2af852b-9ee7-4118-a38e-a33dc03cd7fb,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-08-31,745296,Strikeout Double Play,strikeout_double_play,True,669394,696131,Jake Burger,Mason Black,1,088d025f-7ca2-40a0-b339-07150e35eaf7,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-08-31,745296,Strikeout,strikeout,True,689172,665795,Brett Wisely,Edward Cabrera,0,f7dedb23-e06a-477b-b011-0d55975977b9,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
21,2024-08-31,745296,Lineout,field_out,True,573262,665795,Mike Yastrzemski,Edward Cabrera,0,ef507b0d-e33a-428d-ace6-7df606125800,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
22,2024-08-31,745296,Groundout,field_out,True,592192,665795,Mark Canha,Edward Cabrera,0,94553be2-3a84-4193-9444-49f94296fd3c,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
23,2024-08-31,745296,Flyout,field_out,True,669065,696131,Kyle Stowers,Mason Black,0,6c25ef28-9345-4a2f-8267-1cea58df21d2,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-08-31,745296,Groundout,field_out,True,681146,696131,Jonah Bride,Mason Black,0,337ac3e1-a143-47a3-9ed9-d2de076f6d5d,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-08-31,745296,Lineout,field_out,True,672640,696131,Otto Lopez,Mason Black,0,af4feb4b-30d0-4d29-9cf1-8faf12c2d067,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-08-31,745296,Lineout,field_out,True,671218,665795,Heliot Ramos,Edward Cabrera,0,00a27c08-7121-438c-9d4d-dff975dfbfac,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
27,2024-08-31,745296,Single,single,False,656305,665795,Matt Chapman,Edward Cabrera,0,5d8e20f8-6a22-4562-8d67-2344aeaaef23,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
28,2024-08-31,745296,Flyout,field_out,True,624424,665795,Michael Conforto,Edward Cabrera,0,04191d99-bdbf-4878-9bc6-f2ba24089eb3,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
29,2024-08-31,745296,Strikeout,strikeout,True,666149,665795,Tyler Fitzgerald,Edward Cabrera,0,997cd927-55f7-4b63-a4fa-78b94f064150,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
30,2024-08-31,745296,Groundout,field_out,True,665052,696131,Griffin Conine,Mason Black,0,e159b4f5-54a2-4f77-871f-39abf396129f,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-08-31,745296,Strikeout,strikeout,True,682073,696131,David Hensley,Mason Black,0,c9a85167-baf8-4204-9ad2-ccc866b4fe62,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-08-31,745296,Strikeout,strikeout,True,645305,696131,Ali Sánchez,Mason Black,0,074bd710-2969-4e92-b028-51470246ad83,696131.0,masonblack,Black,Right,Mason Black,SFG,7.5,6.32,24.0,104.0,98.0,102.0,0.873,8.25,3.0,11.63,2.25,0.61,0.205,0.423,0.179,0.346,0.472,92.0,88.0,78.0,86.0,107.0,102.0,99.0,103.0,101.0,110.0,99.0,102.0,0.274,0.333,0.36,0.033,-3.37,-0.24,-1.08,-14.44,92.1,87.5,92.3,81.9,0.286,0.543,0.127,0.357,0.679,0.221,0.269,0.5,0.098,0.667,0.833,0.0,0.0,0.0,0.188,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-08-31,745296,Groundout,field_out,True,672275,665795,Patrick Bailey,Edward Cabrera,0,021fd094-192c-47d6-931a-a436085985c5,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
34,2024-08-31,745296,Single,single,False,666464,665795,Jerar Encarnacion,Edward Cabrera,0,efd8102e-5c7b-43cb-851e-0bed68644e2f,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.88,4.74,83.0,97.0,102.0,99.0,0.742,9.76,4.66,7.92,1.52,1.42,0.204,0.466,0.136,0.367,0.393,96.0,98.0,104.0,98.0,91.0,87.0,111.0,91.0,93.0,115.0,103.0,106.0,0.091,0.272,0.088,0.339,-1.86,0.04,1.45,0.32,96.3,92.9,96.6,89.2,,,,0.317,0.537,0.148,0.258,0.387,0.123,0.204,0.327,0.329,0.143,0.25,0.333,107.0,101.0,105.0,0.211,-0.16,84.7,0.214,0.482,0.407,,,,,,,,,,,,,,,
