,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff
0,2024-08-27,746916,Hit By Pitch,hit_by_pitch,False,543807,681867,George Springer,Cooper Criswell,0,0dec512c-7d4c-41ac-8e04-42a121eba1cb,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.34,4.23,83.0,102.0,104.0,99.0,0.847,6.61,2.71,9.76,0.87,1.49,0.211,0.506,0.162,0.328,0.409,105.0,101.0,98.0,106.0,111.0,103.0,112.0,95.0,99.0,80.0,101.0,91.0,0.291,0.153,0.299,0.256,-0.05,0.96,-2.23,0.28,86.3,84.4,89.1,77.0,0.27,0.365,0.184,0.31,0.517,0.198,0.307,0.493,0.059,0.179,0.359,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-27,746916,Flyout,field_out,True,662139,681867,Daulton Varsho,Cooper Criswell,0,a6e83a43-1c89-4a57-b4d5-2f1f4836d685,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.34,4.23,83.0,102.0,104.0,99.0,0.847,6.61,2.71,9.76,0.87,1.49,0.211,0.506,0.162,0.328,0.409,105.0,101.0,98.0,106.0,111.0,103.0,112.0,95.0,99.0,80.0,101.0,91.0,0.291,0.153,0.299,0.256,-0.05,0.96,-2.23,0.28,86.3,84.4,89.1,77.0,0.27,0.365,0.184,0.31,0.517,0.198,0.307,0.493,0.059,0.179,0.359,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-27,746916,Single,single,True,665489,681867,Vladimir Guerrero Jr.,Cooper Criswell,1,b3dc49a1-954f-4c76-85ad-7eeed3546d9b,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.34,4.23,83.0,102.0,104.0,99.0,0.847,6.61,2.71,9.76,0.87,1.49,0.211,0.506,0.162,0.328,0.409,105.0,101.0,98.0,106.0,111.0,103.0,112.0,95.0,99.0,80.0,101.0,91.0,0.291,0.153,0.299,0.256,-0.05,0.96,-2.23,0.28,86.3,84.4,89.1,77.0,0.27,0.365,0.184,0.31,0.517,0.198,0.307,0.493,0.059,0.179,0.359,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-27,746916,Walk,walk,False,687462,681867,Spencer Horwitz,Cooper Criswell,0,424c5197-c6b0-4c61-8e2e-fb115a7dd306,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.34,4.23,83.0,102.0,104.0,99.0,0.847,6.61,2.71,9.76,0.87,1.49,0.211,0.506,0.162,0.328,0.409,105.0,101.0,98.0,106.0,111.0,103.0,112.0,95.0,99.0,80.0,101.0,91.0,0.291,0.153,0.299,0.256,-0.05,0.96,-2.23,0.28,86.3,84.4,89.1,77.0,0.27,0.365,0.184,0.31,0.517,0.198,0.307,0.493,0.059,0.179,0.359,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-27,746916,Lineout,field_out,True,680718,681867,Addison Barger,Cooper Criswell,0,8e30aff6-aae1-4dca-a463-daf246f8a67e,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.34,4.23,83.0,102.0,104.0,99.0,0.847,6.61,2.71,9.76,0.87,1.49,0.211,0.506,0.162,0.328,0.409,105.0,101.0,98.0,106.0,111.0,103.0,112.0,95.0,99.0,80.0,101.0,91.0,0.291,0.153,0.299,0.256,-0.05,0.96,-2.23,0.28,86.3,84.4,89.1,77.0,0.27,0.365,0.184,0.31,0.517,0.198,0.307,0.493,0.059,0.179,0.359,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-27,746916,Home Run,home_run,False,680776,684320,Jarren Duran,Yariel Rodríguez,0,944af1dc-7cfc-4149-bb6e-5a235b9829dc,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,,,,82.0,96.0,95.0,118.0,102.0,109.0,,,,0.09,,0.268,,,2.14,0.0,,,,93.2,84.6,,,,,,,0.211,0.211,0.146,,,,92.0,92.0,98.0,86.0,93.0,89.0,87.0,107.0,104.0,0.434,0.102,0.106,-0.18,0.74,-3.65,93.9,88.9,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.375,0.875,0.267
6,2024-08-27,746916,Flyout,field_out,True,666152,684320,David Hamilton,Yariel Rodríguez,0,65a88b44-7481-46f2-b65b-cb13426595f4,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,,,,82.0,96.0,95.0,118.0,102.0,109.0,,,,0.09,,0.268,,,2.14,0.0,,,,93.2,84.6,,,,,,,0.211,0.211,0.146,,,,92.0,92.0,98.0,86.0,93.0,89.0,87.0,107.0,104.0,0.434,0.102,0.106,-0.18,0.74,-3.65,93.9,88.9,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.375,0.875,0.267
7,2024-08-27,746916,Strikeout,strikeout,True,641933,684320,Tyler O'Neill,Yariel Rodríguez,0,30f11028-4a40-435d-8278-a85472e3d46d,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,,,,82.0,96.0,95.0,118.0,102.0,109.0,,,,0.09,,0.268,,,2.14,0.0,,,,93.2,84.6,,,,,,,0.211,0.211,0.146,,,,92.0,92.0,98.0,86.0,93.0,89.0,87.0,107.0,104.0,0.434,0.102,0.106,-0.18,0.74,-3.65,93.9,88.9,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.375,0.875,0.267
8,2024-08-27,746916,Walk,walk,False,671213,684320,Triston Casas,Yariel Rodríguez,0,cac6c694-9a98-4a27-aad5-0060f3e8bc13,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,,,,82.0,96.0,95.0,118.0,102.0,109.0,,,,0.09,,0.268,,,2.14,0.0,,,,93.2,84.6,,,,,,,0.211,0.211,0.146,,,,92.0,92.0,98.0,86.0,93.0,89.0,87.0,107.0,104.0,0.434,0.102,0.106,-0.18,0.74,-3.65,93.9,88.9,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.375,0.875,0.267
9,2024-08-27,746916,Double,double,False,677800,684320,Wilyer Abreu,Yariel Rodríguez,1,f8166680-853f-4f4e-8f8c-0577dc0bb879,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,,,,82.0,96.0,95.0,118.0,102.0,109.0,,,,0.09,,0.268,,,2.14,0.0,,,,93.2,84.6,,,,,,,0.211,0.211,0.146,,,,92.0,92.0,98.0,86.0,93.0,89.0,87.0,107.0,104.0,0.434,0.102,0.106,-0.18,0.74,-3.65,93.9,88.9,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.375,0.875,0.267
