,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,wFA/C,wSL/C,wKC/C,vFA,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-13,747177,Lineout,field_out,True,543807,700270,George Springer,Yilber Diaz,0,a0fd795d-3ab8-427a-8940-ba7f2bc458a6,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-13,747177,Flyout,field_out,True,687462,700270,Spencer Horwitz,Yilber Diaz,0,aa2ad63c-e638-4cd1-b450-5d30617829da,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-13,747177,Pop Out,field_out,True,665489,700270,Vladimir Guerrero Jr.,Yilber Diaz,0,368a37bc-4719-4b0c-859d-bb757d809a12,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-13,747177,Groundout,field_out,True,682998,621244,Corbin Carroll,José Berríos,0,0916353f-1f1f-4818-820f-a10a7b656a62,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,82.0,100.0,92.0,,,,,,,0.175,,,-1.98,,,94.0,,,0.333,0.648,0.183,,,,,,,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.031,0.301,0.163,-2.81,0.53,0.16,1.45,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.375,0.438,0.03,,,,,,,,,
4,2024-07-13,747177,Walk,walk,False,606466,621244,Ketel Marte,José Berríos,0,7771a653-ef2f-4ea3-910b-f8925b3354bc,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,82.0,100.0,92.0,,,,,,,0.175,,,-1.98,,,94.0,,,0.333,0.648,0.183,,,,,,,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.031,0.301,0.163,-2.81,0.53,0.16,1.45,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.375,0.438,0.03,,,,,,,,,
5,2024-07-13,747177,Double,double,False,592626,621244,Joc Pederson,José Berríos,1,ead0d3e1-b32d-44b6-8627-d921c811b975,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,82.0,100.0,92.0,,,,,,,0.175,,,-1.98,,,94.0,,,0.333,0.648,0.183,,,,,,,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.031,0.301,0.163,-2.81,0.53,0.16,1.45,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.375,0.438,0.03,,,,,,,,,
6,2024-07-13,747177,Groundout,field_out,True,572233,621244,Christian Walker,José Berríos,0,3368477c-4c69-45bd-891b-69944b656ce4,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,82.0,100.0,92.0,,,,,,,0.175,,,-1.98,,,94.0,,,0.333,0.648,0.183,,,,,,,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.031,0.301,0.163,-2.81,0.53,0.16,1.45,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.375,0.438,0.03,,,,,,,,,
7,2024-07-13,747177,Lineout,field_out,True,666971,621244,Lourdes Gurriel Jr.,José Berríos,0,16ee7513-a85b-4f62-865c-b2a63aa84c1c,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,82.0,100.0,92.0,,,,,,,0.175,,,-1.98,,,94.0,,,0.333,0.648,0.183,,,,,,,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.031,0.301,0.163,-2.81,0.53,0.16,1.45,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.375,0.438,0.03,,,,,,,,,
8,2024-07-13,747177,Lineout,field_out,True,457759,700270,Justin Turner,Yilber Diaz,0,9a0d4d6b-2577-4514-82d0-7efd322b45d4,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-13,747177,Triple,triple,False,662139,700270,Daulton Varsho,Yilber Diaz,0,2032c3d7-e8e9-4997-8b6b-5aec01e195d1,700270.0,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,1.5,3.61,12.0,94.0,79.0,91.0,0.803,5.25,2.25,6.0,0.75,0.92,0.314,0.314,0.114,0.429,0.424,79.0,95.0,86.0,87.0,98.0,105.0,51.0,76.0,78.0,0.606,0.3,0.094,1.37,2.33,-2.49,96.1,83.4,78.8,0.226,0.387,0.118,0.0,0.0,0.467,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
