,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,wSL/C,wKC/C,vSL,vKC,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff
0,2024-09-15,747071,Strikeout,strikeout,True,660271,450203,Shohei Ohtani,Charlie Morton,0,8ddbb4f2-0eba-41fe-9380-b80a3749b78f,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.01,4.42,155.0,97.0,95.0,97.0,0.753,9.35,3.43,8.25,1.22,1.41,0.237,0.435,0.141,0.333,0.409,87.0,95.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,79.0,97.0,89.0,73.0,91.0,86.0,0.095,0.295,0.079,0.421,0.111,-1.09,-1.16,0.64,0.64,-0.93,94.1,88.5,84.9,93.5,81.5,0.204,0.319,0.345,0.269,0.491,0.193,0.279,0.541,0.322,0.315,0.426,0.075,0.303,0.606,0.146,,,,,,,,,,,,,,,,,,
1,2024-09-15,747071,Flyout,field_out,True,605141,450203,Mookie Betts,Charlie Morton,0,e25c9cac-9ef6-4931-b015-adbcb81716b1,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.01,4.42,155.0,97.0,95.0,97.0,0.753,9.35,3.43,8.25,1.22,1.41,0.237,0.435,0.141,0.333,0.409,87.0,95.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,79.0,97.0,89.0,73.0,91.0,86.0,0.095,0.295,0.079,0.421,0.111,-1.09,-1.16,0.64,0.64,-0.93,94.1,88.5,84.9,93.5,81.5,0.204,0.319,0.345,0.269,0.491,0.193,0.279,0.541,0.322,0.315,0.426,0.075,0.303,0.606,0.146,,,,,,,,,,,,,,,,,,
2,2024-09-15,747071,Walk,walk,False,518692,450203,Freddie Freeman,Charlie Morton,0,eb26b9d5-6215-4036-877f-f262633897d7,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.01,4.42,155.0,97.0,95.0,97.0,0.753,9.35,3.43,8.25,1.22,1.41,0.237,0.435,0.141,0.333,0.409,87.0,95.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,79.0,97.0,89.0,73.0,91.0,86.0,0.095,0.295,0.079,0.421,0.111,-1.09,-1.16,0.64,0.64,-0.93,94.1,88.5,84.9,93.5,81.5,0.204,0.319,0.345,0.269,0.491,0.193,0.279,0.541,0.322,0.315,0.426,0.075,0.303,0.606,0.146,,,,,,,,,,,,,,,,,,
3,2024-09-15,747071,Groundout,field_out,True,606192,450203,Teoscar Hernández,Charlie Morton,0,41b6a035-499c-4f00-a6fd-592d0ce50474,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.01,4.42,155.0,97.0,95.0,97.0,0.753,9.35,3.43,8.25,1.22,1.41,0.237,0.435,0.141,0.333,0.409,87.0,95.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,79.0,97.0,89.0,73.0,91.0,86.0,0.095,0.295,0.079,0.421,0.111,-1.09,-1.16,0.64,0.64,-0.93,94.1,88.5,84.9,93.5,81.5,0.204,0.319,0.345,0.269,0.491,0.193,0.279,0.541,0.322,0.315,0.426,0.075,0.303,0.606,0.146,,,,,,,,,,,,,,,,,,
4,2024-09-15,747071,Groundout,field_out,True,671739,621111,Michael Harris II,Walker Buehler,0,82a87133-c461-440d-96da-f5633325398f,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.54,5.02,65.0,102.0,94.0,101.0,0.826,7.48,3.6,10.94,2.08,1.21,0.224,0.435,0.14,0.346,0.44,70.0,100.0,89.0,,,,86.0,102.0,99.0,83.0,102.0,95.0,102.0,103.0,101.0,0.173,0.293,0.193,,0.056,-2.77,0.82,-0.07,,-6.45,95.1,91.3,90.1,94.9,,0.277,0.426,0.242,0.357,0.743,0.151,0.476,0.81,0.065,0.264,0.283,0.124,0.255,0.468,0.233,121.0,101.0,110.0,99.0,99.0,106.0,0.094,0.19,-1.42,-1.28,83.1,78.1,0.111,0.333,0.295,1.0,2.5,0.25
5,2024-09-15,747071,Strikeout,strikeout,True,624585,621111,Jorge Soler,Walker Buehler,0,6761ed6f-a28d-440c-a8f2-0b264c2e3bc8,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.54,5.02,65.0,102.0,94.0,101.0,0.826,7.48,3.6,10.94,2.08,1.21,0.224,0.435,0.14,0.346,0.44,70.0,100.0,89.0,,,,86.0,102.0,99.0,83.0,102.0,95.0,102.0,103.0,101.0,0.173,0.293,0.193,,0.056,-2.77,0.82,-0.07,,-6.45,95.1,91.3,90.1,94.9,,0.277,0.426,0.242,0.357,0.743,0.151,0.476,0.81,0.065,0.264,0.283,0.124,0.255,0.468,0.233,121.0,101.0,110.0,99.0,99.0,106.0,0.094,0.19,-1.42,-1.28,83.1,78.1,0.111,0.333,0.295,1.0,2.5,0.25
6,2024-09-15,747071,Groundout,field_out,True,542303,621111,Marcell Ozuna,Walker Buehler,0,d7bd6033-c8d6-4f6d-b53a-ae46c234a23b,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.54,5.02,65.0,102.0,94.0,101.0,0.826,7.48,3.6,10.94,2.08,1.21,0.224,0.435,0.14,0.346,0.44,70.0,100.0,89.0,,,,86.0,102.0,99.0,83.0,102.0,95.0,102.0,103.0,101.0,0.173,0.293,0.193,,0.056,-2.77,0.82,-0.07,,-6.45,95.1,91.3,90.1,94.9,,0.277,0.426,0.242,0.357,0.743,0.151,0.476,0.81,0.065,0.264,0.283,0.124,0.255,0.468,0.233,121.0,101.0,110.0,99.0,99.0,106.0,0.094,0.19,-1.42,-1.28,83.1,78.1,0.111,0.333,0.295,1.0,2.5,0.25
7,2024-09-15,747071,Double,double,False,669242,450203,Tommy Edman,Charlie Morton,0,b7a10f1d-2972-4a02-8b83-bb45721bc234,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.01,4.42,155.0,97.0,95.0,97.0,0.753,9.35,3.43,8.25,1.22,1.41,0.237,0.435,0.141,0.333,0.409,87.0,95.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,79.0,97.0,89.0,73.0,91.0,86.0,0.095,0.295,0.079,0.421,0.111,-1.09,-1.16,0.64,0.64,-0.93,94.1,88.5,84.9,93.5,81.5,0.204,0.319,0.345,0.269,0.491,0.193,0.279,0.541,0.322,0.315,0.426,0.075,0.303,0.606,0.146,,,,,,,,,,,,,,,,,,
8,2024-09-15,747071,Flyout,field_out,True,571970,450203,Max Muncy,Charlie Morton,0,92b31d0e-63c4-449c-b7cd-8ffdae497e32,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.01,4.42,155.0,97.0,95.0,97.0,0.753,9.35,3.43,8.25,1.22,1.41,0.237,0.435,0.141,0.333,0.409,87.0,95.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,79.0,97.0,89.0,73.0,91.0,86.0,0.095,0.295,0.079,0.421,0.111,-1.09,-1.16,0.64,0.64,-0.93,94.1,88.5,84.9,93.5,81.5,0.204,0.319,0.345,0.269,0.491,0.193,0.279,0.541,0.322,0.315,0.426,0.075,0.303,0.606,0.146,,,,,,,,,,,,,,,,,,
9,2024-09-15,747071,Strikeout,strikeout,True,666158,450203,Gavin Lux,Charlie Morton,0,f70306e3-60be-4b76-aede-359c35da7183,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.01,4.42,155.0,97.0,95.0,97.0,0.753,9.35,3.43,8.25,1.22,1.41,0.237,0.435,0.141,0.333,0.409,87.0,95.0,93.0,121.0,98.0,107.0,72.0,99.0,90.0,79.0,97.0,89.0,73.0,91.0,86.0,0.095,0.295,0.079,0.421,0.111,-1.09,-1.16,0.64,0.64,-0.93,94.1,88.5,84.9,93.5,81.5,0.204,0.319,0.345,0.269,0.491,0.193,0.279,0.541,0.322,0.315,0.426,0.075,0.303,0.606,0.146,,,,,,,,,,,,,,,,,,
