,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-29,747211,Flyout,field_out,True,605141,674072,Mookie Betts,Tommy Henry,0,9da9f311-7cbf-401b-81e3-75713ebc9a04,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,66.0,100.0,92.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.323,0.072,0.238,0.177,-1.54,-2.27,-5.16,-1.9,-1.65,89.8,83.7,90.3,82.8,78.1,0.261,0.63,0.135,0.268,0.561,0.123,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-29,747211,Single,single,False,660271,674072,Shohei Ohtani,Tommy Henry,0,2dd7c543-7882-4568-82c8-5de1fbf17a0e,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,66.0,100.0,92.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.323,0.072,0.238,0.177,-1.54,-2.27,-5.16,-1.9,-1.65,89.8,83.7,90.3,82.8,78.1,0.261,0.63,0.135,0.268,0.561,0.123,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-29,747211,Single,single,False,518692,674072,Freddie Freeman,Tommy Henry,1,84f5d01a-71b7-4a42-b42c-4cb8cb3786d3,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,66.0,100.0,92.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.323,0.072,0.238,0.177,-1.54,-2.27,-5.16,-1.9,-1.65,89.8,83.7,90.3,82.8,78.1,0.261,0.63,0.135,0.268,0.561,0.123,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-29,747211,Grounded Into DP,grounded_into_double_play,True,669257,674072,Will Smith,Tommy Henry,1,366c92fc-5b6f-4f4f-8e45-749dfd561cd5,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,66.0,100.0,92.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.323,0.072,0.238,0.177,-1.54,-2.27,-5.16,-1.9,-1.65,89.8,83.7,90.3,82.8,78.1,0.261,0.63,0.135,0.268,0.561,0.123,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-29,747211,Walk,walk,False,677942,572020,Blaze Alexander,James Paxton,0,dc99ff64-fe4b-4aed-9be0-bab147aa8f26,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,,0.07,0.34,-4.92,,,-1.66,93.2,82.6,92.6,,,0.243,0.381,0.138,0.224,0.355,0.358,0.462,0.692,0.095,0.217,0.348,0.31,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.037,0.284,-3.42,-0.23,84.0,80.8,0.308,0.769,0.13,,,,,,,,,
5,2024-04-29,747211,Strikeout,strikeout,True,666971,572020,Lourdes Gurriel Jr.,James Paxton,0,df399c21-468a-434f-993a-6459a52e2be2,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,,0.07,0.34,-4.92,,,-1.66,93.2,82.6,92.6,,,0.243,0.381,0.138,0.224,0.355,0.358,0.462,0.692,0.095,0.217,0.348,0.31,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.037,0.284,-3.42,-0.23,84.0,80.8,0.308,0.769,0.13,,,,,,,,,
6,2024-04-29,747211,Double,double,False,606466,572020,Ketel Marte,James Paxton,1,19714617-05cf-47e4-aac8-43b9708ad42d,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,,0.07,0.34,-4.92,,,-1.66,93.2,82.6,92.6,,,0.243,0.381,0.138,0.224,0.355,0.358,0.462,0.692,0.095,0.217,0.348,0.31,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.037,0.284,-3.42,-0.23,84.0,80.8,0.308,0.769,0.13,,,,,,,,,
7,2024-04-29,747211,Sac Fly,sac_fly,True,572233,572020,Christian Walker,James Paxton,1,22f9ec20-9a35-45a7-a54f-65c7ee9d48c1,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,,0.07,0.34,-4.92,,,-1.66,93.2,82.6,92.6,,,0.243,0.381,0.138,0.224,0.355,0.358,0.462,0.692,0.095,0.217,0.348,0.31,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.037,0.284,-3.42,-0.23,84.0,80.8,0.308,0.769,0.13,,,,,,,,,
8,2024-04-29,747211,Strikeout,strikeout,True,553993,572020,Eugenio Suárez,James Paxton,0,2ef7f746-9f24-45dd-9558-8601f384251f,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,,,,69.0,98.0,85.0,65.0,98.0,92.0,,,,0.032,0.577,,,0.07,0.34,-4.92,,,-1.66,93.2,82.6,92.6,,,0.243,0.381,0.138,0.224,0.355,0.358,0.462,0.692,0.095,0.217,0.348,0.31,,,,79.0,96.0,96.0,82.0,95.0,84.0,0.037,0.284,-3.42,-0.23,84.0,80.8,0.308,0.769,0.13,,,,,,,,,
9,2024-04-29,747211,Single,single,False,606192,674072,Teoscar Hernández,Tommy Henry,0,572914a5-a21d-4b7b-8c76-c31eda571500,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,66.0,100.0,92.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.323,0.072,0.238,0.177,-1.54,-2.27,-5.16,-1.9,-1.65,89.8,83.7,90.3,82.8,78.1,0.261,0.63,0.135,0.268,0.561,0.123,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,,,,,,,,,,,,,,,,,,,,,,,,
