,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-04-24,746725,Flyout,field_out,True,656941,666157,Kyle Schwarber,Nick Lodolo,0,82748aab-ea6f-4f46-926b-d71d688ed492,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-24,746725,Hit By Pitch,hit_by_pitch,False,607208,666157,Trea Turner,Nick Lodolo,0,2a0692d6-3de5-481d-b4c1-ea2a7a8e1ac8,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-24,746725,Single,single,True,664761,666157,Alec Bohm,Nick Lodolo,1,545060ca-0aa4-468b-9cf4-4ac7d77a2d45,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-24,746725,Strikeout,strikeout,True,592206,666157,Nick Castellanos,Nick Lodolo,0,ca524621-d45a-4d45-bc5c-66463b2c82e0,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-24,746725,Strikeout,strikeout,True,666181,605513,Will Benson,Spencer Turnbull,0,4c10e1ef-8749-4356-a0e0-3d68f673479f,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,0.123,0.348,0.09,0.053,-0.45,-1.62,2.03,1.38,92.0,87.7,93.2,78.8,0.28,0.453,0.162,0.067,0.067,0.594,0.0,0.0,0.167,0.238,0.667,0.089,127.0,97.0,102.0,0.385,1.97,83.9,0.071,0.071,0.406,,,,,,,,,,,,,,,,,,
5,2024-04-24,746725,Strikeout,strikeout,True,682829,605513,Elly De La Cruz,Spencer Turnbull,0,a808ba7b-2da3-4607-b4d8-ceba92e7d069,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,0.123,0.348,0.09,0.053,-0.45,-1.62,2.03,1.38,92.0,87.7,93.2,78.8,0.28,0.453,0.162,0.067,0.067,0.594,0.0,0.0,0.167,0.238,0.667,0.089,127.0,97.0,102.0,0.385,1.97,83.9,0.071,0.071,0.406,,,,,,,,,,,,,,,,,,
6,2024-04-24,746725,Walk,walk,False,668715,605513,Spencer Steer,Spencer Turnbull,0,f9d82aab-f1da-445c-9235-48ce7a07d34a,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,0.123,0.348,0.09,0.053,-0.45,-1.62,2.03,1.38,92.0,87.7,93.2,78.8,0.28,0.453,0.162,0.067,0.067,0.594,0.0,0.0,0.167,0.238,0.667,0.089,127.0,97.0,102.0,0.385,1.97,83.9,0.071,0.071,0.406,,,,,,,,,,,,,,,,,,
7,2024-04-24,746725,Groundout,field_out,True,687952,605513,Christian Encarnacion-Strand,Spencer Turnbull,1,25f31f99-cf53-49ac-bd6b-8122acbb883c,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,0.123,0.348,0.09,0.053,-0.45,-1.62,2.03,1.38,92.0,87.7,93.2,78.8,0.28,0.453,0.162,0.067,0.067,0.594,0.0,0.0,0.167,0.238,0.667,0.089,127.0,97.0,102.0,0.385,1.97,83.9,0.071,0.071,0.406,,,,,,,,,,,,,,,,,,
8,2024-04-24,746725,Flyout,field_out,True,593160,666157,Whit Merrifield,Nick Lodolo,0,5431dcd4-83cc-4c38-8d3b-4f64d5c82017,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-24,746725,Double,double,False,624641,666157,Edmundo Sosa,Nick Lodolo,0,3402a6f1-9e10-4165-8cc3-d5f39e30112b,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
