,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-30,746477,Strikeout,strikeout,True,680977,656427,Brendan Donovan,Jack Flaherty,0,b90943e1-e014-48c3-b03e-3de9606abb39,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-30,746477,Strikeout,strikeout,True,575929,656427,Willson Contreras,Jack Flaherty,0,03a6cf4b-bf3c-48fb-b1df-655d64df8294,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-30,746477,Strikeout,strikeout,True,663457,656427,Lars Nootbaar,Jack Flaherty,0,bdce99fa-a18e-4b06-a131-e42165649427,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-30,746477,Flyout,field_out,True,682985,502043,Riley Greene,Kyle Gibson,0,e61e1860-80d1-488c-97e9-d6d17cca2d2c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.279,0.127,0.221,,0.086,-2.35,0.83,0.35,,1.85,91.5,84.8,90.7,80.6,,0.293,0.683,0.076,0.222,0.306,0.454,0.304,0.739,0.493,0.167,0.194,0.342,0.252,0.409,0.108,105.0,105.0,106.0,94.0,94.0,89.0,0.205,0.082,0.34,-1.85,88.9,78.5,0.322,0.441,0.211,,,,,,,,,
4,2024-04-30,746477,Strikeout,strikeout,True,663837,502043,Matt Vierling,Kyle Gibson,0,716fa3b3-3ebc-44e0-b685-dff6893aa8a1,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.279,0.127,0.221,,0.086,-2.35,0.83,0.35,,1.85,91.5,84.8,90.7,80.6,,0.293,0.683,0.076,0.222,0.306,0.454,0.304,0.739,0.493,0.167,0.194,0.342,0.252,0.409,0.108,105.0,105.0,106.0,94.0,94.0,89.0,0.205,0.082,0.34,-1.85,88.9,78.5,0.322,0.441,0.211,,,,,,,,,
5,2024-04-30,746477,Groundout,field_out,True,672761,502043,Wenceel Pérez,Kyle Gibson,0,47d6d70c-4525-42ad-af36-a569639edb99,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.279,0.127,0.221,,0.086,-2.35,0.83,0.35,,1.85,91.5,84.8,90.7,80.6,,0.293,0.683,0.076,0.222,0.306,0.454,0.304,0.739,0.493,0.167,0.194,0.342,0.252,0.409,0.108,105.0,105.0,106.0,94.0,94.0,89.0,0.205,0.082,0.34,-1.85,88.9,78.5,0.322,0.441,0.211,,,,,,,,,
6,2024-04-30,746477,Strikeout,strikeout,True,571448,656427,Nolan Arenado,Jack Flaherty,0,c34b3b41-0aff-43ef-83ab-2159e69758bb,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-30,746477,Strikeout,strikeout,True,502671,656427,Paul Goldschmidt,Jack Flaherty,0,15e68b7b-e27a-4ba0-8d8a-5facd0a52016,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-30,746477,Strikeout,strikeout,True,676475,656427,Alec Burleson,Jack Flaherty,0,0b4c9e77-688b-4552-8fe3-3f63545766f8,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-30,746477,Groundout,field_out,True,681481,502043,Kerry Carpenter,Kyle Gibson,0,f17a0673-ec64-4294-ac7b-3b6387052ad4,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.279,0.127,0.221,,0.086,-2.35,0.83,0.35,,1.85,91.5,84.8,90.7,80.6,,0.293,0.683,0.076,0.222,0.306,0.454,0.304,0.739,0.493,0.167,0.194,0.342,0.252,0.409,0.108,105.0,105.0,106.0,94.0,94.0,89.0,0.205,0.082,0.34,-1.85,88.9,78.5,0.322,0.441,0.211,,,,,,,,,
10,2024-04-30,746477,Groundout,field_out,True,679529,502043,Spencer Torkelson,Kyle Gibson,0,f9cb048e-29ce-4bb8-9926-bfb070fe7d33,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.279,0.127,0.221,,0.086,-2.35,0.83,0.35,,1.85,91.5,84.8,90.7,80.6,,0.293,0.683,0.076,0.222,0.306,0.454,0.304,0.739,0.493,0.167,0.194,0.342,0.252,0.409,0.108,105.0,105.0,106.0,94.0,94.0,89.0,0.205,0.082,0.34,-1.85,88.9,78.5,0.322,0.441,0.211,,,,,,,,,
11,2024-04-30,746477,Flyout,field_out,True,690993,502043,Colt Keith,Kyle Gibson,0,475d025b-638f-4c38-bb31-83ef865088b9,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.16,4.92,101.2,97.0,93.0,95.0,0.736,8.5,3.63,8.59,1.15,1.5,0.213,0.419,0.162,0.344,0.344,94.0,93.0,85.0,80.0,85.0,80.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.279,0.127,0.221,,0.086,-2.35,0.83,0.35,,1.85,91.5,84.8,90.7,80.6,,0.293,0.683,0.076,0.222,0.306,0.454,0.304,0.739,0.493,0.167,0.194,0.342,0.252,0.409,0.108,105.0,105.0,106.0,94.0,94.0,89.0,0.205,0.082,0.34,-1.85,88.9,78.5,0.322,0.441,0.211,,,,,,,,,
12,2024-04-30,746477,Strikeout,strikeout,True,669357,656427,Nolan Gorman,Jack Flaherty,0,c82c8471-d546-4904-82c3-1cfeda66fa92,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-30,746477,Groundout,field_out,True,691026,656427,Masyn Winn,Jack Flaherty,0,ad3f0747-bf82-4f27-9d41-afdab9055d74,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,
