,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
10,2024-05-03,745589,Walk,walk,False,656305,605400,Matt Chapman,Aaron Nola,1,460d5011-4c3c-4063-a043-ee1e36452ced,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-03,745589,Strikeout,strikeout,True,573262,605400,Mike Yastrzemski,Aaron Nola,0,a54a7a1b-3b7d-4e9f-8c94-8e2738219678,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-05-03,745589,Double,double,False,642731,605400,Thairo Estrada,Aaron Nola,1,3ad86b28-c12d-4287-b48d-6be308ab7962,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-05-03,745589,Walk,walk,False,605113,605400,Nick Ahmed,Aaron Nola,0,54021749-2920-4f65-98dd-33ebf82a9bbd,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-05-03,745589,Pop Out,field_out,True,808982,605400,Jung Hoo Lee,Aaron Nola,0,b8dbfa27-68e5-409a-aa38-6b9bff27b81c,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-05-03,745589,Walk,walk,False,664774,605400,LaMonte Wade Jr.,Aaron Nola,1,46b979b5-746e-4241-8a0f-3b827b088b28,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-03,745589,Pop Out,field_out,True,624585,605400,Jorge Soler,Aaron Nola,0,5c6cdccd-f232-4baa-93bf-34cbb0d7a13e,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-03,745589,Strikeout,strikeout,True,669016,663855,Brandon Marsh,Jordan Hicks,0,22ad83b3-3d96-485c-a68c-0015fbdff050,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
18,2024-05-03,745589,Field Error,field_error,False,592206,663855,Nick Castellanos,Jordan Hicks,0,dd91d94c-5193-4745-bc4c-ea633d20c51c,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
19,2024-05-03,745589,Lineout,field_out,True,681082,663855,Bryson Stott,Jordan Hicks,0,a16598a5-d23d-4b1b-9cf5-92a6c8756b2a,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
20,2024-05-03,745589,Flyout,field_out,True,679032,663855,Johan Rojas,Jordan Hicks,0,6c206af3-9b0d-495f-81b4-92c3fb4ee96f,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
21,2024-05-03,745589,Single,single,False,624424,605400,Michael Conforto,Aaron Nola,0,81b72eae-0fdf-4fa5-8f14-777c73c6e48c,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-05-03,745589,Single,single,False,608596,605400,Tom Murphy,Aaron Nola,1,17acdfbd-86d6-4b66-9704-50082c3cca70,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-05-03,745589,Grounded Into DP,grounded_into_double_play,True,656305,605400,Matt Chapman,Aaron Nola,1,d44d261e-162f-49c4-a121-1aefc7a261d6,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-05-03,745589,Strikeout,strikeout,True,573262,605400,Mike Yastrzemski,Aaron Nola,0,1086c436-1552-4bf6-8b34-114622fc0a6d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-05-03,745589,Field Error,field_error,False,656941,663855,Kyle Schwarber,Jordan Hicks,0,6679872b-f79c-47e2-8639-f4e1f944128f,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
26,2024-05-03,745589,Strikeout,strikeout,True,607208,663855,Trea Turner,Jordan Hicks,0,62a65b89-77dd-4e24-bb1a-213e2d9e1975,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
27,2024-05-03,745589,Walk,walk,False,547180,663855,Bryce Harper,Jordan Hicks,1,3544c92a-fccd-493f-8adf-ca7c80c7df96,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
28,2024-05-03,745589,Single,single,False,664761,663855,Alec Bohm,Jordan Hicks,1,c61c2c65-e7b0-4964-8a2c-4f67527ac8dd,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
29,2024-05-03,745589,Walk,walk,False,592663,663855,J.T. Realmuto,Jordan Hicks,1,cb752465-116e-40e9-97e6-d35427ea8872,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
30,2024-05-03,745589,Single,single,False,669016,663855,Brandon Marsh,Jordan Hicks,1,970cbc0f-2fae-4064-be17-f5389f9f01ac,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
31,2024-05-03,745589,Flyout,field_out,True,592206,663855,Nick Castellanos,Jordan Hicks,0,05ec267c-87bc-4d13-aa25-74cc58d1e84f,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
32,2024-05-03,745589,Flyout,field_out,True,681082,663855,Bryson Stott,Jordan Hicks,1,065b6006-9d2f-4b15-8e6b-8be4c0cd4372,663855.0,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,3.79,4.76,95.0,96.0,106.0,99.0,0.762,7.86,3.41,8.81,1.04,1.62,0.213,0.426,0.124,0.33,0.404,,,,78.0,96.0,88.0,95.0,97.0,95.0,,,,,,,0.507,0.052,,,,-3.81,,0.19,,,95.5,,,94.4,,,,,0.263,0.421,0.194,0.337,0.484,0.122,,,,,,,123.0,98.0,104.0,121.0,92.0,106.0,0.21,0.23,-0.21,0.18,84.2,81.0,0.165,0.271,0.399,0.145,0.319,0.377,,,,,,
33,2024-05-03,745589,Groundout,field_out,True,642731,605400,Thairo Estrada,Aaron Nola,0,6624bdd5-d15a-4293-a406-e94ef99d214f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
