,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff
0,2024-06-02,746061,Single,single,False,543760,669432,Marcus Semien,Trevor Rogers,0,8ef11cbe-d266-4b70-9227-c3a2a6e8a28a,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-02,746061,Single,single,False,608369,669432,Corey Seager,Trevor Rogers,1,4baf8c6d-72e1-4ab2-9eb9-821e66fb0ce4,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-02,746061,Single,single,False,543257,669432,Robbie Grossman,Trevor Rogers,1,29bba49e-6699-4d75-8074-8654f967a88b,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-02,746061,Single,single,False,666969,669432,Adolis García,Trevor Rogers,1,91b7a1fd-8be0-404f-bc92-8cf4ae11f81c,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-02,746061,Grounded Into DP,grounded_into_double_play,True,641680,669432,Jonah Heim,Trevor Rogers,1,d2e5ca62-c348-4207-9b0e-3d9b9d866414,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-02,746061,Pop Out,field_out,True,694671,669432,Wyatt Langford,Trevor Rogers,0,449937aa-1587-433c-a15e-ffbd2ffe8a12,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-02,746061,Strikeout,strikeout,True,667472,571760,Dane Myers,Andrew Heaney,0,eadac365-0ab3-4867-90b7-35596c79c644,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.154,-0.05,,-0.02,1.0,91.5,83.8,,82.0,0.22,0.422,0.224,,,,0.256,0.329,0.229,0.252,0.383,0.382,126.0,105.0,102.0,20.0,51.0,51.0,0.002,0.032,-19.18,-7.71,86.6,75.5,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
7,2024-06-02,746061,Flyout,field_out,True,650559,571760,Bryan De La Cruz,Andrew Heaney,0,da01c994-e8dc-49b8-810f-a1f2c0e4df91,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.154,-0.05,,-0.02,1.0,91.5,83.8,,82.0,0.22,0.422,0.224,,,,0.256,0.329,0.229,0.252,0.383,0.382,126.0,105.0,102.0,20.0,51.0,51.0,0.002,0.032,-19.18,-7.71,86.6,75.5,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
8,2024-06-02,746061,Strikeout,strikeout,True,669394,571760,Jake Burger,Andrew Heaney,0,213e576d-6783-4575-be4b-1d2a6b0b7bcd,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.79,3.93,95.0,101.0,82.0,99.0,0.751,9.19,2.46,8.81,1.33,0.77,0.26,0.409,0.149,0.285,0.415,85.0,105.0,99.0,76.0,101.0,98.0,,,,89.0,98.0,100.0,,0.522,0.29,0.154,-0.05,,-0.02,1.0,91.5,83.8,,82.0,0.22,0.422,0.224,,,,0.256,0.329,0.229,0.252,0.383,0.382,126.0,105.0,102.0,20.0,51.0,51.0,0.002,0.032,-19.18,-7.71,86.6,75.5,0.8,2.0,0.125,,,,,,,,,,,,,,,,,,
9,2024-06-02,746061,Double,double,False,669701,669432,Josh Smith,Trevor Rogers,0,3e6e55e1-5aa9-4500-964d-90b152ecaa08,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-02,746061,Lineout,field_out,True,677649,669432,Ezequiel Duran,Trevor Rogers,0,c1fe8836-98a4-40cb-8883-9950326dbc26,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.261,0.486,0.23,0.27,0.45,0.119,0.299,0.393,0.251,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
