,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-05,745570,Flyout,field_out,True,668930,605400,Brice Turang,Aaron Nola,0,e72d9e6d-c12a-4ac9-83a2-402b85d6e7e3,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-05,745570,Groundout,field_out,True,661388,605400,William Contreras,Aaron Nola,0,662d9573-4d9d-49fb-826e-c615443e236a,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-05,745570,Strikeout,strikeout,True,592885,605400,Christian Yelich,Aaron Nola,0,361152f3-65cb-4cd8-a086-f3345d820b93,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-05,745570,Single,single,False,656941,676879,Kyle Schwarber,Aaron Ashby,0,71b11ce4-a9be-47fc-8891-f22e323696fb,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,,,,53.0,101.0,92.0,,,,,,,0.436,,,,0.355,,,-4.49,,-1.21,,,87.8,94.3,,,,,,,,0.357,0.571,0.1,0.214,0.571,0.387,,,,130.0,99.0,111.0,115.0,82.0,92.0,0.145,0.064,4.27,4.57,81.9,79.9,0.0,0.0,0.143,,,,,,,,,
4,2024-06-05,745570,Flyout,field_out,True,592206,676879,Nick Castellanos,Aaron Ashby,0,db50c8fe-e0d2-4bdc-87e5-2b51820b2e1a,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,,,,53.0,101.0,92.0,,,,,,,0.436,,,,0.355,,,-4.49,,-1.21,,,87.8,94.3,,,,,,,,0.357,0.571,0.1,0.214,0.571,0.387,,,,130.0,99.0,111.0,115.0,82.0,92.0,0.145,0.064,4.27,4.57,81.9,79.9,0.0,0.0,0.143,,,,,,,,,
5,2024-06-05,745570,Walk,walk,False,547180,676879,Bryce Harper,Aaron Ashby,1,8fab660a-2dfa-409a-813f-87f364191e4b,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,,,,53.0,101.0,92.0,,,,,,,0.436,,,,0.355,,,-4.49,,-1.21,,,87.8,94.3,,,,,,,,0.357,0.571,0.1,0.214,0.571,0.387,,,,130.0,99.0,111.0,115.0,82.0,92.0,0.145,0.064,4.27,4.57,81.9,79.9,0.0,0.0,0.143,,,,,,,,,
6,2024-06-05,745570,Flyout,field_out,True,664761,676879,Alec Bohm,Aaron Ashby,0,af4bcad2-4a52-4772-b1de-d5ed9f22a390,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,,,,53.0,101.0,92.0,,,,,,,0.436,,,,0.355,,,-4.49,,-1.21,,,87.8,94.3,,,,,,,,0.357,0.571,0.1,0.214,0.571,0.387,,,,130.0,99.0,111.0,115.0,82.0,92.0,0.145,0.064,4.27,4.57,81.9,79.9,0.0,0.0,0.143,,,,,,,,,
7,2024-06-05,745570,Strikeout,strikeout,True,681082,676879,Bryson Stott,Aaron Ashby,0,c171d70d-ef2e-4fa3-94ad-cbf1eb50748d,676879.0,aaronashby,Ashby,Left,Aaron Ashby,MIL,6.23,6.67,8.2,94.0,76.0,95.0,0.792,5.19,7.27,8.31,2.08,3.5,0.129,0.516,0.032,0.452,0.41,77.0,90.0,97.0,,,,53.0,101.0,92.0,,,,,,,0.436,,,,0.355,,,-4.49,,-1.21,,,87.8,94.3,,,,,,,,0.357,0.571,0.1,0.214,0.571,0.387,,,,130.0,99.0,111.0,115.0,82.0,92.0,0.145,0.064,4.27,4.57,81.9,79.9,0.0,0.0,0.143,,,,,,,,,
8,2024-06-05,745570,Strikeout,strikeout,True,642715,605400,Willy Adames,Aaron Nola,0,a777bdc2-6521-43f3-8045-28a007be4375,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-05,745570,Strikeout,strikeout,True,656555,605400,Rhys Hoskins,Aaron Nola,0,c115f49d-3895-4179-a2e4-c74ddbf6cfd8,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
