,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-13,745302,Walk,walk,False,624585,690986,Jorge Soler,Kyle Harrison,0,02977223-e994-4604-8fdb-3fa79f72c7ab,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,86.0,94.0,94.0,97.0,100.0,92.0,93.0,107.0,97.0,0.58,0.003,0.22,0.197,0.36,-11.76,-0.07,-1.5,92.6,84.9,88.2,80.7,0.244,0.415,0.231,0.279,0.432,0.217,0.264,0.431,0.287,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-13,745302,Single,single,False,663586,690986,Austin Riley,Kyle Harrison,1,49091555-44ce-473f-a71e-85365bea4a49,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,86.0,94.0,94.0,97.0,100.0,92.0,93.0,107.0,97.0,0.58,0.003,0.22,0.197,0.36,-11.76,-0.07,-1.5,92.6,84.9,88.2,80.7,0.244,0.415,0.231,0.279,0.432,0.217,0.264,0.431,0.287,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-13,745302,Strikeout,strikeout,True,542303,690986,Marcell Ozuna,Kyle Harrison,0,71741646-3a60-4594-90f9-5eef736df477,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,86.0,94.0,94.0,97.0,100.0,92.0,93.0,107.0,97.0,0.58,0.003,0.22,0.197,0.36,-11.76,-0.07,-1.5,92.6,84.9,88.2,80.7,0.244,0.415,0.231,0.279,0.432,0.217,0.264,0.431,0.287,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-13,745302,Flyout,field_out,True,621566,690986,Matt Olson,Kyle Harrison,1,c3ef8fc5-0ccc-4601-a151-66b52db0e9f9,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,86.0,94.0,94.0,97.0,100.0,92.0,93.0,107.0,97.0,0.58,0.003,0.22,0.197,0.36,-11.76,-0.07,-1.5,92.6,84.9,88.2,80.7,0.244,0.415,0.231,0.279,0.432,0.217,0.264,0.431,0.287,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-13,745302,Strikeout,strikeout,True,518595,690986,Travis d'Arnaud,Kyle Harrison,0,2d5cbb93-3196-42c9-92ed-d4dbf31d19e0,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,86.0,94.0,94.0,97.0,100.0,92.0,93.0,107.0,97.0,0.58,0.003,0.22,0.197,0.36,-11.76,-0.07,-1.5,92.6,84.9,88.2,80.7,0.244,0.415,0.231,0.279,0.432,0.217,0.264,0.431,0.287,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-13,745302,Groundout,field_out,True,666149,450203,Tyler Fitzgerald,Charlie Morton,0,fd52d925-4cac-4e1e-9bd6-379995ce5772,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,,,,0.282,,0.425,0.116,-1.49,,0.67,-0.49,94.0,84.9,,81.5,0.279,0.529,0.181,0.241,0.5,0.336,,,,,,,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.08,-1.21,-0.05,88.5,93.4,0.203,0.32,0.338,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,,,,,,,
6,2024-08-13,745302,Strikeout,strikeout,True,664774,450203,LaMonte Wade Jr.,Charlie Morton,0,8a36c79d-0f03-4ad1-87ae-685bc02da866,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,,,,0.282,,0.425,0.116,-1.49,,0.67,-0.49,94.0,84.9,,81.5,0.279,0.529,0.181,0.241,0.5,0.336,,,,,,,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.08,-1.21,-0.05,88.5,93.4,0.203,0.32,0.338,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,,,,,,,
7,2024-08-13,745302,Triple,triple,False,671218,450203,Heliot Ramos,Charlie Morton,0,8dcf87c7-69d3-42c2-a65b-d56830cd8406,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,,,,0.282,,0.425,0.116,-1.49,,0.67,-0.49,94.0,84.9,,81.5,0.279,0.529,0.181,0.241,0.5,0.336,,,,,,,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.08,-1.21,-0.05,88.5,93.4,0.203,0.32,0.338,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,,,,,,,
8,2024-08-13,745302,Strikeout,strikeout,True,624424,450203,Michael Conforto,Charlie Morton,0,19c5694b-3bcd-45cb-9f68-460b88995a23,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.26,4.59,137.1,98.0,95.0,97.0,0.757,9.17,3.41,8.39,1.38,1.41,0.227,0.425,0.147,0.324,0.413,87.0,95.0,93.0,122.0,99.0,108.0,70.0,100.0,89.0,,,,0.282,,0.425,0.116,-1.49,,0.67,-0.49,94.0,84.9,,81.5,0.279,0.529,0.181,0.241,0.5,0.336,,,,,,,78.0,98.0,89.0,74.0,93.0,88.0,0.097,0.08,-1.21,-0.05,88.5,93.4,0.203,0.32,0.338,0.353,0.471,0.074,0.333,0.667,0.145,,,,,,,,,,,,,,,,,,
9,2024-08-13,745302,Groundout,field_out,True,606115,690986,Orlando Arcia,Kyle Harrison,0,de0f0828-36b4-4d2a-b4a9-5f825f17d996,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.22,4.78,121.2,98.0,89.0,92.0,0.792,8.51,3.03,8.73,1.26,0.98,0.283,0.334,0.147,0.351,0.432,70.0,96.0,88.0,86.0,94.0,94.0,97.0,100.0,92.0,93.0,107.0,97.0,0.58,0.003,0.22,0.197,0.36,-11.76,-0.07,-1.5,92.6,84.9,88.2,80.7,0.244,0.415,0.231,0.279,0.432,0.217,0.264,0.431,0.287,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
