,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff
0,2024-04-23,746647,Strikeout,strikeout,True,678882,594902,Ceddanne Rafaela,Ben Lively,0,64971b05-9270-476d-8088-50ab7b8987cd,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,
1,2024-04-23,746647,Lineout,field_out,True,680776,594902,Jarren Duran,Ben Lively,0,8e7e9b0b-e820-4464-85b8-eb197ae95dbb,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,
2,2024-04-23,746647,Single,single,False,641933,594902,Tyler O'Neill,Ben Lively,0,8079b5de-11fc-4d53-b870-abc397442695,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,
3,2024-04-23,746647,Groundout,field_out,True,677800,594902,Wilyer Abreu,Ben Lively,0,f9c2b27b-2f6c-4445-acb9-0ce61f7fbc8b,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,
4,2024-04-23,746647,Groundout,field_out,True,680757,656557,Steven Kwan,Tanner Houck,0,68ba9208-60cf-47e8-8eb0-7af200a975e4,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,,0.423,,,,0.49,1.85,,,,,93.4,83.1,,0.275,0.344,0.129,,,,0.191,0.275,0.294,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,0.022,0.255,-0.99,1.83,87.1,88.4,0.188,0.234,0.233,0.2,0.4,0.235
5,2024-04-23,746647,Strikeout,strikeout,True,665926,656557,Andrés Giménez,Tanner Houck,0,38d4f524-0bfa-4c97-a413-0c4a13d85bb2,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,,0.423,,,,0.49,1.85,,,,,93.4,83.1,,0.275,0.344,0.129,,,,0.191,0.275,0.294,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,0.022,0.255,-0.99,1.83,87.1,88.4,0.188,0.234,0.233,0.2,0.4,0.235
6,2024-04-23,746647,Groundout,field_out,True,608070,656557,José Ramírez,Tanner Houck,0,0e51c381-aab2-4445-9283-b03c34ef2347,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,0.299,,0.423,,,,0.49,1.85,,,,,93.4,83.1,,0.275,0.344,0.129,,,,0.191,0.275,0.294,,,,,,,95.0,93.0,93.0,116.0,105.0,111.0,0.022,0.255,-0.99,1.83,87.1,88.4,0.188,0.234,0.233,0.2,0.4,0.235
7,2024-04-23,746647,Single,single,False,608701,594902,Rob Refsnyder,Ben Lively,0,6947758a-b157-4e04-95e4-637671c99eca,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,
8,2024-04-23,746647,Grounded Into DP,grounded_into_double_play,True,665839,594902,Enmanuel Valdez,Ben Lively,1,7b49ff1c-689e-4a08-86fe-4736cbc6a2f2,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,
9,2024-04-23,746647,Pop Out,field_out,True,657136,594902,Connor Wong,Ben Lively,0,98bc240a-9f40-46bc-9849-fe666673faff,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.58,3.59,88.0,103.0,72.0,95.0,0.815,7.98,2.56,7.98,1.53,0.91,0.244,0.408,0.125,0.319,0.433,88.0,108.0,101.0,52.0,102.0,94.0,58.0,93.0,81.0,62.0,111.0,99.0,108.0,106.0,104.0,0.305,0.302,0.245,0.072,0.075,-0.32,0.18,0.57,-0.49,0.48,89.9,83.5,90.4,79.2,76.6,0.25,0.45,0.152,0.268,0.507,0.175,0.167,0.5,0.371,0.207,0.345,0.196,0.222,0.37,0.188,,,,,,,,,,,,,,,,,,
