,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff
0,2024-07-11,745065,Single,single,False,657077,669358,Alex Verdugo,Shane Baz,0,0a27d9ca-d645-43fa-abba-3700d44c246f,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,5.23,5.65,10.1,101.0,117.0,105.0,0.802,9.58,1.74,11.32,1.74,0.53,0.438,0.313,0.125,0.344,0.475,79.0,107.0,101.0,109.0,89.0,96.0,129.0,103.0,107.0,110.0,102.0,105.0,0.475,0.363,0.113,0.05,-4.2,4.69,-5.33,-2.76,96.3,89.2,87.5,84.2,0.429,0.762,0.256,0.067,0.067,0.207,0.429,0.571,0.125,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-11,745065,Double,double,False,665742,669358,Juan Soto,Shane Baz,1,ee984127-3988-4172-959a-60ea90dcc0c5,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,5.23,5.65,10.1,101.0,117.0,105.0,0.802,9.58,1.74,11.32,1.74,0.53,0.438,0.313,0.125,0.344,0.475,79.0,107.0,101.0,109.0,89.0,96.0,129.0,103.0,107.0,110.0,102.0,105.0,0.475,0.363,0.113,0.05,-4.2,4.69,-5.33,-2.76,96.3,89.2,87.5,84.2,0.429,0.762,0.256,0.067,0.067,0.207,0.429,0.571,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-11,745065,Flyout,field_out,True,592450,669358,Aaron Judge,Shane Baz,0,600ef8a3-b57e-43fd-af26-d029709cb48f,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,5.23,5.65,10.1,101.0,117.0,105.0,0.802,9.58,1.74,11.32,1.74,0.53,0.438,0.313,0.125,0.344,0.475,79.0,107.0,101.0,109.0,89.0,96.0,129.0,103.0,107.0,110.0,102.0,105.0,0.475,0.363,0.113,0.05,-4.2,4.69,-5.33,-2.76,96.3,89.2,87.5,84.2,0.429,0.762,0.256,0.067,0.067,0.207,0.429,0.571,0.125,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-11,745065,Strikeout,strikeout,True,700250,669358,Ben Rice,Shane Baz,0,7c3782c7-4cd4-4597-9325-a531c73b3082,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,5.23,5.65,10.1,101.0,117.0,105.0,0.802,9.58,1.74,11.32,1.74,0.53,0.438,0.313,0.125,0.344,0.475,79.0,107.0,101.0,109.0,89.0,96.0,129.0,103.0,107.0,110.0,102.0,105.0,0.475,0.363,0.113,0.05,-4.2,4.69,-5.33,-2.76,96.3,89.2,87.5,84.2,0.429,0.762,0.256,0.067,0.067,0.207,0.429,0.571,0.125,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-11,745065,Strikeout,strikeout,True,650402,669358,Gleyber Torres,Shane Baz,0,2e833973-52e0-4159-9f44-1a5096f18d20,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,5.23,5.65,10.1,101.0,117.0,105.0,0.802,9.58,1.74,11.32,1.74,0.53,0.438,0.313,0.125,0.344,0.475,79.0,107.0,101.0,109.0,89.0,96.0,129.0,103.0,107.0,110.0,102.0,105.0,0.475,0.363,0.113,0.05,-4.2,4.69,-5.33,-2.76,96.3,89.2,87.5,84.2,0.429,0.762,0.256,0.067,0.067,0.207,0.429,0.571,0.125,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-11,745065,Double,double,False,650490,641482,Yandy Díaz,Nestor Cortes,0,2c2d881e-5ad0-4ad6-bec1-a93eab4fd7b1,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,103.0,103.0,0.455,0.163,,0.075,-0.19,0.14,,-2.51,91.9,83.2,78.1,,0.247,0.489,0.219,0.3,0.4,0.182,,,,91.0,119.0,117.0,109.0,100.0,103.0,0.009,0.298,1.48,2.16,87.2,89.9,0.236,0.333,0.264,0.255,0.489,0.338,0.143,0.143,0.286,,,
6,2024-07-11,745065,Home Run,home_run,False,668227,641482,Randy Arozarena,Nestor Cortes,1,876980bb-59ee-49cd-9ce6-f4381f1e47c9,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,103.0,103.0,0.455,0.163,,0.075,-0.19,0.14,,-2.51,91.9,83.2,78.1,,0.247,0.489,0.219,0.3,0.4,0.182,,,,91.0,119.0,117.0,109.0,100.0,103.0,0.009,0.298,1.48,2.16,87.2,89.9,0.236,0.333,0.264,0.255,0.489,0.338,0.143,0.143,0.286,,,
7,2024-07-11,745065,Pop Out,field_out,True,664040,641482,Brandon Lowe,Nestor Cortes,0,1d8580af-d80b-499f-93cd-4dac2bb60940,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,103.0,103.0,0.455,0.163,,0.075,-0.19,0.14,,-2.51,91.9,83.2,78.1,,0.247,0.489,0.219,0.3,0.4,0.182,,,,91.0,119.0,117.0,109.0,100.0,103.0,0.009,0.298,1.48,2.16,87.2,89.9,0.236,0.333,0.264,0.255,0.489,0.338,0.143,0.143,0.286,,,
8,2024-07-11,745065,Strikeout,strikeout,True,670623,641482,Isaac Paredes,Nestor Cortes,0,007f57e3-2a99-4af0-994a-ec5cf8153713,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,103.0,103.0,0.455,0.163,,0.075,-0.19,0.14,,-2.51,91.9,83.2,78.1,,0.247,0.489,0.219,0.3,0.4,0.182,,,,91.0,119.0,117.0,109.0,100.0,103.0,0.009,0.298,1.48,2.16,87.2,89.9,0.236,0.333,0.264,0.255,0.489,0.338,0.143,0.143,0.286,,,
9,2024-07-11,745065,Strikeout,strikeout,True,642708,641482,Amed Rosario,Nestor Cortes,0,4627750c-0635-4790-9e6e-795813a69783,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,,,,95.0,104.0,101.0,91.0,103.0,103.0,0.455,0.163,,0.075,-0.19,0.14,,-2.51,91.9,83.2,78.1,,0.247,0.489,0.219,0.3,0.4,0.182,,,,91.0,119.0,117.0,109.0,100.0,103.0,0.009,0.298,1.48,2.16,87.2,89.9,0.236,0.333,0.264,0.255,0.489,0.338,0.143,0.143,0.286,,,
