,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-25,746095,Groundout,field_out,True,650333,656427,Luis Arraez,Jack Flaherty,0,117e45e4-fad3-45ea-a0c2-a776e74f805e,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.51,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.155,0.303,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.375,,,,,,,,,,,,,,,,,,,,,
1,2024-09-25,746095,Walk,walk,False,665487,656427,Fernando Tatis Jr.,Jack Flaherty,0,6b71a93a-df6c-49ba-81f1-486f2264aa4c,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.51,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.155,0.303,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.375,,,,,,,,,,,,,,,,,,,,,
2,2024-09-25,746095,Grounded Into DP,grounded_into_double_play,True,595777,656427,Jurickson Profar,Jack Flaherty,1,d4b54c77-01fc-41ff-ad09-320eb9d1416b,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.51,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.155,0.303,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.375,,,,,,,,,,,,,,,,,,,,,
3,2024-09-25,746095,Walk,walk,False,660271,656302,Shohei Ohtani,Dylan Cease,0,d3dac841-0f68-49c8-8e4e-51dd14abffd9,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.32,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.149,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,105.0,95.0,102.0,,0.435,0.471,0.079,0.009,0.22,,1.98,-0.95,-4.13,96.9,69.7,,87.2,82.3,0.235,0.39,0.203,0.159,0.257,0.446,0.28,0.44,0.286,0.25,1.0,0.2,,,,113.0,89.0,90.0,0.006,-5.11,91.8,0.2,0.267,0.385,0.25,1.0,0.0,,,,,,,,,
4,2024-09-25,746095,Pop Out,field_out,True,605141,656302,Mookie Betts,Dylan Cease,0,12d0b31f-e08a-4ffe-a6c7-5012718f1b13,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.32,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.149,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,105.0,95.0,102.0,,0.435,0.471,0.079,0.009,0.22,,1.98,-0.95,-4.13,96.9,69.7,,87.2,82.3,0.235,0.39,0.203,0.159,0.257,0.446,0.28,0.44,0.286,0.25,1.0,0.2,,,,113.0,89.0,90.0,0.006,-5.11,91.8,0.2,0.267,0.385,0.25,1.0,0.0,,,,,,,,,
5,2024-09-25,746095,Strikeout,strikeout,True,518692,656302,Freddie Freeman,Dylan Cease,1,5dc24446-644a-4f75-bdab-61e2aa757702,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.32,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.149,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,105.0,95.0,102.0,,0.435,0.471,0.079,0.009,0.22,,1.98,-0.95,-4.13,96.9,69.7,,87.2,82.3,0.235,0.39,0.203,0.159,0.257,0.446,0.28,0.44,0.286,0.25,1.0,0.2,,,,113.0,89.0,90.0,0.006,-5.11,91.8,0.2,0.267,0.385,0.25,1.0,0.0,,,,,,,,,
6,2024-09-25,746095,Single,single,False,606192,656302,Teoscar Hernández,Dylan Cease,1,c4e49fe0-67d6-46c5-b10c-9a587843eba1,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.32,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.149,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,105.0,95.0,102.0,,0.435,0.471,0.079,0.009,0.22,,1.98,-0.95,-4.13,96.9,69.7,,87.2,82.3,0.235,0.39,0.203,0.159,0.257,0.446,0.28,0.44,0.286,0.25,1.0,0.2,,,,113.0,89.0,90.0,0.006,-5.11,91.8,0.2,0.267,0.385,0.25,1.0,0.0,,,,,,,,,
7,2024-09-25,746095,Walk,walk,False,571970,656302,Max Muncy,Dylan Cease,1,2b5099ab-f1ac-40f5-9348-36bedec69343,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.32,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.149,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,105.0,95.0,102.0,,0.435,0.471,0.079,0.009,0.22,,1.98,-0.95,-4.13,96.9,69.7,,87.2,82.3,0.235,0.39,0.203,0.159,0.257,0.446,0.28,0.44,0.286,0.25,1.0,0.2,,,,113.0,89.0,90.0,0.006,-5.11,91.8,0.2,0.267,0.385,0.25,1.0,0.0,,,,,,,,,
8,2024-09-25,746095,Flyout,field_out,True,669257,656302,Will Smith,Dylan Cease,0,9a623125-0852-4a79-b4cc-d38030677712,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.32,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.149,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,105.0,95.0,102.0,,0.435,0.471,0.079,0.009,0.22,,1.98,-0.95,-4.13,96.9,69.7,,87.2,82.3,0.235,0.39,0.203,0.159,0.257,0.446,0.28,0.44,0.286,0.25,1.0,0.2,,,,113.0,89.0,90.0,0.006,-5.11,91.8,0.2,0.267,0.385,0.25,1.0,0.0,,,,,,,,,
9,2024-09-25,746095,Walk,walk,False,592518,656427,Manny Machado,Jack Flaherty,0,579c9ea4-495f-473d-8672-88d5809f63b6,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.51,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.155,0.303,0.38,87.0,83.0,81.0,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,101.0,103.0,107.0,0.023,0.441,0.29,0.218,0.027,0.5,-5.05,0.02,2.19,-0.55,93.3,85.7,90.6,84.7,77.4,0.245,0.401,0.238,0.222,0.455,0.363,0.164,0.219,0.436,0.111,0.333,0.111,0.6,1.2,0.375,,,,,,,,,,,,,,,,,,,,,
