,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
10,2024-03-30,745037,Single,single,False,664023,674003,Ian Happ,Cody Bradford,0,3191841b-5cff-4cdd-8837-d77aa2a67341,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-03-30,745037,Forceout,force_out,True,643265,674003,Garrett Cooper,Cody Bradford,1,e7d7aa35-d595-48dd-994d-51e64365dde3,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-03-30,745037,Strikeout,strikeout,True,543228,674003,Yan Gomes,Cody Bradford,0,3ec5d9a6-4a07-4e43-af62-ca05c99bfc9a,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-03-30,745037,Strikeout,strikeout,True,683737,674003,Michael Busch,Cody Bradford,0,b3c6223c-213d-4423-b0f8-feeb2a92a4fd,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-03-30,745037,Single,single,False,694671,543294,Wyatt Langford,Kyle Hendricks,0,8a4928b3-d059-428d-816d-5615f84f9dbc,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
15,2024-03-30,745037,Home Run,home_run,False,665120,543294,Jared Walsh,Kyle Hendricks,1,cd2fa4c8-ae81-4f4f-a3e1-d528b90457d3,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
16,2024-03-30,745037,Flyout,field_out,True,641680,543294,Jonah Heim,Kyle Hendricks,0,beff92cb-1601-4364-b479-1dff067b26ad,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
17,2024-03-30,745037,Strikeout,strikeout,True,665750,543294,Leody Taveras,Kyle Hendricks,0,6e32f3c9-fe4c-4886-b619-7b18541da881,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
18,2024-03-30,745037,Groundout,field_out,True,543760,543294,Marcus Semien,Kyle Hendricks,0,3696600a-28dc-4629-a10c-fcb3d20e6491,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
19,2024-03-30,745037,Pop Out,field_out,True,663538,674003,Nico Hoerner,Cody Bradford,0,a5cc763c-687e-4bdb-8f73-ebc37399a12e,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-03-30,745037,Strikeout,strikeout,True,673548,674003,Seiya Suzuki,Cody Bradford,0,914c6fd6-8412-40b0-9526-6230f23a495b,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-03-30,745037,Groundout,field_out,True,641355,674003,Cody Bellinger,Cody Bradford,0,bed9eeda-4fac-4407-810e-0baf0713e731,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-03-30,745037,Single,single,False,608369,543294,Corey Seager,Kyle Hendricks,0,3da0825a-a120-4fe9-a8dd-66ad65aeb352,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
23,2024-03-30,745037,Forceout,force_out,True,694497,543294,Evan Carter,Kyle Hendricks,1,0f8d59e8-7923-41f9-a242-fd8da694e1a3,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
24,2024-03-30,745037,Home Run,home_run,False,666969,543294,Adolis García,Kyle Hendricks,1,957ade1b-192d-4548-bf2c-7954ae391ecd,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
25,2024-03-30,745037,Single,single,False,673962,543294,Josh Jung,Kyle Hendricks,0,dd2b87ef-a154-4b0f-b43a-746d3ff8ec68,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
26,2024-03-30,745037,Grounded Into DP,grounded_into_double_play,True,694671,543294,Wyatt Langford,Kyle Hendricks,1,c8162a44-1eeb-46dc-b87a-b981cd96fdc5,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
27,2024-03-30,745037,Pop Out,field_out,True,666624,674003,Christopher Morel,Cody Bradford,0,2421d697-3ea6-49cb-98f5-e38f2576eec6,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-03-30,745037,Walk,walk,False,621020,674003,Dansby Swanson,Cody Bradford,0,40b19d6b-d852-4883-acf9-c82d5d524ec3,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-03-30,745037,Grounded Into DP,grounded_into_double_play,True,664023,674003,Ian Happ,Cody Bradford,1,46f03255-5e4c-4303-9ae8-1f56d2e9474d,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,1.4,2.46,19.1,103.0,92.0,97.0,0.779,7.91,0.93,4.66,0.47,0.58,0.404,0.212,0.192,0.308,0.352,104.0,100.0,104.0,102.0,115.0,109.0,91.0,100.0,87.0,39.0,106.0,109.0,38.0,107.0,93.0,0.494,0.011,0.049,0.154,0.292,4.59,-4.35,8.51,2.09,0.62,90.4,86.3,81.4,84.2,75.7,0.1,0.175,0.24,0.278,0.333,0.35,0.143,0.143,0.077,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-03-30,745037,Double,double,False,665120,543294,Jared Walsh,Kyle Hendricks,0,61c56400-93c5-45aa-8e69-aa872e162a72,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
31,2024-03-30,745037,Flyout,field_out,True,641680,543294,Jonah Heim,Kyle Hendricks,0,936118ee-6ff7-4990-81b3-d09e8fe2b3c0,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
32,2024-03-30,745037,Groundout,field_out,True,665750,543294,Leody Taveras,Kyle Hendricks,1,ea577c61-0066-450f-bd75-3ee30617e09c,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
33,2024-03-30,745037,Walk,walk,False,543760,543294,Marcus Semien,Kyle Hendricks,0,1bb5f69b-fda4-4341-a81b-ec895ece0a6b,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
34,2024-03-30,745037,Single,single,False,608369,543294,Corey Seager,Kyle Hendricks,1,ebde0c8f-7fa2-44db-951e-948666419636,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.78,4.99,70.1,105.0,97.0,101.0,0.829,6.4,2.69,10.88,1.66,1.34,0.226,0.385,0.218,0.256,0.411,109.0,107.0,108.0,88.0,108.0,105.0,60.0,92.0,84.0,,,,,,,0.119,,,0.127,0.39,-3.58,,,1.57,-1.24,87.8,,80.9,,74.3,0.4,1.067,0.128,0.278,0.421,0.244,0.12,0.24,0.381,,,,98.0,106.0,98.0,0.365,-0.85,87.8,0.357,0.504,0.101,,,,,,,,,,,,,,,,,,
