,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-21,745882,Flyout,field_out,True,668930,657746,Brice Turang,Joe Ryan,0,7520288e-15ee-4f53-8c69-16bf4fa135aa,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.07,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.0,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-21,745882,Groundout,field_out,True,661388,657746,William Contreras,Joe Ryan,0,654e1f15-0cc1-4851-9cda-3d5e94d495c5,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.07,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.0,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-21,745882,Strikeout,strikeout,True,642715,657746,Willy Adames,Joe Ryan,0,0ae32b6c-212d-485d-9a65-ed6d080e8c99,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.07,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.0,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-21,745882,Double,double,True,650489,650644,Willi Castro,Aaron Civale,1,373229bf-0f5f-490c-be1c-fb093d517682,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.15,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,72.0,93.0,99.0,0.224,0.091,0.021,0.18,-3.64,-3.76,0.24,0.36,91.9,85.9,92.7,80.3,0.391,0.739,0.125,0.417,0.5,0.313,0.239,0.398,0.288,0.23,0.46,0.169,103.0,102.0,108.0,94.0,98.0,100.0,0.315,0.169,-0.12,-0.89,88.1,77.2,0.294,0.454,0.231,0.226,0.419,0.3,,,,,,,,,,,,,,,
4,2024-07-21,745882,Strikeout,strikeout,True,663616,650644,Trevor Larnach,Aaron Civale,0,b336e33f-b796-4f62-ad52-6bca61ddf01b,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.15,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,72.0,93.0,99.0,0.224,0.091,0.021,0.18,-3.64,-3.76,0.24,0.36,91.9,85.9,92.7,80.3,0.391,0.739,0.125,0.417,0.5,0.313,0.239,0.398,0.288,0.23,0.46,0.169,103.0,102.0,108.0,94.0,98.0,100.0,0.315,0.169,-0.12,-0.89,88.1,77.2,0.294,0.454,0.231,0.226,0.419,0.3,,,,,,,,,,,,,,,
5,2024-07-21,745882,Groundout,field_out,True,621439,650644,Byron Buxton,Aaron Civale,0,9af550ab-acc5-46d0-a7b6-2377f1662b46,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.15,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,72.0,93.0,99.0,0.224,0.091,0.021,0.18,-3.64,-3.76,0.24,0.36,91.9,85.9,92.7,80.3,0.391,0.739,0.125,0.417,0.5,0.313,0.239,0.398,0.288,0.23,0.46,0.169,103.0,102.0,108.0,94.0,98.0,100.0,0.315,0.169,-0.12,-0.89,88.1,77.2,0.294,0.454,0.231,0.226,0.419,0.3,,,,,,,,,,,,,,,
6,2024-07-21,745882,Groundout,field_out,True,686217,657746,Sal Frelick,Joe Ryan,0,c4afcb00-7509-4d5d-ae57-32aaa1f49932,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.07,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.0,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-21,745882,Strikeout,strikeout,True,656555,657746,Rhys Hoskins,Joe Ryan,0,57d6a948-80c6-4626-8118-a2e63e2cba77,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.07,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.0,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-21,745882,Strikeout,strikeout,True,687401,657746,Joey Ortiz,Joe Ryan,0,e4ed80c4-a077-4703-b823-0ffc7a948b80,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.07,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.0,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-21,745882,Walk,walk,False,596146,650644,Max Kepler,Aaron Civale,0,291d1e32-61ac-43a0-91b7-552e5c278b08,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.15,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,72.0,93.0,99.0,0.224,0.091,0.021,0.18,-3.64,-3.76,0.24,0.36,91.9,85.9,92.7,80.3,0.391,0.739,0.125,0.417,0.5,0.313,0.239,0.398,0.288,0.23,0.46,0.169,103.0,102.0,108.0,94.0,98.0,100.0,0.315,0.169,-0.12,-0.89,88.1,77.2,0.294,0.454,0.231,0.226,0.419,0.3,,,,,,,,,,,,,,,
