,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-06-30,746209,Triple,triple,False,628451,542881,Andy Ibáñez,Tyler Anderson,0,1e1dc9c0-32f6-4bd0-99ba-10f2b9edad5e,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-30,746209,Sac Fly,sac_fly,True,592192,542881,Mark Canha,Tyler Anderson,1,6bca365c-258a-46ef-9c22-4f07a23d68e0,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-30,746209,Flyout,field_out,True,682985,542881,Riley Greene,Tyler Anderson,0,31cdec29-7429-49af-9e91-ec24d58d0fa6,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-30,746209,Flyout,field_out,True,668670,542881,Jake Rogers,Tyler Anderson,0,fd551277-98ee-44ba-91bb-16d294b10793,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-30,746209,Single,single,False,694384,663554,Nolan Schanuel,Casey Mize,0,124797b2-65d8-40e2-99a9-a91ca493b01b,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
5,2024-06-30,746209,Grounded Into DP,grounded_into_double_play,True,650859,663554,Luis Rengifo,Casey Mize,1,803b62d4-f1cd-4ee5-b196-3e88bc549114,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
6,2024-06-30,746209,Flyout,field_out,True,621493,663554,Taylor Ward,Casey Mize,0,d93223c2-8441-4b4e-a3f3-e6e8d252a933,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
7,2024-06-30,746209,Groundout,field_out,True,608348,542881,Carson Kelly,Tyler Anderson,0,b3e083d0-1e79-468a-96d3-eb8fbca1fe19,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-30,746209,Lineout,field_out,True,672761,542881,Wenceel Pérez,Tyler Anderson,0,74814d93-ac14-407f-92d7-d1e160f2a6d4,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-30,746209,Groundout,field_out,True,570482,542881,Gio Urshela,Tyler Anderson,0,7a1ceef1-6bce-4118-a89d-b3497d5b1a89,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-30,746209,Walk,walk,False,641432,663554,Willie Calhoun,Casey Mize,0,c8ea5959-6487-4629-9a78-5356bb4cf06d,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
11,2024-06-30,746209,Walk,walk,False,593934,663554,Miguel Sanó,Casey Mize,1,1a041ab0-5378-45cd-b757-9acea7d9e2b4,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
12,2024-06-30,746209,Strikeout,strikeout,True,681351,663554,Logan O'Hoppe,Casey Mize,0,ad078b39-70fe-434a-893a-a092149eafad,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
13,2024-06-30,746209,Grounded Into DP,grounded_into_double_play,True,687263,663554,Zach Neto,Casey Mize,1,31a88937-0d11-4302-b473-6fdf4f93a092,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
14,2024-06-30,746209,Single,single,False,669234,542881,Justyn-Henry Malloy,Tyler Anderson,0,59148a3d-f8eb-4150-9384-1faf3d9c9d50,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-06-30,746209,Strikeout,strikeout,True,668952,542881,Ryan Kreidler,Tyler Anderson,0,524bc66f-b753-4e1b-9ee5-4ce98555c00d,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-06-30,746209,Single,single,False,628451,542881,Andy Ibáñez,Tyler Anderson,1,7ebc94d9-6076-460d-ab12-34c4faf94eb0,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-06-30,746209,Strikeout,strikeout,True,592192,542881,Mark Canha,Tyler Anderson,0,fcd7d749-e180-4b28-8d56-40ba8527f83d,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-06-30,746209,Flyout,field_out,True,682985,542881,Riley Greene,Tyler Anderson,0,79055885-0c5a-4422-bdf4-8fbc0976d717,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-06-30,746209,Single,single,False,666160,663554,Mickey Moniak,Casey Mize,0,3056b44a-acce-41bf-a05b-d19631c60710,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
20,2024-06-30,746209,Groundout,field_out,True,666176,663554,Jo Adell,Casey Mize,1,3217557b-9486-4824-82cd-87b7e761e871,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
21,2024-06-30,746209,Fielders Choice Out,fielders_choice_out,True,694384,663554,Nolan Schanuel,Casey Mize,1,68b40df0-4930-4bc9-8674-cbaf101548bb,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
22,2024-06-30,746209,Lineout,field_out,True,650859,663554,Luis Rengifo,Casey Mize,0,61bcad94-f8e8-4cd7-a42f-e19dcb020d2a,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,,,,0.076,0.393,,0.282,,-0.14,,-0.36,0.58,,95.6,,,95.6,85.7,,,,0.292,0.401,0.201,,,,0.345,0.414,0.111,100.0,91.0,94.0,112.0,102.0,104.0,0.172,0.077,-1.78,-2.77,85.7,79.6,0.239,0.366,0.189,0.323,0.452,0.321,0.286,0.571,0.172,,,,,,
23,2024-06-30,746209,Groundout,field_out,True,668670,542881,Jake Rogers,Tyler Anderson,0,367bf1b2-7ab8-4ea3-8a17-d72180b6fcfc,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-06-30,746209,Single,single,False,608348,542881,Carson Kelly,Tyler Anderson,0,ce1a722c-47d8-44e6-879f-f9a49b7a3bfb,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
