,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-29,744798,Walk,walk,False,656941,663623,Kyle Schwarber,Jake Irvin,0,bfde0242-f957-4d86-abe8-78da58a9d50e,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.178,0.33,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.204,0.381,0.235,0.226,0.42,0.251,0.325,0.497,0.149,0.283,0.522,0.204,0.125,0.125,0.349,,,,,,,,,,,,,,,
1,2024-09-29,744798,Single,single,False,607208,663623,Trea Turner,Jake Irvin,1,1e047eb9-3d87-4b35-a578-49018d0fc188,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.178,0.33,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.204,0.381,0.235,0.226,0.42,0.251,0.325,0.497,0.149,0.283,0.522,0.204,0.125,0.125,0.349,,,,,,,,,,,,,,,
2,2024-09-29,744798,Walk,walk,False,592206,663623,Nick Castellanos,Jake Irvin,1,4dae94fb-9515-4a47-90cf-8dc3cbb4369f,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.178,0.33,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.204,0.381,0.235,0.226,0.42,0.251,0.325,0.497,0.149,0.283,0.522,0.204,0.125,0.125,0.349,,,,,,,,,,,,,,,
3,2024-09-29,744798,Groundout,field_out,True,681082,663623,Bryson Stott,Jake Irvin,1,e3b2d6ac-f602-4832-a001-490193ebcb32,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.178,0.33,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.204,0.381,0.235,0.226,0.42,0.251,0.325,0.497,0.149,0.283,0.522,0.204,0.125,0.125,0.349,,,,,,,,,,,,,,,
4,2024-09-29,744798,Groundout,field_out,True,664761,663623,Alec Bohm,Jake Irvin,1,bcb16fe4-e81d-45e2-a782-c7c3966093b1,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.178,0.33,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.204,0.381,0.235,0.226,0.42,0.251,0.325,0.497,0.149,0.283,0.522,0.204,0.125,0.125,0.349,,,,,,,,,,,,,,,
5,2024-09-29,744798,Flyout,field_out,True,669016,663623,Brandon Marsh,Jake Irvin,0,d73cb85b-bf3c-49e7-9ecc-ab40c7519669,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.178,0.33,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,78.0,102.0,93.0,0.205,0.379,0.065,0.003,0.313,0.035,0.44,0.06,-0.64,-14.34,0.24,1.34,93.9,89.9,88.4,93.3,85.9,81.1,0.204,0.381,0.235,0.226,0.42,0.251,0.325,0.497,0.149,0.283,0.522,0.204,0.125,0.125,0.349,,,,,,,,,,,,,,,
6,2024-09-29,744798,Home Run,home_run,False,671277,605400,Luis García Jr.,Aaron Nola,0,d0c9e2be-dfe1-4cb9-a353-a0bde85539da,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.75,199.1,105.0,104.0,104.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.309,0.399,78.0,102.0,91.0,,,,89.0,103.0,99.0,100.0,110.0,106.0,,,,69.0,98.0,91.0,0.204,0.278,0.092,,,0.096,0.81,-2.57,-0.34,,,-1.67,92.5,87.5,85.7,91.5,,,0.168,0.318,0.221,0.221,0.381,0.37,0.313,0.475,0.136,0.389,0.796,0.178,0.279,0.426,0.135,135.0,106.0,113.0,0.329,0.94,79.1,,,,,,,,,
7,2024-09-29,744798,Strikeout,strikeout,True,695578,605400,James Wood,Aaron Nola,0,de8edf4a-9f2e-4481-a3ff-44bdbe67c0d0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.75,199.1,105.0,104.0,104.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.309,0.399,78.0,102.0,91.0,,,,89.0,103.0,99.0,100.0,110.0,106.0,,,,69.0,98.0,91.0,0.204,0.278,0.092,,,0.096,0.81,-2.57,-0.34,,,-1.67,92.5,87.5,85.7,91.5,,,0.168,0.318,0.221,0.221,0.381,0.37,0.313,0.475,0.136,0.389,0.796,0.178,0.279,0.426,0.135,135.0,106.0,113.0,0.329,0.94,79.1,,,,,,,,,
8,2024-09-29,744798,Groundout,field_out,True,660766,605400,Juan Yepez,Aaron Nola,0,5f1bacd2-0bfe-445c-ab2b-a722c4f18ed3,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.75,199.1,105.0,104.0,104.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.309,0.399,78.0,102.0,91.0,,,,89.0,103.0,99.0,100.0,110.0,106.0,,,,69.0,98.0,91.0,0.204,0.278,0.092,,,0.096,0.81,-2.57,-0.34,,,-1.67,92.5,87.5,85.7,91.5,,,0.168,0.318,0.221,0.221,0.381,0.37,0.313,0.475,0.136,0.389,0.796,0.178,0.279,0.426,0.135,135.0,106.0,113.0,0.329,0.94,79.1,,,,,,,,,
9,2024-09-29,744798,Strikeout,strikeout,True,677588,605400,José Tena,Aaron Nola,0,39f2a64b-2442-4f11-bcc7-9e4c45410a4a,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.75,199.1,105.0,104.0,104.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.309,0.399,78.0,102.0,91.0,,,,89.0,103.0,99.0,100.0,110.0,106.0,,,,69.0,98.0,91.0,0.204,0.278,0.092,,,0.096,0.81,-2.57,-0.34,,,-1.67,92.5,87.5,85.7,91.5,,,0.168,0.318,0.221,0.221,0.381,0.37,0.313,0.475,0.136,0.389,0.796,0.178,0.279,0.426,0.135,135.0,106.0,113.0,0.329,0.94,79.1,,,,,,,,,
