,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff
0,2024-09-11,745697,Flyout,field_out,True,502054,661563,Tommy Pham,Luis Gil,0,4378cb2e-5e1a-4894-93e6-7d198b553127,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.18,3.66,135.2,95.0,110.0,101.0,0.742,10.35,4.64,5.9,0.86,0.81,0.246,0.432,0.174,0.309,0.399,81.0,93.0,94.0,128.0,96.0,102.0,107.0,94.0,105.0,0.496,0.247,0.256,0.29,1.61,0.51,96.7,91.7,87.7,0.196,0.371,0.289,0.166,0.283,0.312,0.175,0.262,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-11,745697,Double,double,False,677951,661563,Bobby Witt Jr.,Luis Gil,0,00737f00-add6-4b65-b935-18b5da16160a,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.18,3.66,135.2,95.0,110.0,101.0,0.742,10.35,4.64,5.9,0.86,0.81,0.246,0.432,0.174,0.309,0.399,81.0,93.0,94.0,128.0,96.0,102.0,107.0,94.0,105.0,0.496,0.247,0.256,0.29,1.61,0.51,96.7,91.7,87.7,0.196,0.371,0.289,0.166,0.283,0.312,0.175,0.262,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-11,745697,Walk,walk,False,521692,661563,Salvador Perez,Luis Gil,0,c7e811a6-6c8f-4514-87d7-20ede2249b36,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.18,3.66,135.2,95.0,110.0,101.0,0.742,10.35,4.64,5.9,0.86,0.81,0.246,0.432,0.174,0.309,0.399,81.0,93.0,94.0,128.0,96.0,102.0,107.0,94.0,105.0,0.496,0.247,0.256,0.29,1.61,0.51,96.7,91.7,87.7,0.196,0.371,0.289,0.166,0.283,0.312,0.175,0.262,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-11,745697,Walk,walk,False,669004,661563,MJ Melendez,Luis Gil,1,d7e08691-a53b-4784-8637-96809d9a7e5f,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.18,3.66,135.2,95.0,110.0,101.0,0.742,10.35,4.64,5.9,0.86,0.81,0.246,0.432,0.174,0.309,0.399,81.0,93.0,94.0,128.0,96.0,102.0,107.0,94.0,105.0,0.496,0.247,0.256,0.29,1.61,0.51,96.7,91.7,87.7,0.196,0.371,0.289,0.166,0.283,0.312,0.175,0.262,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-11,745697,Strikeout,strikeout,True,666023,661563,Freddy Fermin,Luis Gil,0,bfc21705-1f06-40d3-bf53-3c08ff63cf0b,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.18,3.66,135.2,95.0,110.0,101.0,0.742,10.35,4.64,5.9,0.86,0.81,0.246,0.432,0.174,0.309,0.399,81.0,93.0,94.0,128.0,96.0,102.0,107.0,94.0,105.0,0.496,0.247,0.256,0.29,1.61,0.51,96.7,91.7,87.7,0.196,0.371,0.289,0.166,0.283,0.312,0.175,0.262,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-11,745697,Groundout,field_out,True,686681,661563,Michael Massey,Luis Gil,0,f6d39ff7-9ced-4635-92f8-df6f0afa196e,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.18,3.66,135.2,95.0,110.0,101.0,0.742,10.35,4.64,5.9,0.86,0.81,0.246,0.432,0.174,0.309,0.399,81.0,93.0,94.0,128.0,96.0,102.0,107.0,94.0,105.0,0.496,0.247,0.256,0.29,1.61,0.51,96.7,91.7,87.7,0.196,0.371,0.289,0.166,0.283,0.312,0.175,0.262,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-11,745697,Strikeout,strikeout,True,650402,666142,Gleyber Torres,Cole Ragans,0,b9b25a0c-a6d9-4837-b463-9fca315e2e63,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.32,3.28,173.1,100.0,109.0,104.0,0.703,10.96,3.12,7.22,0.78,0.96,0.278,0.392,0.177,0.3,0.409,113.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,113.0,0.418,0.126,0.237,0.95,-0.37,1.11,95.5,84.9,86.1,0.209,0.363,0.237,0.218,0.317,0.341,0.189,0.293,0.477,102.0,96.0,101.0,89.0,95.0,91.0,0.115,0.104,0.5,0.55,90.8,80.8,0.338,0.431,0.224,0.171,0.314,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-11,745697,Strikeout,strikeout,True,665742,666142,Juan Soto,Cole Ragans,0,0ce3eaa7-1a53-4a4b-9a85-1fadb2d6a979,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.32,3.28,173.1,100.0,109.0,104.0,0.703,10.96,3.12,7.22,0.78,0.96,0.278,0.392,0.177,0.3,0.409,113.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,113.0,0.418,0.126,0.237,0.95,-0.37,1.11,95.5,84.9,86.1,0.209,0.363,0.237,0.218,0.317,0.341,0.189,0.293,0.477,102.0,96.0,101.0,89.0,95.0,91.0,0.115,0.104,0.5,0.55,90.8,80.8,0.338,0.431,0.224,0.171,0.314,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-11,745697,Pop Out,field_out,True,592450,666142,Aaron Judge,Cole Ragans,0,22dd99f3-efd8-4e31-9f66-892eec90a98c,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.32,3.28,173.1,100.0,109.0,104.0,0.703,10.96,3.12,7.22,0.78,0.96,0.278,0.392,0.177,0.3,0.409,113.0,98.0,103.0,106.0,101.0,106.0,132.0,106.0,113.0,0.418,0.126,0.237,0.95,-0.37,1.11,95.5,84.9,86.1,0.209,0.363,0.237,0.218,0.317,0.341,0.189,0.293,0.477,102.0,96.0,101.0,89.0,95.0,91.0,0.115,0.104,0.5,0.55,90.8,80.8,0.338,0.431,0.224,0.171,0.314,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-11,745697,Lineout,field_out,True,624428,661563,Adam Frazier,Luis Gil,0,e97e18d5-0369-47a3-9221-d81ebcd8a218,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.18,3.66,135.2,95.0,110.0,101.0,0.742,10.35,4.64,5.9,0.86,0.81,0.246,0.432,0.174,0.309,0.399,81.0,93.0,94.0,128.0,96.0,102.0,107.0,94.0,105.0,0.496,0.247,0.256,0.29,1.61,0.51,96.7,91.7,87.7,0.196,0.371,0.289,0.166,0.283,0.312,0.175,0.262,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
