,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,CH%,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFC,vFS,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-27,746510,Flyout,field_out,True,681393,615698,Connor Norby,Cal Quantrill,0,7ea563f4-5b68-450a-ae4d-813e212c6622,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,79.0,97.0,90.0,78.0,98.0,95.0,113.0,96.0,98.0,0.397,0.135,0.326,0.123,0.02,-0.4,0.72,-1.94,-0.12,1.84,87.8,86.4,84.9,93.9,79.6,0.344,0.606,0.187,0.198,0.311,0.242,0.303,0.53,0.211,0.232,0.446,0.295,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-27,746510,Walk,walk,False,669394,615698,Jake Burger,Cal Quantrill,0,ccb0173e-284a-4bf4-ae3b-3a6f52aa5a49,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,79.0,97.0,90.0,78.0,98.0,95.0,113.0,96.0,98.0,0.397,0.135,0.326,0.123,0.02,-0.4,0.72,-1.94,-0.12,1.84,87.8,86.4,84.9,93.9,79.6,0.344,0.606,0.187,0.198,0.311,0.242,0.303,0.53,0.211,0.232,0.446,0.295,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-27,746510,Grounded Into DP,grounded_into_double_play,True,660821,615698,Jesús Sánchez,Cal Quantrill,1,b1db04a1-8476-4d5d-889d-a9c33d6dd0cb,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,79.0,97.0,90.0,78.0,98.0,95.0,113.0,96.0,98.0,0.397,0.135,0.326,0.123,0.02,-0.4,0.72,-1.94,-0.12,1.84,87.8,86.4,84.9,93.9,79.6,0.344,0.606,0.187,0.198,0.311,0.242,0.303,0.53,0.211,0.232,0.446,0.295,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-27,746510,Home Run,home_run,False,453568,682610,Charlie Blackmon,Roddery Muñoz,0,0d46717f-792a-45c5-970b-cec48ecb2716,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,,,,94.0,94.0,91.0,89.0,96.0,90.0,,,,0.228,0.212,,,0.093,-0.06,,-0.96,,-2.8,89.8,,89.3,94.9,,0.27,0.554,0.109,,,,0.229,0.471,0.313,,,,0.27,0.595,0.306,97.0,97.0,94.0,104.0,96.0,101.0,0.269,0.198,-3.26,-2.54,95.4,85.7,0.325,0.714,0.175,0.261,0.536,0.328,,,,,,,,,
4,2024-08-27,746510,Home Run,home_run,False,678662,682610,Ezequiel Tovar,Roddery Muñoz,0,38b3ef80-7fca-4dc3-89dd-b782e38790c7,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,,,,94.0,94.0,91.0,89.0,96.0,90.0,,,,0.228,0.212,,,0.093,-0.06,,-0.96,,-2.8,89.8,,89.3,94.9,,0.27,0.554,0.109,,,,0.229,0.471,0.313,,,,0.27,0.595,0.306,97.0,97.0,94.0,104.0,96.0,101.0,0.269,0.198,-3.26,-2.54,95.4,85.7,0.325,0.714,0.175,0.261,0.536,0.328,,,,,,,,,
5,2024-08-27,746510,Flyout,field_out,True,641857,682610,Ryan McMahon,Roddery Muñoz,0,b28d6223-1a7f-4427-8427-cb0e489761fe,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,,,,94.0,94.0,91.0,89.0,96.0,90.0,,,,0.228,0.212,,,0.093,-0.06,,-0.96,,-2.8,89.8,,89.3,94.9,,0.27,0.554,0.109,,,,0.229,0.471,0.313,,,,0.27,0.595,0.306,97.0,97.0,94.0,104.0,96.0,101.0,0.269,0.198,-3.26,-2.54,95.4,85.7,0.325,0.714,0.175,0.261,0.536,0.328,,,,,,,,,
6,2024-08-27,746510,Single,single,False,663898,682610,Brendan Rodgers,Roddery Muñoz,0,2f23e935-303f-4b27-99fd-7688db935694,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,,,,94.0,94.0,91.0,89.0,96.0,90.0,,,,0.228,0.212,,,0.093,-0.06,,-0.96,,-2.8,89.8,,89.3,94.9,,0.27,0.554,0.109,,,,0.229,0.471,0.313,,,,0.27,0.595,0.306,97.0,97.0,94.0,104.0,96.0,101.0,0.269,0.198,-3.26,-2.54,95.4,85.7,0.325,0.714,0.175,0.261,0.536,0.328,,,,,,,,,
7,2024-08-27,746510,Single,single,False,669911,682610,Michael Toglia,Roddery Muñoz,1,d5e48979-5d02-4da9-aecb-d022edcc86ab,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,,,,94.0,94.0,91.0,89.0,96.0,90.0,,,,0.228,0.212,,,0.093,-0.06,,-0.96,,-2.8,89.8,,89.3,94.9,,0.27,0.554,0.109,,,,0.229,0.471,0.313,,,,0.27,0.595,0.306,97.0,97.0,94.0,104.0,96.0,101.0,0.269,0.198,-3.26,-2.54,95.4,85.7,0.325,0.714,0.175,0.261,0.536,0.328,,,,,,,,,
8,2024-08-27,746510,Double,double,False,595909,682610,Jake Cave,Roddery Muñoz,1,46029ad8-6e72-4fa5-9ec9-7abfdf7ee431,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,,,,94.0,94.0,91.0,89.0,96.0,90.0,,,,0.228,0.212,,,0.093,-0.06,,-0.96,,-2.8,89.8,,89.3,94.9,,0.27,0.554,0.109,,,,0.229,0.471,0.313,,,,0.27,0.595,0.306,97.0,97.0,94.0,104.0,96.0,101.0,0.269,0.198,-3.26,-2.54,95.4,85.7,0.325,0.714,0.175,0.261,0.536,0.328,,,,,,,,,
9,2024-08-27,746510,Single,single,False,607732,682610,Jacob Stallings,Roddery Muñoz,1,a1d0459a-c71c-46fa-a008-3e72b28af9da,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,,,,94.0,94.0,91.0,89.0,96.0,90.0,,,,0.228,0.212,,,0.093,-0.06,,-0.96,,-2.8,89.8,,89.3,94.9,,0.27,0.554,0.109,,,,0.229,0.471,0.313,,,,0.27,0.595,0.306,97.0,97.0,94.0,104.0,96.0,101.0,0.269,0.198,-3.26,-2.54,95.4,85.7,0.325,0.714,0.175,0.261,0.536,0.328,,,,,,,,,
