,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-12,746491,Lineout,field_out,True,622534,669373,Manuel Margot,Tarik Skubal,0,906e5232-479c-4699-b13b-545d4343e9a6,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,
1,2024-04-12,746491,Pop Out,field_out,True,621043,669373,Carlos Correa,Tarik Skubal,0,a89f5c36-467f-47cf-9567-7b7d3711bf41,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,
2,2024-04-12,746491,Strikeout,strikeout,True,621439,669373,Byron Buxton,Tarik Skubal,0,7000bc77-32ee-459e-8e57-110b85a9699d,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,
3,2024-04-12,746491,Strikeout,strikeout,True,682985,641154,Riley Greene,Pablo López,0,c1c5d9c8-fae7-4b13-b098-9514143c89ec,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,0.076,0.394,0.227,,0.194,1.98,-3.1,-0.94,,-0.41,94.6,88.4,94.2,84.1,,0.293,0.387,0.25,0.183,0.34,0.303,0.452,0.677,0.095,0.247,0.464,0.318,0.255,0.574,0.338,83.0,102.0,107.0,0.11,-2.56,81.9,,,,,,,,,
4,2024-04-12,746491,Home Run,home_run,False,592192,641154,Mark Canha,Pablo López,0,932bde15-e19e-4cca-a61d-65bb2297b70f,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,0.076,0.394,0.227,,0.194,1.98,-3.1,-0.94,,-0.41,94.6,88.4,94.2,84.1,,0.293,0.387,0.25,0.183,0.34,0.303,0.452,0.677,0.095,0.247,0.464,0.318,0.255,0.574,0.338,83.0,102.0,107.0,0.11,-2.56,81.9,,,,,,,,,
5,2024-04-12,746491,Strikeout,strikeout,True,679529,641154,Spencer Torkelson,Pablo López,0,bdb6fff4-4336-42a0-ba37-eab49447d789,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,0.076,0.394,0.227,,0.194,1.98,-3.1,-0.94,,-0.41,94.6,88.4,94.2,84.1,,0.293,0.387,0.25,0.183,0.34,0.303,0.452,0.677,0.095,0.247,0.464,0.318,0.255,0.574,0.338,83.0,102.0,107.0,0.11,-2.56,81.9,,,,,,,,,
6,2024-04-12,746491,Single,single,False,681481,641154,Kerry Carpenter,Pablo López,0,ae93d04b-64ab-4daf-a557-cbe7e054d845,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,0.076,0.394,0.227,,0.194,1.98,-3.1,-0.94,,-0.41,94.6,88.4,94.2,84.1,,0.293,0.387,0.25,0.183,0.34,0.303,0.452,0.677,0.095,0.247,0.464,0.318,0.255,0.574,0.338,83.0,102.0,107.0,0.11,-2.56,81.9,,,,,,,,,
7,2024-04-12,746491,Single,single,True,690993,641154,Colt Keith,Pablo López,1,eeb2da7f-38cf-4d17-871b-5da3eb448e32,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,5.11,3.44,104.0,103.0,97.0,104.0,0.734,10.47,1.99,8.65,1.56,0.99,0.227,0.441,0.136,0.287,0.431,92.0,101.0,101.0,97.0,104.0,101.0,97.0,108.0,106.0,107.0,104.0,110.0,,,,0.076,0.394,0.227,,0.194,1.98,-3.1,-0.94,,-0.41,94.6,88.4,94.2,84.1,,0.293,0.387,0.25,0.183,0.34,0.303,0.452,0.677,0.095,0.247,0.464,0.318,0.255,0.574,0.338,83.0,102.0,107.0,0.11,-2.56,81.9,,,,,,,,,
8,2024-04-12,746491,Groundout,field_out,True,680777,669373,Ryan Jeffers,Tarik Skubal,0,494d6e9c-907a-4ee8-ad65-5b8d4b3835a4,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,
9,2024-04-12,746491,Groundout,field_out,True,669304,669373,Jose Miranda,Tarik Skubal,0,819a07f2-746f-429f-88f7-100315263016,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,99.0,90.0,100.0,0.21,0.317,0.154,0.047,0.272,1.19,1.96,1.72,2.55,0.42,96.8,86.0,96.7,88.7,78.6,0.217,0.37,0.468,0.195,0.333,0.264,0.17,0.27,0.171,0.16,0.26,0.386,0.143,0.143,0.214,,,,,,,,,,,,,,,
