,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
0,2024-04-03,747219,Strikeout,strikeout,True,650402,518876,Gleyber Torres,Merrill Kelly,0,ddef5638-7e1b-417c-87d9-70b0b21d4106,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
1,2024-04-03,747219,Flyout,field_out,True,665742,518876,Juan Soto,Merrill Kelly,0,91dd9dfa-8815-408d-88f5-efcc279bdb35,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
2,2024-04-03,747219,Strikeout,strikeout,True,592450,518876,Aaron Judge,Merrill Kelly,0,bd47de12-4c23-405a-90a5-8ccdc4c73d54,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
3,2024-04-03,747219,Double,double,False,606466,607074,Ketel Marte,Carlos Rodón,0,5344eecc-b7ea-4e54-98c6-715c7fa66b74,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
4,2024-04-03,747219,Groundout,field_out,True,682998,607074,Corbin Carroll,Carlos Rodón,1,561c1dbe-902b-475d-a2f5-9d6836c6cd88,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
5,2024-04-03,747219,Groundout,field_out,True,666971,607074,Lourdes Gurriel Jr.,Carlos Rodón,0,b787e742-b809-4710-8363-3a913748d7e4,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
6,2024-04-03,747219,Strikeout,strikeout,True,572233,607074,Christian Walker,Carlos Rodón,0,6d5109ae-f1cf-4713-9f72-a016fa73d982,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
7,2024-04-03,747219,Single,single,False,519203,518876,Anthony Rizzo,Merrill Kelly,0,ffe9b871-9689-4f15-a881-e75b49324279,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
8,2024-04-03,747219,Grounded Into DP,grounded_into_double_play,True,683011,518876,Anthony Volpe,Merrill Kelly,1,a1d30541-478e-47c0-99fa-a94ba0e45b60,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
9,2024-04-03,747219,Flyout,field_out,True,657077,518876,Alex Verdugo,Merrill Kelly,0,364d3e50-0451-45c8-bd15-cc06bcfb8b44,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
10,2024-04-03,747219,Flyout,field_out,True,553993,607074,Eugenio Suárez,Carlos Rodón,0,8d9074a5-c2af-42b8-b5d9-0fbf7c8082c1,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
11,2024-04-03,747219,Home Run,home_run,False,677942,607074,Blaze Alexander,Carlos Rodón,0,ff56af07-c1c1-45e2-b16a-8f571514cf01,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
12,2024-04-03,747219,Groundout,field_out,True,678489,607074,Jorge Barrosa,Carlos Rodón,0,a960c6ef-e817-4b01-9fb3-764f6d5af606,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
13,2024-04-03,747219,Single,single,False,571466,607074,Tucker Barnhart,Carlos Rodón,0,ac19bc10-b45c-4914-bb4d-fb81b41bdacf,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
14,2024-04-03,747219,Strikeout,strikeout,True,672695,607074,Geraldo Perdomo,Carlos Rodón,0,43977be3-a030-4116-b5e3-747750600419,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
15,2024-04-03,747219,Strikeout,strikeout,True,665828,518876,Oswaldo Cabrera,Merrill Kelly,0,3dcbe1c2-92f4-434b-b2e3-caa142f992ea,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
16,2024-04-03,747219,Flyout,field_out,True,669224,518876,Austin Wells,Merrill Kelly,0,40358c8f-cc3a-46b0-8df4-3e2365fcf748,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
17,2024-04-03,747219,Strikeout,strikeout,True,663757,518876,Trent Grisham,Merrill Kelly,0,8b2a3272-c02b-4211-ac68-ce36f166cbf0,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
18,2024-04-03,747219,Flyout,field_out,True,606466,607074,Ketel Marte,Carlos Rodón,0,fc35eae7-5e92-4cd0-ac47-446b0396f0e0,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
19,2024-04-03,747219,Pop Out,field_out,True,682998,607074,Corbin Carroll,Carlos Rodón,0,70f81160-03f5-4edd-922d-2a279e7b10b1,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
20,2024-04-03,747219,Pop Out,field_out,True,666971,607074,Lourdes Gurriel Jr.,Carlos Rodón,0,54e86297-f12d-45fe-afa0-b3d83fec3fdb,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,143.0,103.0,112.0,100.0,83.0,83.0,,0.496,0.056,0.265,0.07,0.114,0.17,-3.1,,-1.56,-1.37,1.54,95.5,91.8,85.3,,86.8,81.0,0.171,0.195,0.49,0.237,0.43,0.388,0.353,0.647,0.255,0.261,0.531,0.202,,,,0.333,0.4,0.35,,,,,,,,,,,,,,,
21,2024-04-03,747219,Single,single,False,650402,518876,Gleyber Torres,Merrill Kelly,0,b611aa70-5b24-4db0-b120-dfa0578414cc,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
22,2024-04-03,747219,Forceout,force_out,True,665742,518876,Juan Soto,Merrill Kelly,1,b7cc29b0-6c50-4b94-a86b-d91f21405475,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
23,2024-04-03,747219,Home Run,home_run,False,592450,518876,Aaron Judge,Merrill Kelly,1,26615258-e4c7-4383-98aa-4c06c8e81cfb,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,2.19,3.29,24.2,109.0,101.0,106.0,0.767,7.66,2.19,6.2,1.09,1.21,0.313,0.484,0.188,0.203,0.374,119.0,114.0,119.0,112.0,106.0,102.0,82.0,104.0,99.0,88.0,104.0,96.0,122.0,116.0,116.0,95.0,105.0,99.0,0.111,0.219,0.249,0.169,0.058,0.194,2.14,0.89,-3.42,3.09,-6.2,4.95,92.3,90.8,89.0,92.7,85.6,82.1,0.12,0.12,0.316,0.211,0.263,0.441,0.267,0.467,0.159,0.143,0.214,0.29,0.375,0.75,0.1,0.25,1.0,0.0,,,,,,,,,,,,,,,
