,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff
0,2024-08-02,746845,Single,single,False,691026,665871,Masyn Winn,Javier Assad,0,305c6862-024a-4f9f-9f45-47fcdb62adbc,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.175,0.208,0.105,0.11,0.042,-0.92,-1.14,1.07,-1.53,0.2,-0.22,91.5,87.8,83.8,91.5,80.2,76.8,0.22,0.328,0.1,0.329,0.624,0.152,0.317,0.5,0.206,0.161,0.274,0.305,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222,,,,,,,,,,,,,,,
1,2024-08-02,746845,Flyout,field_out,True,676475,665871,Alec Burleson,Javier Assad,0,233f9ca7-85d7-4d2f-918d-240f81123457,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.175,0.208,0.105,0.11,0.042,-0.92,-1.14,1.07,-1.53,0.2,-0.22,91.5,87.8,83.8,91.5,80.2,76.8,0.22,0.328,0.1,0.329,0.624,0.152,0.317,0.5,0.206,0.161,0.274,0.305,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222,,,,,,,,,,,,,,,
2,2024-08-02,746845,Strikeout,strikeout,True,575929,665871,Willson Contreras,Javier Assad,1,ed95f571-33f1-4f29-a787-21bf25e25b79,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.175,0.208,0.105,0.11,0.042,-0.92,-1.14,1.07,-1.53,0.2,-0.22,91.5,87.8,83.8,91.5,80.2,76.8,0.22,0.328,0.1,0.329,0.624,0.152,0.317,0.5,0.206,0.161,0.274,0.305,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222,,,,,,,,,,,,,,,
3,2024-08-02,746845,Groundout,field_out,True,664023,607200,Ian Happ,Erick Fedde,0,877e9929-1012-40bf-8c06-acb2d1549b73,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
4,2024-08-02,746845,Pop Out,field_out,True,683737,607200,Michael Busch,Erick Fedde,0,607218ca-1bbb-431f-a13d-d1b51c60823f,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
5,2024-08-02,746845,Triple,triple,False,673548,607200,Seiya Suzuki,Erick Fedde,0,d92825bf-3d4c-4fde-bad9-8331776be296,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
6,2024-08-02,746845,Flyout,field_out,True,641355,607200,Cody Bellinger,Erick Fedde,0,a224a491-1a57-4d5c-b220-1c7d51e62a42,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
7,2024-08-02,746845,Walk,walk,False,502671,665871,Paul Goldschmidt,Javier Assad,0,e52ee912-ab5c-4e6d-92b9-883e55afb3a1,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.175,0.208,0.105,0.11,0.042,-0.92,-1.14,1.07,-1.53,0.2,-0.22,91.5,87.8,83.8,91.5,80.2,76.8,0.22,0.328,0.1,0.329,0.624,0.152,0.317,0.5,0.206,0.161,0.274,0.305,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222,,,,,,,,,,,,,,,
8,2024-08-02,746845,Groundout,field_out,True,571448,665871,Nolan Arenado,Javier Assad,1,ac9c4237-7cf4-4a77-8f90-9b36f1570185,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.175,0.208,0.105,0.11,0.042,-0.92,-1.14,1.07,-1.53,0.2,-0.22,91.5,87.8,83.8,91.5,80.2,76.8,0.22,0.328,0.1,0.329,0.624,0.152,0.317,0.5,0.206,0.161,0.274,0.305,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222,,,,,,,,,,,,,,,
9,2024-08-02,746845,Strikeout,strikeout,True,663457,665871,Lars Nootbaar,Javier Assad,0,86fd3796-ddf7-4489-91ed-d77aa725a3d5,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.175,0.208,0.105,0.11,0.042,-0.92,-1.14,1.07,-1.53,0.2,-0.22,91.5,87.8,83.8,91.5,80.2,76.8,0.22,0.328,0.1,0.329,0.624,0.152,0.317,0.5,0.206,0.161,0.274,0.305,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222,,,,,,,,,,,,,,,
10,2024-08-02,746845,Groundout,field_out,True,502054,665871,Tommy Pham,Javier Assad,0,7670eeba-65e9-4be4-ad40-828119fd9ec8,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.15,4.53,120.0,100.0,86.0,95.0,0.851,7.65,3.83,8.25,1.13,1.09,0.277,0.36,0.165,0.285,0.424,74.0,94.0,91.0,99.0,103.0,99.0,70.0,102.0,93.0,77.0,101.0,93.0,114.0,95.0,102.0,96.0,98.0,94.0,0.361,0.175,0.208,0.105,0.11,0.042,-0.92,-1.14,1.07,-1.53,0.2,-0.22,91.5,87.8,83.8,91.5,80.2,76.8,0.22,0.328,0.1,0.329,0.624,0.152,0.317,0.5,0.206,0.161,0.274,0.305,0.152,0.364,0.359,0.227,0.227,0.122,0.4,0.8,0.222,,,,,,,,,,,,,,,
11,2024-08-02,746845,Strikeout,strikeout,True,670623,607200,Isaac Paredes,Erick Fedde,0,5fdac838-ca56-437a-9bc9-f7c777c8c1b0,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
12,2024-08-02,746845,Single,single,False,663538,607200,Nico Hoerner,Erick Fedde,0,90bfedd9-5209-498a-a453-bbbaea9fe0d5,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
13,2024-08-02,746845,Single,single,False,621020,607200,Dansby Swanson,Erick Fedde,1,52b2f982-6f63-4a15-8134-afc6b0367927,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
14,2024-08-02,746845,Single,single,False,691718,607200,Pete Crow-Armstrong,Erick Fedde,1,d8d2c1e1-ee86-45f5-acea-33ad605254a1,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
15,2024-08-02,746845,Home Run,home_run,False,542194,607200,Christian Bethancourt,Erick Fedde,1,a2b9c72c-f8d1-4327-887d-aa51d58ac5ee,607200.0,erickfedde,Fedde,Right,Erick Fedde,- - -,3.31,3.89,149.1,104.0,91.0,100.0,0.805,7.77,2.71,7.77,1.15,1.06,0.269,0.368,0.189,0.295,0.399,88.0,108.0,107.0,,,,23.0,81.0,60.0,77.0,106.0,94.0,125.0,101.0,106.0,79.0,105.0,98.0,0.302,0.002,0.318,0.206,,0.172,-13.43,-0.06,0.68,1.64,,-0.24,92.4,89.9,87.8,93.0,83.5,,0.241,0.345,0.204,0.266,0.509,0.237,,,,,,,0.148,0.296,0.254,0.23,0.32,0.153,,,,,,,,,,,,,,,,,,
