,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-09-27,746904,Strikeout,strikeout,True,650490,601713,Yandy Díaz,Nick Pivetta,0,587cab14-7ea0-413d-b958-8d00a7f6584d,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.59,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-27,746904,Strikeout,strikeout,True,664040,601713,Brandon Lowe,Nick Pivetta,0,fb9b0b59-8178-4126-bdb5-360eb7179b52,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.59,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-27,746904,Single,single,False,691406,601713,Junior Caminero,Nick Pivetta,0,009ba1b5-1290-4389-895a-67d1c5bfd58c,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.59,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-27,746904,Strikeout,strikeout,True,666018,601713,Jonathan Aranda,Nick Pivetta,0,e6230d03-071f-4037-9428-89ee7d8c7c46,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.59,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-27,746904,Groundout,field_out,True,680776,671737,Jarren Duran,Taj Bradley,0,b76fe0f1-c15a-47d0-9296-22c4fe194931,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.11,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,100.0,91.0,93.0,129.0,97.0,102.0,,,,91.0,100.0,98.0,0.417,0.225,,0.089,-0.04,1.02,,-1.5,96.4,90.9,,79.1,0.269,0.5,0.21,,,,0.241,0.483,0.346,0.205,0.357,0.324,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,,,,,,,,,,
5,2024-09-27,746904,Strikeout,strikeout,True,596115,671737,Trevor Story,Taj Bradley,0,2838d1a5-04a3-4cfd-9817-f5457c64c9e5,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.11,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,100.0,91.0,93.0,129.0,97.0,102.0,,,,91.0,100.0,98.0,0.417,0.225,,0.089,-0.04,1.02,,-1.5,96.4,90.9,,79.1,0.269,0.5,0.21,,,,0.241,0.483,0.346,0.205,0.357,0.324,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,,,,,,,,,,
6,2024-09-27,746904,Strikeout,strikeout,True,671213,671737,Triston Casas,Taj Bradley,0,4c64629f-728d-460c-b257-71797be02eeb,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.11,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,100.0,91.0,93.0,129.0,97.0,102.0,,,,91.0,100.0,98.0,0.417,0.225,,0.089,-0.04,1.02,,-1.5,96.4,90.9,,79.1,0.269,0.5,0.21,,,,0.241,0.483,0.346,0.205,0.357,0.324,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,,,,,,,,,,
7,2024-09-27,746904,Flyout,field_out,True,676356,601713,Jonny DeLuca,Nick Pivetta,0,b28d092b-045b-4219-b2f0-83c6309f01ba,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.59,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-27,746904,Groundout,field_out,True,666139,601713,Josh Lowe,Nick Pivetta,0,28c5da75-5878-40cf-b673-e4d38af43a16,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.59,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-27,746904,Groundout,field_out,True,680700,601713,Richie Palacios,Nick Pivetta,0,72f4a3cc-46c0-402f-adcd-85fc709f5236,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.59,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,118.0,104.0,104.0,122.0,105.0,108.0,155.0,103.0,111.0,104.0,96.0,82.0,0.486,0.059,0.291,0.163,0.73,-4.63,-0.1,0.61,93.9,88.3,82.6,80.0,0.239,0.399,0.218,0.224,0.436,0.35,0.167,0.4,0.206,0.394,0.879,0.211,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
