,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff
0,2024-08-09,745220,Strikeout,strikeout,True,596019,682243,Francisco Lindor,Bryce Miller,0,b333ec0e-9b7d-48ca-bbd6-71bdb1f2a7cd,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,,,,
1,2024-08-09,745220,Walk,walk,False,607043,682243,Brandon Nimmo,Bryce Miller,0,fbadb8e1-debb-4d5e-a80a-4466416b1f32,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,,,,
2,2024-08-09,745220,Pop Out,field_out,True,608385,682243,Jesse Winker,Bryce Miller,0,cf27f867-0aec-4499-90ab-c7c2b5bfc2bf,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,,,,
3,2024-08-09,745220,Flyout,field_out,True,624413,682243,Pete Alonso,Bryce Miller,0,d879d8ba-c608-4a10-af9e-5446f6ec283e,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,,,,
4,2024-08-09,745220,Strikeout,strikeout,True,645302,500779,Victor Robles,Jose Quintana,0,0dfd1dc2-2bf1-4ad7-9417-230c21d9d464,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,,,,,,,0.293,0.222,,,,,-0.55,,,0.19,,,90.6,,,90.7,,,0.225,0.461,0.167,0.261,0.491,0.136,,,,,,,,,,0.266,0.448,0.258,,,,69.0,100.0,97.0,110.0,103.0,100.0,0.287,0.197,0.04,-0.09,85.7,77.6,0.225,0.294,0.32,0.176,0.382,0.274
5,2024-08-09,745220,Walk,walk,False,668227,500779,Randy Arozarena,Jose Quintana,0,9c52dd36-64ed-46a8-8d16-1e1c7b2f6f79,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,,,,,,,0.293,0.222,,,,,-0.55,,,0.19,,,90.6,,,90.7,,,0.225,0.461,0.167,0.261,0.491,0.136,,,,,,,,,,0.266,0.448,0.258,,,,69.0,100.0,97.0,110.0,103.0,100.0,0.287,0.197,0.04,-0.09,85.7,77.6,0.225,0.294,0.32,0.176,0.382,0.274
6,2024-08-09,745220,Flyout,field_out,True,663728,500779,Cal Raleigh,Jose Quintana,0,dbdbff3a-9eff-44cd-b122-0073e18f8535,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,,,,,,,0.293,0.222,,,,,-0.55,,,0.19,,,90.6,,,90.7,,,0.225,0.461,0.167,0.261,0.491,0.136,,,,,,,,,,0.266,0.448,0.258,,,,69.0,100.0,97.0,110.0,103.0,100.0,0.287,0.197,0.04,-0.09,85.7,77.6,0.225,0.294,0.32,0.176,0.382,0.274
7,2024-08-09,745220,Hit By Pitch,hit_by_pitch,False,457759,500779,Justin Turner,Jose Quintana,1,aaaeb460-b9cf-46f0-b592-d7b35fb8fbaf,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,,,,,,,0.293,0.222,,,,,-0.55,,,0.19,,,90.6,,,90.7,,,0.225,0.461,0.167,0.261,0.491,0.136,,,,,,,,,,0.266,0.448,0.258,,,,69.0,100.0,97.0,110.0,103.0,100.0,0.287,0.197,0.04,-0.09,85.7,77.6,0.225,0.294,0.32,0.176,0.382,0.274
8,2024-08-09,745220,Strikeout,strikeout,True,641598,500779,Mitch Garver,Jose Quintana,0,c3e74a6d-4b4e-4f02-8234-9b9283eedb12,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,,,,,,,0.293,0.222,,,,,-0.55,,,0.19,,,90.6,,,90.7,,,0.225,0.461,0.167,0.261,0.491,0.136,,,,,,,,,,0.266,0.448,0.258,,,,69.0,100.0,97.0,110.0,103.0,100.0,0.287,0.197,0.04,-0.09,85.7,77.6,0.225,0.294,0.32,0.176,0.382,0.274
9,2024-08-09,745220,Groundout,field_out,True,502110,682243,J.D. Martinez,Bryce Miller,0,1dc05b29-251e-4c70-94df-9952cf92d715,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.177,0.433,0.021,0.167,0.164,0.037,1.57,-0.88,1.14,1.7,-0.65,-0.41,95.1,91.9,84.2,94.7,84.3,85.2,0.19,0.365,0.268,0.248,0.347,0.09,0.165,0.256,0.288,0.275,0.475,0.134,0.219,0.563,0.243,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,,,,,,,,,,,,,
