,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-06-20,745889,Strikeout,strikeout,True,650490,680573,Yandy Díaz,Simeon Woods Richardson,0,147d1c35-b012-43ef-8f5c-7aae7ba5b66c,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-20,745889,Strikeout,strikeout,True,664040,680573,Brandon Lowe,Simeon Woods Richardson,0,7bc2a33d-1807-45a4-865f-b4819f4e896c,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-20,745889,Pop Out,field_out,True,670623,680573,Isaac Paredes,Simeon Woods Richardson,0,08508ae9-a5ff-43db-b73f-ff9255392490,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-20,745889,Strikeout,strikeout,True,663616,641793,Trevor Larnach,Zack Littell,0,b8b6ae1a-836d-4a5f-a4fc-4fa304e5129b,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,101.0,104.0,102.0,0.207,0.413,,,-0.92,1.08,,,92.6,,85.7,,0.313,0.484,0.209,0.375,0.5,0.085,,,,,,,73.0,103.0,91.0,99.0,106.0,112.0,0.154,0.226,-1.86,-1.56,83.0,91.9,0.283,0.485,0.346,0.309,0.485,0.147,,,,,,,,,
4,2024-06-20,745889,Flyout,field_out,True,669304,641793,Jose Miranda,Zack Littell,0,b5138ff1-9822-4f93-9bf1-b7739f3669af,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,101.0,104.0,102.0,0.207,0.413,,,-0.92,1.08,,,92.6,,85.7,,0.313,0.484,0.209,0.375,0.5,0.085,,,,,,,73.0,103.0,91.0,99.0,106.0,112.0,0.154,0.226,-1.86,-1.56,83.0,91.9,0.283,0.485,0.346,0.309,0.485,0.147,,,,,,,,,
5,2024-06-20,745889,Walk,walk,False,668904,641793,Royce Lewis,Zack Littell,0,5e9cabd6-49cd-4f65-bb73-a33e88779649,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,101.0,104.0,102.0,0.207,0.413,,,-0.92,1.08,,,92.6,,85.7,,0.313,0.484,0.209,0.375,0.5,0.085,,,,,,,73.0,103.0,91.0,99.0,106.0,112.0,0.154,0.226,-1.86,-1.56,83.0,91.9,0.283,0.485,0.346,0.309,0.485,0.147,,,,,,,,,
6,2024-06-20,745889,Bunt Groundout,field_out,True,596146,641793,Max Kepler,Zack Littell,0,720f0c6a-addc-43d4-8cfe-81b3e4406f70,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,101.0,104.0,102.0,0.207,0.413,,,-0.92,1.08,,,92.6,,85.7,,0.313,0.484,0.209,0.375,0.5,0.085,,,,,,,73.0,103.0,91.0,99.0,106.0,112.0,0.154,0.226,-1.86,-1.56,83.0,91.9,0.283,0.485,0.346,0.309,0.485,0.147,,,,,,,,,
7,2024-06-20,745889,Double,double,False,666139,680573,Josh Lowe,Simeon Woods Richardson,0,8d244b66-fd9b-46df-ab03-d3b5fc151b5e,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-20,745889,Double,double,False,668227,680573,Randy Arozarena,Simeon Woods Richardson,1,fcd3564f-4f4c-4d7b-8316-ac668c42a773,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-20,745889,Pop Out,field_out,True,676356,680573,Jonny DeLuca,Simeon Woods Richardson,0,786fd84c-7aff-434b-9bb5-09b4b057cf85,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,
