,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-27,746362,Flyout,field_out,True,660271,669854,Shohei Ohtani,Ronel Blanco,0,01e60b30-812e-443a-a6da-18507e917bfd,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-27,746362,Flyout,field_out,True,669257,669854,Will Smith,Ronel Blanco,0,315ac749-c403-4c30-b00d-5e4df3a6c70c,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-27,746362,Hit By Pitch,hit_by_pitch,False,666158,669854,Gavin Lux,Ronel Blanco,0,b6634ec4-dd0f-43d1-b306-5b50d66ef9c3,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-27,746362,Strikeout,strikeout,True,606192,669854,Teoscar Hernández,Ronel Blanco,0,61dd1e12-c4aa-4717-afb0-7f6475ecddde,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-27,746362,Walk,walk,False,514888,680736,Jose Altuve,Justin Wrobleski,0,2519b8f5-5d6d-4950-982f-9e037d739008,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,4.68,5.82,25.0,97.0,92.0,99.0,0.798,6.48,3.24,7.56,2.52,0.51,0.329,0.219,0.205,0.342,0.463,55.0,84.0,88.0,91.0,82.0,85.0,101.0,100.0,102.0,106.0,105.0,104.0,0.592,0.121,0.097,0.035,2.54,-6.41,-6.97,-0.64,95.2,83.4,84.4,82.7,0.267,0.8,0.3,0.167,0.283,0.24,,,,0.4,1.6,0.231,44.0,88.0,79.0,66.0,96.0,96.0,0.062,0.094,-6.63,-1.89,88.2,91.4,0.5,1.333,0.118,0.4,0.6,0.0,,,,,,,,,,,,
5,2024-07-27,746362,Pop Out,field_out,True,608324,680736,Alex Bregman,Justin Wrobleski,0,4732b1e4-5a5f-40ef-aed3-768b1b48bd1b,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,4.68,5.82,25.0,97.0,92.0,99.0,0.798,6.48,3.24,7.56,2.52,0.51,0.329,0.219,0.205,0.342,0.463,55.0,84.0,88.0,91.0,82.0,85.0,101.0,100.0,102.0,106.0,105.0,104.0,0.592,0.121,0.097,0.035,2.54,-6.41,-6.97,-0.64,95.2,83.4,84.4,82.7,0.267,0.8,0.3,0.167,0.283,0.24,,,,0.4,1.6,0.231,44.0,88.0,79.0,66.0,96.0,96.0,0.062,0.094,-6.63,-1.89,88.2,91.4,0.5,1.333,0.118,0.4,0.6,0.0,,,,,,,,,,,,
6,2024-07-27,746362,Flyout,field_out,True,670541,680736,Yordan Alvarez,Justin Wrobleski,0,c1f46694-c182-430c-bacf-320229a5e7cc,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,4.68,5.82,25.0,97.0,92.0,99.0,0.798,6.48,3.24,7.56,2.52,0.51,0.329,0.219,0.205,0.342,0.463,55.0,84.0,88.0,91.0,82.0,85.0,101.0,100.0,102.0,106.0,105.0,104.0,0.592,0.121,0.097,0.035,2.54,-6.41,-6.97,-0.64,95.2,83.4,84.4,82.7,0.267,0.8,0.3,0.167,0.283,0.24,,,,0.4,1.6,0.231,44.0,88.0,79.0,66.0,96.0,96.0,0.062,0.094,-6.63,-1.89,88.2,91.4,0.5,1.333,0.118,0.4,0.6,0.0,,,,,,,,,,,,
7,2024-07-27,746362,Caught Stealing 2B,caught_stealing_2b,True,673237,680736,Yainer Diaz,Justin Wrobleski,0,e4653c8f-3795-4974-b3bf-d9a005847356,680736.0,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,4.68,5.82,25.0,97.0,92.0,99.0,0.798,6.48,3.24,7.56,2.52,0.51,0.329,0.219,0.205,0.342,0.463,55.0,84.0,88.0,91.0,82.0,85.0,101.0,100.0,102.0,106.0,105.0,104.0,0.592,0.121,0.097,0.035,2.54,-6.41,-6.97,-0.64,95.2,83.4,84.4,82.7,0.267,0.8,0.3,0.167,0.283,0.24,,,,0.4,1.6,0.231,44.0,88.0,79.0,66.0,96.0,96.0,0.062,0.094,-6.63,-1.89,88.2,91.4,0.5,1.333,0.118,0.4,0.6,0.0,,,,,,,,,,,,
8,2024-07-27,746362,Strikeout,strikeout,True,518792,669854,Jason Heyward,Ronel Blanco,0,4eaf8e66-a765-4cfb-98da-529f494f888c,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-27,746362,Strikeout,strikeout,True,681546,669854,James Outman,Ronel Blanco,0,28d1b15c-5a3e-4fad-9dc5-1dd20ca5ab12,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-07-27,746362,Walk,walk,False,571771,669854,Enrique Hernández,Ronel Blanco,0,890b5c5e-0c6d-4593-b49d-0dbc3f5cd252,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,3.14,4.06,143.1,99.0,95.0,98.0,0.727,8.85,3.58,6.15,1.32,0.91,0.216,0.451,0.177,0.322,0.405,121.0,104.0,108.0,75.0,98.0,101.0,84.0,94.0,89.0,87.0,103.0,101.0,0.375,0.309,0.081,0.235,-0.43,2.19,2.66,-0.2,93.4,85.2,86.3,79.9,0.184,0.292,0.329,0.222,0.494,0.197,0.191,0.376,0.349,0.069,0.069,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
