,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-08,744899,Flyout,field_out,True,681297,592332,Colton Cowser,Kevin Gausman,0,412d6f92-f57a-46a6-a6c7-d81f1f4c9dc8,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-08,744899,Flyout,field_out,True,623993,592332,Anthony Santander,Kevin Gausman,0,0cd2daa1-2747-4609-bf6b-6f13884cc617,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-08,744899,Flyout,field_out,True,683002,592332,Gunnar Henderson,Kevin Gausman,0,bcc6b3a6-7faf-4faf-8138-fd924c3b0edc,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-08,744899,Single,single,False,543807,665152,George Springer,Dean Kremer,0,648bec62-73da-4886-9e5e-eddbf5e8aa9b,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,91.0,99.0,98.0,79.0,104.0,96.0,,,,72.0,99.0,98.0,0.155,0.308,0.18,,-0.53,0.25,0.5,,93.4,84.0,92.3,,0.252,0.561,0.202,0.135,0.243,0.342,,,,0.23,0.351,0.079,89.0,100.0,97.0,99.0,103.0,99.0,0.242,0.114,0.3,0.74,86.9,77.1,0.26,0.356,0.223,0.194,0.226,0.159,,,,,,,,,,,,
4,2024-08-08,744899,Walk,walk,False,662139,665152,Daulton Varsho,Dean Kremer,1,11aaa9f2-3ca7-4c58-acac-97bfb842f392,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,91.0,99.0,98.0,79.0,104.0,96.0,,,,72.0,99.0,98.0,0.155,0.308,0.18,,-0.53,0.25,0.5,,93.4,84.0,92.3,,0.252,0.561,0.202,0.135,0.243,0.342,,,,0.23,0.351,0.079,89.0,100.0,97.0,99.0,103.0,99.0,0.242,0.114,0.3,0.74,86.9,77.1,0.26,0.356,0.223,0.194,0.226,0.159,,,,,,,,,,,,
5,2024-08-08,744899,Double,double,False,665489,665152,Vladimir Guerrero Jr.,Dean Kremer,1,f9d3f646-4e42-41af-82f1-0b81929eb877,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,91.0,99.0,98.0,79.0,104.0,96.0,,,,72.0,99.0,98.0,0.155,0.308,0.18,,-0.53,0.25,0.5,,93.4,84.0,92.3,,0.252,0.561,0.202,0.135,0.243,0.342,,,,0.23,0.351,0.079,89.0,100.0,97.0,99.0,103.0,99.0,0.242,0.114,0.3,0.74,86.9,77.1,0.26,0.356,0.223,0.194,0.226,0.159,,,,,,,,,,,,
6,2024-08-08,744899,Strikeout,strikeout,True,687462,665152,Spencer Horwitz,Dean Kremer,0,8ed4a617-c26d-4863-9c26-c9fbcc3aed81,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,91.0,99.0,98.0,79.0,104.0,96.0,,,,72.0,99.0,98.0,0.155,0.308,0.18,,-0.53,0.25,0.5,,93.4,84.0,92.3,,0.252,0.561,0.202,0.135,0.243,0.342,,,,0.23,0.351,0.079,89.0,100.0,97.0,99.0,103.0,99.0,0.242,0.114,0.3,0.74,86.9,77.1,0.26,0.356,0.223,0.194,0.226,0.159,,,,,,,,,,,,
7,2024-08-08,744899,Single,single,False,672386,665152,Alejandro Kirk,Dean Kremer,1,76b0d5e9-eebd-4d28-a1fb-899cbb0773e9,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,91.0,99.0,98.0,79.0,104.0,96.0,,,,72.0,99.0,98.0,0.155,0.308,0.18,,-0.53,0.25,0.5,,93.4,84.0,92.3,,0.252,0.561,0.202,0.135,0.243,0.342,,,,0.23,0.351,0.079,89.0,100.0,97.0,99.0,103.0,99.0,0.242,0.114,0.3,0.74,86.9,77.1,0.26,0.356,0.223,0.194,0.226,0.159,,,,,,,,,,,,
8,2024-08-08,744899,Strikeout,strikeout,True,694388,665152,Joey Loperfido,Dean Kremer,1,ea8e5dca-33dd-4e72-a675-7371307383d8,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,91.0,99.0,98.0,79.0,104.0,96.0,,,,72.0,99.0,98.0,0.155,0.308,0.18,,-0.53,0.25,0.5,,93.4,84.0,92.3,,0.252,0.561,0.202,0.135,0.243,0.342,,,,0.23,0.351,0.079,89.0,100.0,97.0,99.0,103.0,99.0,0.242,0.114,0.3,0.74,86.9,77.1,0.26,0.356,0.223,0.194,0.226,0.159,,,,,,,,,,,,
9,2024-08-08,744899,Pop Out,field_out,True,676391,665152,Ernie Clement,Dean Kremer,0,0055077a-4876-487a-8bee-5eccc2ba401f,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.31,4.97,102.1,101.0,87.0,98.0,0.816,8.44,3.78,7.65,1.32,0.94,0.25,0.387,0.237,0.293,0.418,91.0,99.0,98.0,79.0,104.0,96.0,,,,72.0,99.0,98.0,0.155,0.308,0.18,,-0.53,0.25,0.5,,93.4,84.0,92.3,,0.252,0.561,0.202,0.135,0.243,0.342,,,,0.23,0.351,0.079,89.0,100.0,97.0,99.0,103.0,99.0,0.242,0.114,0.3,0.74,86.9,77.1,0.26,0.356,0.223,0.194,0.226,0.159,,,,,,,,,,,,
