,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-01,745670,Lineout,field_out,True,663647,548389,Ke'Bryan Hayes,Ross Stripling,0,838774ed-e44f-4796-b715-a909157f0331,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,
1,2024-05-01,745670,Flyout,field_out,True,668804,548389,Bryan Reynolds,Ross Stripling,0,c15c3d81-21a5-4338-9677-cc1c667aa7af,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,
2,2024-05-01,745670,Flyout,field_out,True,656582,548389,Connor Joe,Ross Stripling,0,287a7061-9dce-44ab-b93b-fe8b757cbc79,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,
3,2024-05-01,745670,Flyout,field_out,True,671732,682990,Lawrence Butler,Quinn Priester,0,5b8cb456-c356-40d7-b316-0c58bf096e2a,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,,,,0.33,0.149,0.253,,0.116,-1.75,0.45,-1.73,,0.79,93.2,88.2,93.0,87.2,,0.261,0.478,0.276,0.4,0.4,0.222,0.136,0.182,0.242,0.284,0.493,0.142,0.357,0.5,0.463,95.0,98.0,100.0,0.152,-1.03,80.5,,,,,,,,,,,,,,,
4,2024-05-01,745670,Flyout,field_out,True,663527,682990,Tyler Nevin,Quinn Priester,0,5ac411a2-2185-43f0-9b0c-6f6f45d1d1aa,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,,,,0.33,0.149,0.253,,0.116,-1.75,0.45,-1.73,,0.79,93.2,88.2,93.0,87.2,,0.261,0.478,0.276,0.4,0.4,0.222,0.136,0.182,0.242,0.284,0.493,0.142,0.357,0.5,0.463,95.0,98.0,100.0,0.152,-1.03,80.5,,,,,,,,,,,,,,,
5,2024-05-01,745670,Groundout,field_out,True,668709,682990,JJ Bleday,Quinn Priester,0,f421d3e1-57a1-425e-bf44-f1713dd9bca0,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,,,,0.33,0.149,0.253,,0.116,-1.75,0.45,-1.73,,0.79,93.2,88.2,93.0,87.2,,0.261,0.478,0.276,0.4,0.4,0.222,0.136,0.182,0.242,0.284,0.493,0.142,0.357,0.5,0.463,95.0,98.0,100.0,0.152,-1.03,80.5,,,,,,,,,,,,,,,
6,2024-05-01,745670,Groundout,field_out,True,665833,548389,Oneil Cruz,Ross Stripling,0,c9b308e9-f33b-4cba-b5b0-3cdcd44dcc05,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,
7,2024-05-01,745670,Flyout,field_out,True,658668,548389,Edward Olivares,Ross Stripling,0,4156cda1-6b0e-407e-93b6-bd66e43cfa0c,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,
8,2024-05-01,745670,Single,single,False,642133,548389,Rowdy Tellez,Ross Stripling,0,8c0cd3de-5ac5-42a6-b3ff-3394930cb00d,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,
9,2024-05-01,745670,Field Error,field_error,False,669707,548389,Jared Triolo,Ross Stripling,1,fb35bbd0-c57e-454f-a2ae-21dc425239e3,548389.0,rossstripling,Stripling,Right,Ross Stripling,OAK,5.82,4.39,55.2,104.0,89.0,99.0,0.834,5.66,1.94,12.45,0.97,1.06,0.358,0.338,0.176,0.294,0.429,83.0,113.0,105.0,62.0,100.0,89.0,93.0,102.0,90.0,120.0,107.0,112.0,96.0,90.0,101.0,0.166,0.316,0.278,0.05,0.19,0.39,-1.39,-0.77,-2.92,-2.9,91.6,82.6,90.3,85.3,74.7,0.301,0.452,0.173,0.246,0.415,0.192,0.365,0.577,0.232,0.386,0.455,0.092,1.0,1.333,0.333,,,,,,,,,,,,,,,,,,,,,
