,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-29,745846,Lineout,field_out,True,683002,641927,Gunnar Henderson,Bailey Ober,0,3650ac5c-754f-4669-ab8d-92ebb52e10a4,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.24,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.186,0.301,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-29,745846,Flyout,field_out,True,676059,641927,Jordan Westburg,Bailey Ober,0,9ace3ede-32f3-4b97-9048-7292473c7e82,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.24,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.186,0.301,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-29,745846,Flyout,field_out,True,668939,641927,Adley Rutschman,Bailey Ober,0,fb1d6766-e864-4d93-ad37-214ef8f9e0ce,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.24,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.186,0.301,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-29,745846,Strikeout,strikeout,True,666397,544150,Edouard Julien,Albert Suárez,0,7f2b06af-5aec-4be2-b969-7549935c10d6,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.14,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,100.0,100.0,105.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,75.0,99.0,91.0,0.5,0.195,,0.132,0.172,-0.36,0.73,,0.41,-0.5,94.8,86.3,86.1,,79.0,0.276,0.469,0.228,0.274,0.434,0.228,0.24,0.365,0.308,,,,0.174,0.348,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-29,745846,Double,double,False,668885,544150,Austin Martin,Albert Suárez,0,509b7dbf-6123-42ce-9761-b14522c723ab,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.14,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,100.0,100.0,105.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,75.0,99.0,91.0,0.5,0.195,,0.132,0.172,-0.36,0.73,,0.41,-0.5,94.8,86.3,86.1,,79.0,0.276,0.469,0.228,0.274,0.434,0.228,0.24,0.365,0.308,,,,0.174,0.348,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-29,745846,Pop Out,field_out,True,686797,544150,Brooks Lee,Albert Suárez,0,bb46b421-7a2a-42ef-a16d-6f0b7d77ce18,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.14,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,100.0,100.0,105.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,75.0,99.0,91.0,0.5,0.195,,0.132,0.172,-0.36,0.73,,0.41,-0.5,94.8,86.3,86.1,,79.0,0.276,0.469,0.228,0.274,0.434,0.228,0.24,0.365,0.308,,,,0.174,0.348,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-29,745846,Pop Out,field_out,True,668904,544150,Royce Lewis,Albert Suárez,0,707d404e-a743-4272-beeb-51e8ef87c7a8,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.14,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,100.0,100.0,105.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,75.0,99.0,91.0,0.5,0.195,,0.132,0.172,-0.36,0.73,,0.41,-0.5,94.8,86.3,86.1,,79.0,0.276,0.469,0.228,0.274,0.434,0.228,0.24,0.365,0.308,,,,0.174,0.348,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-29,745846,Groundout,field_out,True,681297,641927,Colton Cowser,Bailey Ober,0,8aef5d97-7337-40b2-8501-71b05cd30c79,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.24,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.186,0.301,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-29,745846,Single,single,False,663624,641927,Ryan Mountcastle,Bailey Ober,0,d28d7d22-0b37-451c-88f3-6430c72f0f79,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.24,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.186,0.301,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-29,745846,Single,single,False,656811,641927,Ryan O'Hearn,Bailey Ober,1,f7c242b8-b801-4f94-985d-82289b6050d0,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.24,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.186,0.301,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-29,745846,Forceout,force_out,True,656775,641927,Cedric Mullins,Bailey Ober,1,fdc8a1f1-3a7e-42b2-bd3b-fccd5724f459,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.24,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.186,0.301,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,84.0,104.0,100.0,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,2.03,4.57,1.98,91.7,86.2,83.4,80.3,76.0,0.258,0.506,0.222,0.154,0.285,0.395,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
