,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,CH%,wFC/C,wSI/C,wKC/C,wCH/C,vFC,vCH,vSI,vKC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
0,2024-05-25,746710,Single,single,False,605141,668881,Mookie Betts,Hunter Greene,0,12c36163-de1f-45a0-841d-ef3e4ca263f5,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-25,746710,Strikeout,strikeout,True,660271,668881,Shohei Ohtani,Hunter Greene,0,1cb846e4-1a3f-4d14-87be-a05fc0e10ce7,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-25,746710,Flyout,field_out,True,518692,668881,Freddie Freeman,Hunter Greene,0,5225593a-47c8-4592-9564-4ce99fa3ce19,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-25,746710,Pickoff 1B,pickoff_1b,True,669257,668881,Will Smith,Hunter Greene,0,b390af0b-c2f8-4d13-93bc-392c52f53749,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-25,746710,Single,single,False,674441,621111,Jacob Hurtubise,Walker Buehler,0,71562b9f-db8e-4573-aba4-583beeaffc14,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,126.0,107.0,115.0,,,,0.286,,0.103,,-3.09,,-3.39,,95.5,,83.8,,0.378,0.784,0.173,0.176,0.529,0.167,,,,0.368,0.579,0.282,74.0,104.0,98.0,85.0,107.0,101.0,100.0,101.0,112.0,102.0,102.0,100.0,0.198,0.201,0.144,0.068,1.78,0.15,-3.89,-3.76,91.5,90.0,95.0,79.0,0.243,0.27,0.113,0.233,0.433,0.153,0.455,0.636,0.095
5,2024-05-25,746710,Grounded Into DP,grounded_into_double_play,True,682829,621111,Elly De La Cruz,Walker Buehler,1,e6a7ca3a-0f56-45c8-94fa-1bb706437260,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,126.0,107.0,115.0,,,,0.286,,0.103,,-3.09,,-3.39,,95.5,,83.8,,0.378,0.784,0.173,0.176,0.529,0.167,,,,0.368,0.579,0.282,74.0,104.0,98.0,85.0,107.0,101.0,100.0,101.0,112.0,102.0,102.0,100.0,0.198,0.201,0.144,0.068,1.78,0.15,-3.89,-3.76,91.5,90.0,95.0,79.0,0.243,0.27,0.113,0.233,0.433,0.153,0.455,0.636,0.095
6,2024-05-25,746710,Home Run,home_run,False,668715,621111,Spencer Steer,Walker Buehler,0,ec302999-e761-4c1f-abfb-0553ea4bad1e,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,126.0,107.0,115.0,,,,0.286,,0.103,,-3.09,,-3.39,,95.5,,83.8,,0.378,0.784,0.173,0.176,0.529,0.167,,,,0.368,0.579,0.282,74.0,104.0,98.0,85.0,107.0,101.0,100.0,101.0,112.0,102.0,102.0,100.0,0.198,0.201,0.144,0.068,1.78,0.15,-3.89,-3.76,91.5,90.0,95.0,79.0,0.243,0.27,0.113,0.233,0.433,0.153,0.455,0.636,0.095
7,2024-05-25,746710,Single,single,False,641584,621111,Jake Fraley,Walker Buehler,0,c2cc247f-a686-4f51-ba09-07b90da78b24,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,126.0,107.0,115.0,,,,0.286,,0.103,,-3.09,,-3.39,,95.5,,83.8,,0.378,0.784,0.173,0.176,0.529,0.167,,,,0.368,0.579,0.282,74.0,104.0,98.0,85.0,107.0,101.0,100.0,101.0,112.0,102.0,102.0,100.0,0.198,0.201,0.144,0.068,1.78,0.15,-3.89,-3.76,91.5,90.0,95.0,79.0,0.243,0.27,0.113,0.233,0.433,0.153,0.455,0.636,0.095
8,2024-05-25,746710,Pop Out,field_out,True,663886,621111,Tyler Stephenson,Walker Buehler,1,81e1a595-5516-4dc1-b953-6c658e2d5009,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.84,4.86,37.0,103.0,98.0,102.0,0.841,7.54,2.43,11.19,2.43,1.26,0.228,0.447,0.13,0.366,0.438,,,,96.0,99.0,98.0,126.0,107.0,115.0,,,,0.286,,0.103,,-3.09,,-3.39,,95.5,,83.8,,0.378,0.784,0.173,0.176,0.529,0.167,,,,0.368,0.579,0.282,74.0,104.0,98.0,85.0,107.0,101.0,100.0,101.0,112.0,102.0,102.0,100.0,0.198,0.201,0.144,0.068,1.78,0.15,-3.89,-3.76,91.5,90.0,95.0,79.0,0.243,0.27,0.113,0.233,0.433,0.153,0.455,0.636,0.095
9,2024-05-25,746710,Single,single,False,669257,668881,Will Smith,Hunter Greene,0,b11e9eaf-35a7-4914-bbe9-22496e64a1db,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
