,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff
0,2024-04-20,745354,Flyout,field_out,True,606466,690986,Ketel Marte,Kyle Harrison,0,25e6025c-5ac5-41de-868a-33651afea11f,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-20,745354,Strikeout,strikeout,True,682998,690986,Corbin Carroll,Kyle Harrison,0,9bf8f1f2-ddab-4ac7-a863-65dc4a82cea8,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-20,745354,Double,double,False,666971,690986,Lourdes Gurriel Jr.,Kyle Harrison,0,fb20cc07-2392-4b9f-8ef5-9059b1c7c5d2,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-20,745354,Single,single,False,572233,690986,Christian Walker,Kyle Harrison,1,cd2fdc96-59ff-489b-8518-4ceb833539c7,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-20,745354,Strikeout,strikeout,True,553993,690986,Eugenio Suárez,Kyle Harrison,0,696d0892-333d-48f9-984d-06a0a932e7ad,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,93.0,107.0,97.0,0.61,0.004,0.186,0.2,0.69,-11.76,-0.51,-2.37,92.7,85.4,88.2,81.3,0.237,0.377,0.212,0.306,0.471,0.224,0.295,0.477,0.302,0.333,0.667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-20,745354,Home Run,home_run,False,808982,668678,Jung Hoo Lee,Zac Gallen,0,480f0ad8-802c-45db-9265-b9d95fa5b692,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.282,0.462,0.23,,,,0.286,0.476,0.304,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.163,0.239,0.382,0.25,1.0,0.4,,,
6,2024-04-20,745354,Single,single,False,664774,668678,LaMonte Wade Jr.,Zac Gallen,0,a3b4fb04-8d40-4a79-9378-913a36b3d8f8,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.282,0.462,0.23,,,,0.286,0.476,0.304,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.163,0.239,0.382,0.25,1.0,0.4,,,
7,2024-04-20,745354,Single,single,False,624585,668678,Jorge Soler,Zac Gallen,1,30509ba5-57a4-44d5-a134-c01a9fcf6de3,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.282,0.462,0.23,,,,0.286,0.476,0.304,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.163,0.239,0.382,0.25,1.0,0.4,,,
8,2024-04-20,745354,Pop Out,field_out,True,624424,668678,Michael Conforto,Zac Gallen,0,4219ab57-da52-4da7-a0c5-06b914eefa07,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.282,0.462,0.23,,,,0.286,0.476,0.304,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.163,0.239,0.382,0.25,1.0,0.4,,,
9,2024-04-20,745354,Sac Fly,sac_fly,True,527038,668678,Wilmer Flores,Zac Gallen,1,62b31290-b11b-4903-9cfc-e57ee8230a69,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.87,4.27,76.2,99.0,100.0,100.0,0.771,8.92,2.47,8.45,0.94,1.35,0.212,0.396,0.138,0.387,0.355,85.0,106.0,92.0,,,,101.0,95.0,97.0,102.0,101.0,100.0,0.494,0.092,,0.108,-0.54,-0.07,,-0.12,93.4,86.7,86.4,,0.287,0.463,0.141,0.282,0.462,0.23,,,,0.286,0.476,0.304,132.0,80.0,80.0,103.0,106.0,110.0,89.0,93.0,85.0,0.002,0.031,0.273,-1.0,-0.99,2.38,90.4,94.7,80.6,0.163,0.239,0.382,0.25,1.0,0.4,,,
