,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,wFA/C,wSL/C,wCU/C,vFA,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-08,746654,Strikeout,strikeout,True,543257,663474,Robbie Grossman,Triston McKenzie,0,4a9b483f-c8b7-4a54-a6cf-7bfcddb2ae95,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,97.0,102.0,100.0,98.0,86.0,87.0,106.0,87.0,90.0,0.524,0.21,0.266,-2.21,1.46,-0.18,91.1,85.4,77.7,0.303,0.652,0.103,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-08,746654,Single,single,False,660162,663474,Yoán Moncada,Triston McKenzie,0,c6f20064-e358-4c4a-96b1-4ccff150b4d1,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,97.0,102.0,100.0,98.0,86.0,87.0,106.0,87.0,90.0,0.524,0.21,0.266,-2.21,1.46,-0.18,91.1,85.4,77.7,0.303,0.652,0.103,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-08,746654,Lineout,field_out,True,657757,663474,Gavin Sheets,Triston McKenzie,1,76b0bfc6-aeea-412a-868d-33b7ad57d54f,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,97.0,102.0,100.0,98.0,86.0,87.0,106.0,87.0,90.0,0.524,0.21,0.266,-2.21,1.46,-0.18,91.1,85.4,77.7,0.303,0.652,0.103,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-08,746654,Pop Out,field_out,True,683734,663474,Andrew Vaughn,Triston McKenzie,0,bc5edec9-ce0b-41da-8c1d-b4af573418d4,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,97.0,102.0,100.0,98.0,86.0,87.0,106.0,87.0,90.0,0.524,0.21,0.266,-2.21,1.46,-0.18,91.1,85.4,77.7,0.303,0.652,0.103,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-08,746654,Strikeout,strikeout,True,680757,621383,Steven Kwan,Tanner Banks,0,13dea70a-7b20-48bd-9354-7f766ac11c0e,621383.0,tannerbanks,Banks,Left,Tanner Banks,CHW,4.33,3.29,43.2,103.0,97.0,101.0,0.746,9.89,2.27,8.86,1.03,1.31,0.293,0.325,0.171,0.293,0.419,119.0,108.0,107.0,86.0,112.0,110.0,107.0,93.0,92.0,0.298,0.325,0.149,0.64,-0.8,1.52,93.5,88.0,82.2,0.226,0.358,0.279,0.154,0.192,0.347,0.326,0.5,0.213,85.0,96.0,96.0,80.0,108.0,97.0,0.067,0.16,0.94,-2.05,86.1,92.0,0.29,0.516,0.185,0.273,0.273,0.444,,,,,,,,,,,,,,,,,,
5,2024-04-08,746654,Flyout,field_out,True,608070,621383,José Ramírez,Tanner Banks,0,548966d8-12d8-4aa8-9c35-17c4b403a5e1,621383.0,tannerbanks,Banks,Left,Tanner Banks,CHW,4.33,3.29,43.2,103.0,97.0,101.0,0.746,9.89,2.27,8.86,1.03,1.31,0.293,0.325,0.171,0.293,0.419,119.0,108.0,107.0,86.0,112.0,110.0,107.0,93.0,92.0,0.298,0.325,0.149,0.64,-0.8,1.52,93.5,88.0,82.2,0.226,0.358,0.279,0.154,0.192,0.347,0.326,0.5,0.213,85.0,96.0,96.0,80.0,108.0,97.0,0.067,0.16,0.94,-2.05,86.1,92.0,0.29,0.516,0.185,0.273,0.273,0.444,,,,,,,,,,,,,,,,,,
6,2024-04-08,746654,Strikeout,strikeout,True,681807,621383,David Fry,Tanner Banks,0,e031f1e9-1c50-42e4-85ca-adffd7082138,621383.0,tannerbanks,Banks,Left,Tanner Banks,CHW,4.33,3.29,43.2,103.0,97.0,101.0,0.746,9.89,2.27,8.86,1.03,1.31,0.293,0.325,0.171,0.293,0.419,119.0,108.0,107.0,86.0,112.0,110.0,107.0,93.0,92.0,0.298,0.325,0.149,0.64,-0.8,1.52,93.5,88.0,82.2,0.226,0.358,0.279,0.154,0.192,0.347,0.326,0.5,0.213,85.0,96.0,96.0,80.0,108.0,97.0,0.067,0.16,0.94,-2.05,86.1,92.0,0.29,0.516,0.185,0.273,0.273,0.444,,,,,,,,,,,,,,,,,,
7,2024-04-08,746654,Flyout,field_out,True,643217,663474,Andrew Benintendi,Triston McKenzie,0,01675b85-d56b-4187-920f-9b868bb7cd15,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,97.0,102.0,100.0,98.0,86.0,87.0,106.0,87.0,90.0,0.524,0.21,0.266,-2.21,1.46,-0.18,91.1,85.4,77.7,0.303,0.652,0.103,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-08,746654,Double,double,False,666150,663474,Dominic Fletcher,Triston McKenzie,0,8ebab335-948a-48f5-a9f2-2f55748ae554,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,97.0,102.0,100.0,98.0,86.0,87.0,106.0,87.0,90.0,0.524,0.21,0.266,-2.21,1.46,-0.18,91.1,85.4,77.7,0.303,0.652,0.103,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-08,746654,Groundout,field_out,True,669699,663474,Braden Shewmake,Triston McKenzie,0,e19dcdeb-6ecf-4bcc-a4a0-31b89c5daf7b,663474.0,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.54,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,97.0,102.0,100.0,98.0,86.0,87.0,106.0,87.0,90.0,0.524,0.21,0.266,-2.21,1.46,-0.18,91.1,85.4,77.7,0.303,0.652,0.103,0.176,0.341,0.373,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
