,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,CH%,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFC,vFS,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,KN%,wFA/C,wSL/C,wKN/C,vFA,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-16,746518,Single,single,False,650333,615698,Luis Arraez,Cal Quantrill,0,4391cb56-64e3-41e9-a6ef-9b18fd4c904b,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,79.0,97.0,90.0,78.0,98.0,95.0,113.0,96.0,98.0,0.397,0.135,0.326,0.123,0.02,-0.4,0.72,-1.94,-0.12,1.84,87.8,86.4,84.9,93.9,79.6,0.344,0.606,0.187,0.198,0.311,0.242,0.303,0.53,0.211,0.232,0.446,0.295,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-16,746518,Hit By Pitch,hit_by_pitch,False,595777,615698,Jurickson Profar,Cal Quantrill,1,050907b3-ca99-4d93-a50c-ab1435b0919a,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,79.0,97.0,90.0,78.0,98.0,95.0,113.0,96.0,98.0,0.397,0.135,0.326,0.123,0.02,-0.4,0.72,-1.94,-0.12,1.84,87.8,86.4,84.9,93.9,79.6,0.344,0.606,0.187,0.198,0.311,0.242,0.303,0.53,0.211,0.232,0.446,0.295,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-16,746518,Walk,walk,False,630105,615698,Jake Cronenworth,Cal Quantrill,1,3a7433c6-9823-447c-9c6f-0e2251c98718,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,79.0,97.0,90.0,78.0,98.0,95.0,113.0,96.0,98.0,0.397,0.135,0.326,0.123,0.02,-0.4,0.72,-1.94,-0.12,1.84,87.8,86.4,84.9,93.9,79.6,0.344,0.606,0.187,0.198,0.311,0.242,0.303,0.53,0.211,0.232,0.446,0.295,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-16,746518,Strikeout,strikeout,True,592518,615698,Manny Machado,Cal Quantrill,0,7e4e4c38-4c7a-4bcc-ba08-ca12796504d8,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,79.0,97.0,90.0,78.0,98.0,95.0,113.0,96.0,98.0,0.397,0.135,0.326,0.123,0.02,-0.4,0.72,-1.94,-0.12,1.84,87.8,86.4,84.9,93.9,79.6,0.344,0.606,0.187,0.198,0.311,0.242,0.303,0.53,0.211,0.232,0.446,0.295,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-16,746518,Grounded Into DP,grounded_into_double_play,True,593428,615698,Xander Bogaerts,Cal Quantrill,1,600897c4-9bb4-4202-95e8-b2c19708ae06,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.63,5.01,138.0,97.0,92.0,95.0,0.802,6.72,3.72,9.07,1.3,1.3,0.221,0.43,0.129,0.354,0.409,88.0,97.0,103.0,97.0,102.0,104.0,79.0,97.0,90.0,78.0,98.0,95.0,113.0,96.0,98.0,0.397,0.135,0.326,0.123,0.02,-0.4,0.72,-1.94,-0.12,1.84,87.8,86.4,84.9,93.9,79.6,0.344,0.606,0.187,0.198,0.311,0.242,0.303,0.53,0.211,0.232,0.446,0.295,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-16,746518,Walk,walk,False,453568,663362,Charlie Blackmon,Matt Waldron,0,ddc1b094-6563-4e1c-b724-425fa802c92c,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,,,,0.144,0.084,,,,1.46,,0.98,,,87.0,,,90.0,,0.284,0.389,0.064,,,,0.245,0.408,0.155,,,,,,,77.6,57.0,107.0,91.0,115.0,101.0,106.0,0.191,0.199,0.382,0.17,0.46,-1.08,90.6,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,,,
6,2024-08-16,746518,Single,single,False,678662,663362,Ezequiel Tovar,Matt Waldron,1,ab742545-7d49-45c5-b8a4-3c3cb85220ae,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,,,,0.144,0.084,,,,1.46,,0.98,,,87.0,,,90.0,,0.284,0.389,0.064,,,,0.245,0.408,0.155,,,,,,,77.6,57.0,107.0,91.0,115.0,101.0,106.0,0.191,0.199,0.382,0.17,0.46,-1.08,90.6,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,,,
7,2024-08-16,746518,Forceout,force_out,True,686668,663362,Brenton Doyle,Matt Waldron,1,8470de16-3c71-4653-ad41-f566f4a9fd4b,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,,,,0.144,0.084,,,,1.46,,0.98,,,87.0,,,90.0,,0.284,0.389,0.064,,,,0.245,0.408,0.155,,,,,,,77.6,57.0,107.0,91.0,115.0,101.0,106.0,0.191,0.199,0.382,0.17,0.46,-1.08,90.6,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,,,
8,2024-08-16,746518,Single,single,False,641857,663362,Ryan McMahon,Matt Waldron,1,aa9f2ab0-94df-4641-8cf1-093fb987bbd0,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,,,,0.144,0.084,,,,1.46,,0.98,,,87.0,,,90.0,,0.284,0.389,0.064,,,,0.245,0.408,0.155,,,,,,,77.6,57.0,107.0,91.0,115.0,101.0,106.0,0.191,0.199,0.382,0.17,0.46,-1.08,90.6,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,,,
9,2024-08-16,746518,Home Run,home_run,False,663898,663362,Brendan Rodgers,Matt Waldron,1,90fe0edd-dd45-4119-93ad-4714a8733935,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,,,,0.144,0.084,,,,1.46,,0.98,,,87.0,,,90.0,,0.284,0.389,0.064,,,,0.245,0.408,0.155,,,,,,,77.6,57.0,107.0,91.0,115.0,101.0,106.0,0.191,0.199,0.382,0.17,0.46,-1.08,90.6,79.2,0.25,0.403,0.273,0.241,0.42,0.232,0.229,0.458,0.198,,,
