,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-08-11,745216,Flyout,field_out,True,596019,622491,Francisco Lindor,Luis Castillo,0,9e519e26-197b-4b82-9bf4-8ad1e2a775c8,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-11,745216,Flyout,field_out,True,607043,622491,Brandon Nimmo,Luis Castillo,0,1f9cabf9-0624-49e5-bf9f-912e7cd2b385,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-11,745216,Strikeout,strikeout,True,502110,622491,J.D. Martinez,Luis Castillo,0,a2dcfee2-72e4-486c-874e-ac8a1df1d687,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-11,745216,Lineout,field_out,True,645302,622663,Victor Robles,Luis Severino,0,843238f0-24a4-494b-b915-02d5954c1c09,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,0.253,0.351,0.229,0.082,0.31,0.88,0.04,-2.98,96.1,86.1,95.6,85.7,0.231,0.382,0.222,0.289,0.434,0.123,0.263,0.342,0.282,0.333,0.622,0.182,92.0,93.0,90.0,0.084,0.95,92.7,0.156,0.24,0.357,0.186,0.279,0.239,,,,,,,,,,,,,,,,,,
4,2024-08-11,745216,Strikeout,strikeout,True,668227,622663,Randy Arozarena,Luis Severino,0,49586567-6a21-408a-81d6-4f310ad5218e,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,0.253,0.351,0.229,0.082,0.31,0.88,0.04,-2.98,96.1,86.1,95.6,85.7,0.231,0.382,0.222,0.289,0.434,0.123,0.263,0.342,0.282,0.333,0.622,0.182,92.0,93.0,90.0,0.084,0.95,92.7,0.156,0.24,0.357,0.186,0.279,0.239,,,,,,,,,,,,,,,,,,
5,2024-08-11,745216,Single,single,False,663728,622663,Cal Raleigh,Luis Severino,0,e039bfd7-2f26-4567-92ac-3a1f98ce6d3d,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,0.253,0.351,0.229,0.082,0.31,0.88,0.04,-2.98,96.1,86.1,95.6,85.7,0.231,0.382,0.222,0.289,0.434,0.123,0.263,0.342,0.282,0.333,0.622,0.182,92.0,93.0,90.0,0.084,0.95,92.7,0.156,0.24,0.357,0.186,0.279,0.239,,,,,,,,,,,,,,,,,,
6,2024-08-11,745216,Strikeout,strikeout,True,677594,622663,Julio Rodríguez,Luis Severino,0,bd48c797-bb48-4ff1-88da-cace722318c0,622663.0,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.96,4.03,152.1,100.0,106.0,100.0,0.82,7.74,3.07,8.27,1.12,1.35,0.259,0.379,0.21,0.281,0.439,86.0,92.0,92.0,100.0,103.0,100.0,90.0,97.0,93.0,142.0,100.0,112.0,0.253,0.351,0.229,0.082,0.31,0.88,0.04,-2.98,96.1,86.1,95.6,85.7,0.231,0.382,0.222,0.289,0.434,0.123,0.263,0.342,0.282,0.333,0.622,0.182,92.0,93.0,90.0,0.084,0.95,92.7,0.156,0.24,0.357,0.186,0.279,0.239,,,,,,,,,,,,,,,,,,
7,2024-08-11,745216,Strikeout,strikeout,True,608385,622491,Jesse Winker,Luis Castillo,0,5285ee21-3b54-4532-ab6d-cb15a746d605,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-11,745216,Walk,walk,False,624413,622491,Pete Alonso,Luis Castillo,0,921849b9-662b-45c2-99fe-6f36be610059,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-11,745216,Hit By Pitch,hit_by_pitch,False,643446,622491,Jeff McNeil,Luis Castillo,1,f6dba9d2-b3cf-4a41-bd1a-816872bfc674,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
