,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC
0,2024-09-28,747146,Pop Out,field_out,True,595777,593958,Jurickson Profar,Eduardo Rodriguez,0,2237771d-fcdd-4096-9562-27eebf080aa5,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.59,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,77.0,105.0,97.0,0.076,0.44,0.193,0.066,0.225,-0.04,-1.76,-3.84,-0.19,-0.27,92.0,88.8,86.7,91.6,83.9,0.257,0.486,0.262,0.269,0.385,0.256,0.333,0.595,0.133,0.318,0.455,0.182,0.167,0.417,0.095,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,747146,Single,single,False,456781,593958,Donovan Solano,Eduardo Rodriguez,0,44f260f4-eba9-4c20-8ea0-078d51d318b9,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.59,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,77.0,105.0,97.0,0.076,0.44,0.193,0.066,0.225,-0.04,-1.76,-3.84,-0.19,-0.27,92.0,88.8,86.7,91.6,83.9,0.257,0.486,0.262,0.269,0.385,0.256,0.333,0.595,0.133,0.318,0.455,0.182,0.167,0.417,0.095,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,747146,Flyout,field_out,True,592518,593958,Manny Machado,Eduardo Rodriguez,0,56116010-853c-47f7-a1fc-a9dceaa9cf0b,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.59,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,77.0,105.0,97.0,0.076,0.44,0.193,0.066,0.225,-0.04,-1.76,-3.84,-0.19,-0.27,92.0,88.8,86.7,91.6,83.9,0.257,0.486,0.262,0.269,0.385,0.256,0.333,0.595,0.133,0.318,0.455,0.182,0.167,0.417,0.095,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,747146,Forceout,force_out,True,593428,593958,Xander Bogaerts,Eduardo Rodriguez,1,1428d386-2da3-45f2-a0f9-00405ef0c3bd,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.59,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,77.0,105.0,97.0,0.076,0.44,0.193,0.066,0.225,-0.04,-1.76,-3.84,-0.19,-0.27,92.0,88.8,86.7,91.6,83.9,0.257,0.486,0.262,0.269,0.385,0.256,0.333,0.595,0.133,0.318,0.455,0.182,0.167,0.417,0.095,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,747146,Groundout,field_out,True,682998,681190,Corbin Carroll,Randy Vásquez,0,32e53c41-637e-4547-81b2-ac0521749bb6,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.89,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,107.0,99.0,97.0,0.157,0.285,0.137,0.1,0.124,-0.56,2.22,-1.91,-0.16,-3.49,94.3,90.2,88.6,94.2,82.4,0.301,0.462,0.222,0.365,0.615,0.122,0.228,0.351,0.169,0.429,0.571,0.106,,,,124.0,101.0,106.0,0.197,-0.45,82.2,0.234,0.422,0.232,0.229,0.396,0.247,,,,,,,,,,,,
5,2024-09-28,747146,Hit By Pitch,hit_by_pitch,False,606466,681190,Ketel Marte,Randy Vásquez,0,bdc9bd71-29a0-49ee-8f43-a61b8ae8d485,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.89,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,107.0,99.0,97.0,0.157,0.285,0.137,0.1,0.124,-0.56,2.22,-1.91,-0.16,-3.49,94.3,90.2,88.6,94.2,82.4,0.301,0.462,0.222,0.365,0.615,0.122,0.228,0.351,0.169,0.429,0.571,0.106,,,,124.0,101.0,106.0,0.197,-0.45,82.2,0.234,0.422,0.232,0.229,0.396,0.247,,,,,,,,,,,,
6,2024-09-28,747146,Strikeout,strikeout,True,592626,681190,Joc Pederson,Randy Vásquez,0,e738ed8b-a62b-4fd5-934c-0d6500cc7bb3,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.89,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,107.0,99.0,97.0,0.157,0.285,0.137,0.1,0.124,-0.56,2.22,-1.91,-0.16,-3.49,94.3,90.2,88.6,94.2,82.4,0.301,0.462,0.222,0.365,0.615,0.122,0.228,0.351,0.169,0.429,0.571,0.106,,,,124.0,101.0,106.0,0.197,-0.45,82.2,0.234,0.422,0.232,0.229,0.396,0.247,,,,,,,,,,,,
7,2024-09-28,747146,Forceout,force_out,True,572233,681190,Christian Walker,Randy Vásquez,1,03bf20c4-4e27-47da-8119-c5d316730e6b,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.89,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,107.0,99.0,97.0,0.157,0.285,0.137,0.1,0.124,-0.56,2.22,-1.91,-0.16,-3.49,94.3,90.2,88.6,94.2,82.4,0.301,0.462,0.222,0.365,0.615,0.122,0.228,0.351,0.169,0.429,0.571,0.106,,,,124.0,101.0,106.0,0.197,-0.45,82.2,0.234,0.422,0.232,0.229,0.396,0.247,,,,,,,,,,,,
8,2024-09-28,747146,Pop Out,field_out,True,605113,593958,Nick Ahmed,Eduardo Rodriguez,0,9dc8474c-851a-4cb8-a7fa-79d098400420,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.59,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,77.0,105.0,97.0,0.076,0.44,0.193,0.066,0.225,-0.04,-1.76,-3.84,-0.19,-0.27,92.0,88.8,86.7,91.6,83.9,0.257,0.486,0.262,0.269,0.385,0.256,0.333,0.595,0.133,0.318,0.455,0.182,0.167,0.417,0.095,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-28,747146,Walk,walk,False,444482,593958,David Peralta,Eduardo Rodriguez,0,918247bc-2f49-4a3f-97a4-ed70c8f324e7,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.59,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,77.0,105.0,97.0,0.076,0.44,0.193,0.066,0.225,-0.04,-1.76,-3.84,-0.19,-0.27,92.0,88.8,86.7,91.6,83.9,0.257,0.486,0.262,0.269,0.385,0.256,0.333,0.595,0.133,0.318,0.455,0.182,0.167,0.417,0.095,,,,,,,,,,,,,,,,,,,,,,,,
