,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-06,745941,Lineout,field_out,True,678662,593423,Ezequiel Tovar,Frankie Montas,0,499e9f1f-1f9c-45f8-8805-153e302220b5,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,83.0,100.0,98.0,118.0,101.0,105.0,108.0,96.0,94.0,121.0,98.0,107.0,0.186,0.345,0.183,0.185,0.102,0.21,-1.42,-0.41,1.35,-1.9,95.6,90.4,85.9,94.7,85.1,0.204,0.343,0.223,0.248,0.376,0.111,0.333,0.59,0.221,0.233,0.326,0.416,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,,,,
1,2024-09-06,745941,Walk,walk,False,641857,593423,Ryan McMahon,Frankie Montas,0,6103379a-9989-471c-944d-d4dacd58a0a5,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,83.0,100.0,98.0,118.0,101.0,105.0,108.0,96.0,94.0,121.0,98.0,107.0,0.186,0.345,0.183,0.185,0.102,0.21,-1.42,-0.41,1.35,-1.9,95.6,90.4,85.9,94.7,85.1,0.204,0.343,0.223,0.248,0.376,0.111,0.333,0.59,0.221,0.233,0.326,0.416,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,,,,
2,2024-09-06,745941,Forceout,force_out,True,686668,593423,Brenton Doyle,Frankie Montas,1,a3acdc4b-8950-4ee3-8303-735ed09733ad,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,83.0,100.0,98.0,118.0,101.0,105.0,108.0,96.0,94.0,121.0,98.0,107.0,0.186,0.345,0.183,0.185,0.102,0.21,-1.42,-0.41,1.35,-1.9,95.6,90.4,85.9,94.7,85.1,0.204,0.343,0.223,0.248,0.376,0.111,0.333,0.59,0.221,0.233,0.326,0.416,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,,,,
3,2024-09-06,745941,Strikeout,strikeout,True,669911,593423,Michael Toglia,Frankie Montas,0,85c05a61-692a-46f9-a9bf-c6e5a4e767b8,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,83.0,100.0,98.0,118.0,101.0,105.0,108.0,96.0,94.0,121.0,98.0,107.0,0.186,0.345,0.183,0.185,0.102,0.21,-1.42,-0.41,1.35,-1.9,95.6,90.4,85.9,94.7,85.1,0.204,0.343,0.223,0.248,0.376,0.111,0.333,0.59,0.221,0.233,0.326,0.416,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,,,,
4,2024-09-06,745941,Lineout,field_out,True,668930,663372,Brice Turang,Ryan Feltner,0,017fb04d-4bf1-43fc-a957-9d91f8f9cc2e,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.96,4.55,138.0,99.0,98.0,100.0,0.783,7.89,2.93,9.72,1.24,1.29,0.232,0.401,0.15,0.347,0.446,82.0,103.0,97.0,92.0,92.0,88.0,112.0,100.0,104.0,,,,,,,0.137,0.352,,,0.263,-0.18,,,-0.45,-0.95,94.7,,,94.2,87.7,0.265,0.426,0.176,0.3,0.414,0.156,,,,,,,0.368,0.538,0.216,118.0,93.0,102.0,108.0,108.0,114.0,0.101,0.147,1.61,-1.07,85.3,79.2,0.297,0.514,0.397,0.159,0.246,0.267,0.1,0.3,0.432
5,2024-09-06,745941,Walk,walk,False,694192,663372,Jackson Chourio,Ryan Feltner,0,5396a426-ebb1-4bf2-9846-7366151f1d77,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.96,4.55,138.0,99.0,98.0,100.0,0.783,7.89,2.93,9.72,1.24,1.29,0.232,0.401,0.15,0.347,0.446,82.0,103.0,97.0,92.0,92.0,88.0,112.0,100.0,104.0,,,,,,,0.137,0.352,,,0.263,-0.18,,,-0.45,-0.95,94.7,,,94.2,87.7,0.265,0.426,0.176,0.3,0.414,0.156,,,,,,,0.368,0.538,0.216,118.0,93.0,102.0,108.0,108.0,114.0,0.101,0.147,1.61,-1.07,85.3,79.2,0.297,0.514,0.397,0.159,0.246,0.267,0.1,0.3,0.432
6,2024-09-06,745941,Strikeout,strikeout,True,661388,663372,William Contreras,Ryan Feltner,0,6f5d7621-bc88-420d-a849-0cc8212165fa,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.96,4.55,138.0,99.0,98.0,100.0,0.783,7.89,2.93,9.72,1.24,1.29,0.232,0.401,0.15,0.347,0.446,82.0,103.0,97.0,92.0,92.0,88.0,112.0,100.0,104.0,,,,,,,0.137,0.352,,,0.263,-0.18,,,-0.45,-0.95,94.7,,,94.2,87.7,0.265,0.426,0.176,0.3,0.414,0.156,,,,,,,0.368,0.538,0.216,118.0,93.0,102.0,108.0,108.0,114.0,0.101,0.147,1.61,-1.07,85.3,79.2,0.297,0.514,0.397,0.159,0.246,0.267,0.1,0.3,0.432
7,2024-09-06,745941,Lineout,field_out,True,669003,663372,Garrett Mitchell,Ryan Feltner,0,d8890b3f-134e-483e-9556-99f35d5f387e,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.96,4.55,138.0,99.0,98.0,100.0,0.783,7.89,2.93,9.72,1.24,1.29,0.232,0.401,0.15,0.347,0.446,82.0,103.0,97.0,92.0,92.0,88.0,112.0,100.0,104.0,,,,,,,0.137,0.352,,,0.263,-0.18,,,-0.45,-0.95,94.7,,,94.2,87.7,0.265,0.426,0.176,0.3,0.414,0.156,,,,,,,0.368,0.538,0.216,118.0,93.0,102.0,108.0,108.0,114.0,0.101,0.147,1.61,-1.07,85.3,79.2,0.297,0.514,0.397,0.159,0.246,0.267,0.1,0.3,0.432
8,2024-09-06,745941,Strikeout,strikeout,True,666134,593423,Nolan Jones,Frankie Montas,0,6ab96fd6-fafc-4729-898f-033420fcb1cf,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,83.0,100.0,98.0,118.0,101.0,105.0,108.0,96.0,94.0,121.0,98.0,107.0,0.186,0.345,0.183,0.185,0.102,0.21,-1.42,-0.41,1.35,-1.9,95.6,90.4,85.9,94.7,85.1,0.204,0.343,0.223,0.248,0.376,0.111,0.333,0.59,0.221,0.233,0.326,0.416,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,,,,
9,2024-09-06,745941,Strikeout,strikeout,True,607732,593423,Jacob Stallings,Frankie Montas,0,28e7a83d-f9a5-4335-becf-3c1e54b5c460,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,83.0,100.0,98.0,118.0,101.0,105.0,108.0,96.0,94.0,121.0,98.0,107.0,0.186,0.345,0.183,0.185,0.102,0.21,-1.42,-0.41,1.35,-1.9,95.6,90.4,85.9,94.7,85.1,0.204,0.343,0.223,0.248,0.376,0.111,0.333,0.59,0.221,0.233,0.326,0.416,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,,,,
