,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,SL%,wFC/C,wFS/C,wSI/C,wSL/C,vFC,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CH%,wFA/C,wCH/C,vFA,vCH,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-05-10,746964,Groundout,field_out,True,696285,656557,Jacob Young,Tanner Houck,0,886ab1f5-20b3-4785-9660-c8095956b1c4,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-10,746964,Strikeout,strikeout,True,682928,656557,CJ Abrams,Tanner Houck,0,7a6cfbde-3971-4e80-bd05-2a29b595b187,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-10,746964,Groundout,field_out,True,671277,656557,Luis García Jr.,Tanner Houck,0,07a43f85-7edd-406a-b051-d9450d36036c,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-10,746964,Groundout,field_out,True,680776,571578,Jarren Duran,Patrick Corbin,0,93f52f9b-552f-4e1b-b387-62c23574a4fa,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,,,,0.352,0.179,,0.316,0.23,,-1.8,0.02,84.5,,91.4,79.7,0.25,0.384,0.352,0.326,0.578,0.089,,,,0.253,0.38,0.236,88.0,95.0,96.0,54.0,97.0,83.0,0.103,0.05,-1.09,-4.62,91.3,81.2,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,
4,2024-05-10,746964,Groundout,field_out,True,608701,571578,Rob Refsnyder,Patrick Corbin,0,4952e138-c3dd-4e2f-aab5-f420aea0b45f,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,,,,0.352,0.179,,0.316,0.23,,-1.8,0.02,84.5,,91.4,79.7,0.25,0.384,0.352,0.326,0.578,0.089,,,,0.253,0.38,0.236,88.0,95.0,96.0,54.0,97.0,83.0,0.103,0.05,-1.09,-4.62,91.3,81.2,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,
5,2024-05-10,746964,Double,double,False,641933,571578,Tyler O'Neill,Patrick Corbin,0,0bc0f789-b351-48bc-912e-1c550aca2f0c,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,,,,0.352,0.179,,0.316,0.23,,-1.8,0.02,84.5,,91.4,79.7,0.25,0.384,0.352,0.326,0.578,0.089,,,,0.253,0.38,0.236,88.0,95.0,96.0,54.0,97.0,83.0,0.103,0.05,-1.09,-4.62,91.3,81.2,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,
6,2024-05-10,746964,Walk,walk,False,646240,571578,Rafael Devers,Patrick Corbin,0,68e1114e-482f-4d63-9f4e-c2dbae7fac7b,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,,,,0.352,0.179,,0.316,0.23,,-1.8,0.02,84.5,,91.4,79.7,0.25,0.384,0.352,0.326,0.578,0.089,,,,0.253,0.38,0.236,88.0,95.0,96.0,54.0,97.0,83.0,0.103,0.05,-1.09,-4.62,91.3,81.2,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,
7,2024-05-10,746964,Single,single,True,657136,571578,Connor Wong,Patrick Corbin,1,f8af1e73-61f9-4729-afd7-cf151801a4ea,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.35,6.06,111.0,100.0,76.0,94.0,0.803,6.41,2.92,10.46,1.22,1.43,0.209,0.382,0.137,0.335,0.393,71.0,102.0,92.0,85.0,96.0,96.0,79.0,106.0,99.0,,,,0.352,0.179,,0.316,0.23,,-1.8,0.02,84.5,,91.4,79.7,0.25,0.384,0.352,0.326,0.578,0.089,,,,0.253,0.38,0.236,88.0,95.0,96.0,54.0,97.0,83.0,0.103,0.05,-1.09,-4.62,91.3,81.2,0.324,0.541,0.117,0.4,0.65,0.275,,,,,,,,,
8,2024-05-10,746964,Groundout,field_out,True,608841,656557,Joey Meneses,Tanner Houck,0,197ce62e-ae05-4bc5-ae9b-2cf487a8f5b6,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-10,746964,Lineout,field_out,True,608385,656557,Jesse Winker,Tanner Houck,0,7d7f6d27-e6f7-493a-aa0e-973dd307c72a,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-05-10,746964,Single,single,False,660688,656557,Keibert Ruiz,Tanner Houck,0,af2cd6c0-048f-41b2-b635-d19a5f271ee2,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-10,746964,Double,double,False,592696,656557,Eddie Rosario,Tanner Houck,1,faa0a7b0-a56f-49dc-9846-b38b732e4c70,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
