,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
0,2024-09-13,747153,Double,double,False,694192,593958,Jackson Chourio,Eduardo Rodriguez,0,096ad0a8-44d0-484b-8be8-2a2225ec711c,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.5,6.14,34.1,103.0,77.0,94.0,0.825,6.55,3.41,10.49,1.31,0.95,0.181,0.457,0.147,0.353,0.399,98.0,101.0,100.0,60.0,102.0,90.0,83.0,110.0,98.0,105.0,107.0,102.0,76.0,101.0,92.0,0.089,0.438,0.163,0.072,0.237,-0.14,-2.05,-5.99,-2.13,0.5,91.8,88.5,86.8,91.5,83.8,0.277,0.511,0.236,0.231,0.385,0.25,0.333,0.593,0.133,0.389,0.556,0.154,0.25,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-13,747153,Strikeout,strikeout,True,669003,593958,Garrett Mitchell,Eduardo Rodriguez,0,1d4652b5-1ccb-4c26-84e9-fb1f29fe92cf,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.5,6.14,34.1,103.0,77.0,94.0,0.825,6.55,3.41,10.49,1.31,0.95,0.181,0.457,0.147,0.353,0.399,98.0,101.0,100.0,60.0,102.0,90.0,83.0,110.0,98.0,105.0,107.0,102.0,76.0,101.0,92.0,0.089,0.438,0.163,0.072,0.237,-0.14,-2.05,-5.99,-2.13,0.5,91.8,88.5,86.8,91.5,83.8,0.277,0.511,0.236,0.231,0.385,0.25,0.333,0.593,0.133,0.389,0.556,0.154,0.25,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-13,747153,Walk,walk,False,661388,593958,William Contreras,Eduardo Rodriguez,0,bcc6d33d-22eb-407a-a724-5706bb5a15cd,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.5,6.14,34.1,103.0,77.0,94.0,0.825,6.55,3.41,10.49,1.31,0.95,0.181,0.457,0.147,0.353,0.399,98.0,101.0,100.0,60.0,102.0,90.0,83.0,110.0,98.0,105.0,107.0,102.0,76.0,101.0,92.0,0.089,0.438,0.163,0.072,0.237,-0.14,-2.05,-5.99,-2.13,0.5,91.8,88.5,86.8,91.5,83.8,0.277,0.511,0.236,0.231,0.385,0.25,0.333,0.593,0.133,0.389,0.556,0.154,0.25,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-13,747153,Lineout,field_out,True,596142,593958,Gary Sánchez,Eduardo Rodriguez,0,7228472f-97e3-4e21-b94b-cdde11e27881,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.5,6.14,34.1,103.0,77.0,94.0,0.825,6.55,3.41,10.49,1.31,0.95,0.181,0.457,0.147,0.353,0.399,98.0,101.0,100.0,60.0,102.0,90.0,83.0,110.0,98.0,105.0,107.0,102.0,76.0,101.0,92.0,0.089,0.438,0.163,0.072,0.237,-0.14,-2.05,-5.99,-2.13,0.5,91.8,88.5,86.8,91.5,83.8,0.277,0.511,0.236,0.231,0.385,0.25,0.333,0.593,0.133,0.389,0.556,0.154,0.25,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-13,747153,Strikeout,strikeout,True,642715,593958,Willy Adames,Eduardo Rodriguez,0,1f44a3da-33b6-4e18-9850-7ab6b4772d84,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.5,6.14,34.1,103.0,77.0,94.0,0.825,6.55,3.41,10.49,1.31,0.95,0.181,0.457,0.147,0.353,0.399,98.0,101.0,100.0,60.0,102.0,90.0,83.0,110.0,98.0,105.0,107.0,102.0,76.0,101.0,92.0,0.089,0.438,0.163,0.072,0.237,-0.14,-2.05,-5.99,-2.13,0.5,91.8,88.5,86.8,91.5,83.8,0.277,0.511,0.236,0.231,0.385,0.25,0.333,0.593,0.133,0.389,0.556,0.154,0.25,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-13,747153,Walk,walk,False,682998,642547,Corbin Carroll,Freddy Peralta,0,7e967f69-18a9-48b2-b164-de4762916aa8,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.75,3.98,163.1,98.0,103.0,100.0,0.72,10.14,3.53,7.66,1.38,0.82,0.257,0.379,0.206,0.315,0.376,83.0,93.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.537,,0.22,0.177,-0.14,,,0.0,1.02,94.3,,87.7,,81.4,0.247,0.439,0.247,0.215,0.29,0.376,,,,,,,0.203,0.368,0.408,102.0,104.0,110.0,0.066,-0.38,78.0,0.222,0.417,0.384,,,,,,,,,,,,,,,,,,
6,2024-09-13,747153,Single,single,False,606466,642547,Ketel Marte,Freddy Peralta,1,97b09686-ecc8-4af8-867c-264054405c29,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.75,3.98,163.1,98.0,103.0,100.0,0.72,10.14,3.53,7.66,1.38,0.82,0.257,0.379,0.206,0.315,0.376,83.0,93.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.537,,0.22,0.177,-0.14,,,0.0,1.02,94.3,,87.7,,81.4,0.247,0.439,0.247,0.215,0.29,0.376,,,,,,,0.203,0.368,0.408,102.0,104.0,110.0,0.066,-0.38,78.0,0.222,0.417,0.384,,,,,,,,,,,,,,,,,,
7,2024-09-13,747153,Groundout,field_out,True,592626,642547,Joc Pederson,Freddy Peralta,1,ed4490ab-0bdd-4aff-a2a4-d7faab13bfab,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.75,3.98,163.1,98.0,103.0,100.0,0.72,10.14,3.53,7.66,1.38,0.82,0.257,0.379,0.206,0.315,0.376,83.0,93.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.537,,0.22,0.177,-0.14,,,0.0,1.02,94.3,,87.7,,81.4,0.247,0.439,0.247,0.215,0.29,0.376,,,,,,,0.203,0.368,0.408,102.0,104.0,110.0,0.066,-0.38,78.0,0.222,0.417,0.384,,,,,,,,,,,,,,,,,,
8,2024-09-13,747153,Walk,walk,False,572233,642547,Christian Walker,Freddy Peralta,0,4f96f5f8-b145-4585-8696-a7e8058d91d1,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.75,3.98,163.1,98.0,103.0,100.0,0.72,10.14,3.53,7.66,1.38,0.82,0.257,0.379,0.206,0.315,0.376,83.0,93.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.537,,0.22,0.177,-0.14,,,0.0,1.02,94.3,,87.7,,81.4,0.247,0.439,0.247,0.215,0.29,0.376,,,,,,,0.203,0.368,0.408,102.0,104.0,110.0,0.066,-0.38,78.0,0.222,0.417,0.384,,,,,,,,,,,,,,,,,,
9,2024-09-13,747153,Sac Fly,sac_fly,True,656976,642547,Pavin Smith,Freddy Peralta,1,79f0c9b9-ad56-48ab-9f03-30005764d101,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.75,3.98,163.1,98.0,103.0,100.0,0.72,10.14,3.53,7.66,1.38,0.82,0.257,0.379,0.206,0.315,0.376,83.0,93.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.537,,0.22,0.177,-0.14,,,0.0,1.02,94.3,,87.7,,81.4,0.247,0.439,0.247,0.215,0.29,0.376,,,,,,,0.203,0.368,0.408,102.0,104.0,110.0,0.066,-0.38,78.0,0.222,0.417,0.384,,,,,,,,,,,,,,,,,,
10,2024-09-13,747153,Strikeout,strikeout,True,664983,642547,Jake McCarthy,Freddy Peralta,0,9814f51b-5fab-4148-b3af-1f2dd95c02a3,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.75,3.98,163.1,98.0,103.0,100.0,0.72,10.14,3.53,7.66,1.38,0.82,0.257,0.379,0.206,0.315,0.376,83.0,93.0,88.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,,,,0.537,,0.22,0.177,-0.14,,,0.0,1.02,94.3,,87.7,,81.4,0.247,0.439,0.247,0.215,0.29,0.376,,,,,,,0.203,0.368,0.408,102.0,104.0,110.0,0.066,-0.38,78.0,0.222,0.417,0.384,,,,,,,,,,,,,,,,,,
